source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD002082-Sample-1	homo sapiens	colon, rectum	colon and rectal cancer, normal	1	not available	not available	run 1	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7.1 ppm	-0.500167 ppm	orbitrap	TCGA-AA-3818-01A-22_W_VU_20130210_A0218_10C_R_FR02.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer, normal
PXD002082-Sample-2	homo sapiens	colon, rectum	colon and rectal cancer, normal	1	not available	not available	run 2	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7.1 ppm	-0.500167 ppm	orbitrap	TCGA-AA-3818-01A-22_W_VU_20130210_A0218_10C_R_FR05.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer, normal
PXD002082-Sample-3	homo sapiens	colon, rectum	colon and rectal cancer, normal	1	not available	not available	run 3	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7.1 ppm	-0.500167 ppm	orbitrap	TCGA-AA-3818-01A-22_W_VU_20130210_A0218_10C_R_FR13.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer, normal
PXD002082-Sample-4	homo sapiens	colon, rectum	colon and rectal cancer, normal	1	not available	not available	run 4	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7.1 ppm	-0.500167 ppm	orbitrap	TCGA-AA-3818-01A-22_W_VU_20130210_A0218_10C_R_FR14.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer, normal
PXD002082-Sample-5	homo sapiens	colon, rectum	colon and rectal cancer, normal	1	not available	not available	run 5	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7.1 ppm	-0.500167 ppm	orbitrap	TCGA-AA-3848-01A-22_W_VU_20121204_A0218_7C_R_FR06.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer, normal
PXD002082-Sample-6	homo sapiens	colon, rectum	colon and rectal cancer, normal	1	not available	not available	run 6	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7.1 ppm	-0.500167 ppm	orbitrap	TCGA-AA-3848-01A-22_W_VU_20121205_A0218_7C_R_FR07.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer, normal
PXD002082-Sample-7	homo sapiens	colon, rectum	colon and rectal cancer, normal	1	not available	not available	run 7	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7.1 ppm	-0.500167 ppm	orbitrap	TCGA-AA-3848-01A-22_W_VU_20121205_A0218_7C_R_FR10.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer, normal
PXD002082-Sample-8	homo sapiens	colon, rectum	colon and rectal cancer, normal	1	not available	not available	run 8	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7.1 ppm	-0.500167 ppm	orbitrap	TCGA-AA-3848-01A-22_W_VU_20121205_A0218_7C_R_FR14.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer, normal
PXD002082-Sample-9	homo sapiens	colon, rectum	colon and rectal cancer, normal	1	not available	not available	run 9	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7.1 ppm	-0.500167 ppm	orbitrap	TCGA-AA-3864-01A-22_W_VU_20121226_A0218_8D_R_FR03.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer, normal
PXD002082-Sample-10	homo sapiens	colon, rectum	colon and rectal cancer, normal	1	not available	not available	run 10	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7.1 ppm	-0.500167 ppm	orbitrap	TCGA-AA-3864-01A-22_W_VU_20121226_A0218_8D_R_FR06.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer, normal
PXD002082-Sample-11	homo sapiens	colon, rectum	colon and rectal cancer, normal	1	not available	not available	run 11	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7.1 ppm	-0.500167 ppm	orbitrap	TCGA-AA-3864-01A-22_W_VU_20121226_A0218_8D_R_FR09.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer, normal
