"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD070229","","strict","Biological","age","age","6 weeks","True"
"PXD070229","","strict","Biological","cell_line","cell_line","RAW 264.7","True"
"PXD070229","","strict","Biological","cell_type","cell_type","macrophages","True"
"PXD070229","","strict","Biological","disease","disease","systemic infection","True"
"PXD070229","","strict","Biological","organ","organ","kidneys, brain, lungs, spleen, liver","True"
"PXD070229","","strict","Biological","sex","sex","male, female","True"
"PXD070229","","strict","Biological","species","species","Candidozyma auris","True"
"PXD070229","","strict","ExperimentalDesign","factor_value","factor_value","protein source (CWAP extract) | systemic infection","True"
"PXD070229","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD070229","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD070229","","strict","Technical","instrument","instrument","Orbitrap Exploris 240","True"
"PXD070229","","strict","Technical","label","label","label free","True"
"PXD070229","","strict","Technical","mass_analyzer","mass_analyzer","Orbitrap","True"
"PXD070229","","strict","Technical","modification","modification","monohydroxylated residue | iodoacetamide derivatized residue | Deamidation (NQR) | Oxidation or Hydroxylation (CDEFHIKLMNPQRSTUVWY,C-term) | Iodoacetamide derivative (CDEHKMSTUY,N-term) | Amidation (C-term)","True"
"PXD070229","","strict","Technical","reduction_reagent","reduction_reagent","dithiothreitol","True"
