pxd	data_file	category	field	assessed_entities	gold_entities	matched_entities	assessed_only_entities	gold_only_entities	micro_precision	micro_recall	micro_f1
PXD007160	anterior_cingulate _gyrus_batch_1.raw	Biological	characteristics[age]	6	6	6	0	0	1.000000	1.000000	1.000000
PXD007160	anterior_cingulate _gyrus_batch_1.raw	Biological	characteristics[disease]	4	4	4	0	0	1.000000	1.000000	1.000000
PXD007160	anterior_cingulate _gyrus_batch_1.raw	Biological	characteristics[organism part]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD007160	anterior_cingulate _gyrus_batch_1.raw	Biological	characteristics[organism]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD007160	anterior_cingulate _gyrus_batch_1.raw	Biological	characteristics[sex]	2	2	2	0	0	1.000000	1.000000	1.000000
PXD007160	anterior_cingulate _gyrus_batch_1.raw	Technical	comment[cleavage agent details]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD007160	anterior_cingulate _gyrus_batch_1.raw	Technical	comment[dissociation method]	0	0	0	0	0	NA	NA	NA
PXD007160	anterior_cingulate _gyrus_batch_1.raw	Technical	comment[fragment mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD007160	anterior_cingulate _gyrus_batch_1.raw	Technical	comment[instrument]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD007160	anterior_cingulate _gyrus_batch_1.raw	Technical	comment[label]	8	8	8	0	0	1.000000	1.000000	1.000000
PXD007160	anterior_cingulate _gyrus_batch_1.raw	Technical	comment[ms2 mass analyzer]	0	0	0	0	0	NA	NA	NA
PXD007160	anterior_cingulate _gyrus_batch_1.raw	Technical	comment[precursor mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD007160	anterior_cingulate _gyrus_batch_1.raw	Technical	comment[proteomics data acquisition method]	0	0	0	0	0	NA	NA	NA
PXD007160	anterior_cingulate _gyrus_batch_1.raw	Technical	technology type	0	0	0	0	0	NA	NA	NA
PXD007160	anterior_cingulate _gyrus_batch_1.raw	ExperimentalDesign	characteristics[biological replicate]	0	0	0	0	0	NA	NA	NA
PXD007160	anterior_cingulate _gyrus_batch_1.raw	ExperimentalDesign	comment[fraction identifier]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD007160	anterior_cingulate _gyrus_batch_1.raw	ExperimentalDesign	comment[technical replicate]	0	0	0	0	0	NA	NA	NA
PXD007160	anterior_cingulate _gyrus_batch_1.raw	ExperimentalDesign	factor value[disease]	0	4	0	0	4	0.000000	0.000000	0.000000
PXD007160	anterior_cingulate _gyrus_batch_1.raw	ExperimentalDesign	factor value[experimental design]	0	0	0	0	0	NA	NA	NA
PXD007160	anterior_cingulate_gyrus_batch_1.raw	Biological	characteristics[age]	6	6	6	0	0	1.000000	1.000000	1.000000
PXD007160	anterior_cingulate_gyrus_batch_1.raw	Biological	characteristics[disease]	4	4	4	0	0	1.000000	1.000000	1.000000
PXD007160	anterior_cingulate_gyrus_batch_1.raw	Biological	characteristics[organism part]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD007160	anterior_cingulate_gyrus_batch_1.raw	Biological	characteristics[organism]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD007160	anterior_cingulate_gyrus_batch_1.raw	Biological	characteristics[sex]	2	2	2	0	0	1.000000	1.000000	1.000000
PXD007160	anterior_cingulate_gyrus_batch_1.raw	Technical	comment[cleavage agent details]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD007160	anterior_cingulate_gyrus_batch_1.raw	Technical	comment[dissociation method]	0	0	0	0	0	NA	NA	NA
PXD007160	anterior_cingulate_gyrus_batch_1.raw	Technical	comment[fragment mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD007160	anterior_cingulate_gyrus_batch_1.raw	Technical	comment[instrument]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD007160	anterior_cingulate_gyrus_batch_1.raw	Technical	comment[label]	8	8	8	0	0	1.000000	1.000000	1.000000
PXD007160	anterior_cingulate_gyrus_batch_1.raw	Technical	comment[ms2 mass analyzer]	0	0	0	0	0	NA	NA	NA
PXD007160	anterior_cingulate_gyrus_batch_1.raw	Technical	comment[precursor mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD007160	anterior_cingulate_gyrus_batch_1.raw	Technical	comment[proteomics data acquisition method]	0	0	0	0	0	NA	NA	NA
PXD007160	anterior_cingulate_gyrus_batch_1.raw	Technical	technology type	0	0	0	0	0	NA	NA	NA
PXD007160	anterior_cingulate_gyrus_batch_1.raw	ExperimentalDesign	characteristics[biological replicate]	0	0	0	0	0	NA	NA	NA
PXD007160	anterior_cingulate_gyrus_batch_1.raw	ExperimentalDesign	comment[fraction identifier]	21	21	21	0	0	1.000000	1.000000	1.000000
PXD007160	anterior_cingulate_gyrus_batch_1.raw	ExperimentalDesign	comment[technical replicate]	0	0	0	0	0	NA	NA	NA
PXD007160	anterior_cingulate_gyrus_batch_1.raw	ExperimentalDesign	factor value[disease]	0	4	0	0	4	0.000000	0.000000	0.000000
PXD007160	anterior_cingulate_gyrus_batch_1.raw	ExperimentalDesign	factor value[experimental design]	0	0	0	0	0	NA	NA	NA
PXD007160	anterior_cingulate_gyrus_batch_2.raw	Biological	characteristics[age]	7	7	7	0	0	1.000000	1.000000	1.000000
PXD007160	anterior_cingulate_gyrus_batch_2.raw	Biological	characteristics[disease]	8	8	8	0	0	1.000000	1.000000	1.000000
PXD007160	anterior_cingulate_gyrus_batch_2.raw	Biological	characteristics[organism part]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD007160	anterior_cingulate_gyrus_batch_2.raw	Biological	characteristics[organism]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD007160	anterior_cingulate_gyrus_batch_2.raw	Biological	characteristics[sex]	2	2	2	0	0	1.000000	1.000000	1.000000
PXD007160	anterior_cingulate_gyrus_batch_2.raw	Technical	comment[cleavage agent details]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD007160	anterior_cingulate_gyrus_batch_2.raw	Technical	comment[dissociation method]	0	0	0	0	0	NA	NA	NA
PXD007160	anterior_cingulate_gyrus_batch_2.raw	Technical	comment[fragment mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD007160	anterior_cingulate_gyrus_batch_2.raw	Technical	comment[instrument]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD007160	anterior_cingulate_gyrus_batch_2.raw	Technical	comment[label]	8	8	8	0	0	1.000000	1.000000	1.000000
PXD007160	anterior_cingulate_gyrus_batch_2.raw	Technical	comment[ms2 mass analyzer]	0	0	0	0	0	NA	NA	NA
PXD007160	anterior_cingulate_gyrus_batch_2.raw	Technical	comment[precursor mass tolerance]	1	1	1	0	0	1.000000	1.000000	1.000000
PXD007160	anterior_cingulate_gyrus_batch_2.raw	Technical	comment[proteomics data acquisition method]	0	0	0	0	0	NA	NA	NA
PXD007160	anterior_cingulate_gyrus_batch_2.raw	Technical	technology type	0	0	0	0	0	NA	NA	NA
PXD007160	anterior_cingulate_gyrus_batch_2.raw	ExperimentalDesign	characteristics[biological replicate]	0	0	0	0	0	NA	NA	NA
PXD007160	anterior_cingulate_gyrus_batch_2.raw	ExperimentalDesign	comment[fraction identifier]	21	21	21	0	0	1.000000	1.000000	1.000000
PXD007160	anterior_cingulate_gyrus_batch_2.raw	ExperimentalDesign	comment[technical replicate]	0	0	0	0	0	NA	NA	NA
PXD007160	anterior_cingulate_gyrus_batch_2.raw	ExperimentalDesign	factor value[disease]	0	8	0	0	8	0.000000	0.000000	0.000000
PXD007160	anterior_cingulate_gyrus_batch_2.raw	ExperimentalDesign	factor value[experimental design]	0	0	0	0	0	NA	NA	NA
PXD007160	anterior_cingulate_gyrus_batch_3.raw	Biological	characteristics[age]	6	6	6	0	0	1.000000	1.000000	1.000000
PXD007160	anterior_cingulate_gyrus_batch_3.raw	Biological	characteristics[disease]	8	8	8	0	0	1.000000	1.000000	1.000000
PXD007160	anterior_cingulate_gyrus_batch_3.raw	Biological	characteristics[organism part]	1	1	1	0	0	1.000000	1.000000	1.000000
