sdrf row	source name	logical field	sdrf header	selected value	selected source	evidence	agent status	agent confidence	judge verdict	judge hallucination	judge type mismatch	judge corrected value	resolution rule	assessment state
1	PXD032035-Sample-1	source_name	source name	PXD032035-Sample-1	derived								legacy_derivation	derived
1	PXD032035-Sample-1	organism	characteristics[organism]	Homo sapiens	biological_agent	The data were analyzed using The SEQUEST HT search engine of Thermo Proteome Discoverer (version 2.4.1.15) in the Uniprot human protein database (updated 09–2018).	AGREE	1.0	high	False	False		source_precedence:biological_agent	derived
1	PXD032035-Sample-1	organism_part	characteristics[organism part]	kidney	biological_agent	HEK 293T cells were transfected with pcDNA6B-ORF8-FLAG for 24 h, then blocked with 20 mM NEM on ice for 15 min and harvested.	LLM_ONLY	0.5					source_precedence:biological_agent	derived
1	PXD032035-Sample-1	cell_type	characteristics[cell type]	epithelial cell	biological_agent	HEK 293T cells were transfected with pcDNA6B-ORF8-FLAG for 24 h, then blocked with 20 mM NEM on ice for 15 min and harvested.	LLM_ONLY	0.5					source_precedence:biological_agent	derived
1	PXD032035-Sample-1	cell_line	characteristics[cell line]	HEK 293T, HepG2, HeLa, Vero E6	biological_agent	HEK 293T cells were transfected with pcDNA6B-ORF8-FLAG for 24 h, then blocked with 20 mM NEM on ice for 15 min and harvested.	LLM_ONLY	0.5	medium	False	False	HEK 293T, HepG2, HeLa, Vero E6	source_precedence:biological_agent	derived
1	PXD032035-Sample-1	assay_name	assay name	run 1	derived								legacy_derivation	derived
1	PXD032035-Sample-1	technology_type	technology type	proteomic profiling by mass spectrometry	derived								legacy_derivation	derived
1	PXD032035-Sample-1	acquisition	comment[proteomics data acquisition method]	NT=data-dependent acquisition;AC=PRIDE:0000627	runassessor								source_precedence:runassessor	derived
1	PXD032035-Sample-1	label	comment[label]	label free sample	technical_agent				high	False	False		source_precedence:technical_agent	derived
1	PXD032035-Sample-1	instrument	comment[instrument]	NT=Orbitrap Exploris 480;AC=MS:1003028	runassessor				high	False	False		source_precedence:runassessor	derived
1	PXD032035-Sample-1	cleavage_agent	comment[cleavage agent details]	NT=Trypsin;AC=MS:1001251	derived								legacy_derivation	derived
1	PXD032035-Sample-1	dissociation	comment[dissociation method]	NT=beam-type collision-induced dissociation;AC=MS:1000422	runassessor								source_precedence:runassessor	derived
