"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD030715","","strict","Biological","cell_line","cell_line","Trp53/Pten−/−, Trp53−/−, L1, 612, 120","True"
"PXD030715","","strict","Biological","cell_type","cell_type","GBM cells","True"
"PXD030715","","strict","Biological","disease","disease","glioblastoma","True"
"PXD030715","","strict","Biological","organ","organ","brain","True"
"PXD030715","","strict","Biological","species","species","Homo sapiens, Mus musculus","True"
"PXD030715","","strict","ExperimentalDesign","factor_value","factor_value","treatment (vehicle, ispinesib 6 h, ispinesib 3 weeks) | glioblastoma","True"
"PXD030715","","strict","ExperimentalDesign","fractions","fractions","1","True"
"PXD030715","","strict","ExperimentalDesign","replicates","replicates","1","True"
"PXD030715","","strict","ExperimentalDesign","technical_replicates","technical_replicates","1","True"
"PXD030715","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD030715","","strict","Technical","fragment_mass_tolerance","fragment_mass_tolerance","15 mmu","True"
"PXD030715","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD030715","","strict","Technical","instrument","instrument","Q Exactive Plus","True"
"PXD030715","","strict","Technical","label","label","TMT126 | TMT127N | TMT127C | TMT128N | TMT128C | TMT129N | TMT129C | TMT130N | TMT130C | TMT131","True"
"PXD030715","","strict","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD030715","","strict","Technical","modification","modification","Carbamidomethyl (C) | TMT6plex (K) | Phospho (STY) | TMTpro (K) | Reduced acrolein addition +58 (C)","True"
"PXD030715","","strict","Technical","precursor_mass_tolerance","precursor_mass_tolerance","10 ppm","True"
