source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD008722-Sample-1	homo sapiens	heart	mitral valve regurgitation, mitral valve prolapse	21	male	middle aged (average 50 years)	run 1	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cardiac chamber (LA, RA, LV)	6 ppm	8 ppm	orbitrap	20160715_QE5_nLC7_NL_Human_Heart_097_Left_Atrium_Frac06.raw	v1.1.0	HAMLET-agentic v0.1.0	mitral valve regurgitation, mitral valve prolapse
PXD008722-Sample-2	homo sapiens	heart	mitral valve regurgitation, mitral valve prolapse	21	male	middle aged (average 50 years)	run 2	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cardiac chamber (LA, RA, LV)	6 ppm	8 ppm	orbitrap	20160715_QE5_nLC7_NL_Human_Heart_097_Right_Atrium_Frac10.raw	v1.1.0	HAMLET-agentic v0.1.0	mitral valve regurgitation, mitral valve prolapse
PXD008722-Sample-3	homo sapiens	heart	mitral valve regurgitation, mitral valve prolapse	21	male	middle aged (average 50 years)	run 3	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cardiac chamber (LA, RA, LV)	6 ppm	8 ppm	orbitrap	20160715_QE5_nLC7_NL_Human_Heart_097_Right_Atrium_Frac12.raw	v1.1.0	HAMLET-agentic v0.1.0	mitral valve regurgitation, mitral valve prolapse
PXD008722-Sample-4	homo sapiens	heart	mitral valve regurgitation, mitral valve prolapse	21	male	middle aged (average 50 years)	run 4	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cardiac chamber (LA, RA, LV)	6 ppm	8 ppm	orbitrap	20160715_QE5_nLC7_NL_Human_Heart_113_Left_Atrium_Frac10.raw	v1.1.0	HAMLET-agentic v0.1.0	mitral valve regurgitation, mitral valve prolapse
PXD008722-Sample-5	homo sapiens	heart	mitral valve regurgitation, mitral valve prolapse	21	male	middle aged (average 50 years)	run 5	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cardiac chamber (LA, RA, LV)	6 ppm	8 ppm	orbitrap	20160715_QE5_nLC7_NL_Human_Heart_113_Left_Ventricle_Frac06.raw	v1.1.0	HAMLET-agentic v0.1.0	mitral valve regurgitation, mitral valve prolapse
PXD008722-Sample-6	homo sapiens	heart	mitral valve regurgitation, mitral valve prolapse	21	male	middle aged (average 50 years)	run 6	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cardiac chamber (LA, RA, LV)	6 ppm	8 ppm	orbitrap	20160715_QE5_nLC7_NL_Human_Heart_113_Right_Atrium_Frac02.raw	v1.1.0	HAMLET-agentic v0.1.0	mitral valve regurgitation, mitral valve prolapse
PXD008722-Sample-7	homo sapiens	heart	mitral valve regurgitation, mitral valve prolapse	21	male	middle aged (average 50 years)	run 7	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cardiac chamber (LA, RA, LV)	6 ppm	8 ppm	orbitrap	20160715_QE5_nLC7_NL_Human_Heart_117_Left_Ventricle_Frac12.raw	v1.1.0	HAMLET-agentic v0.1.0	mitral valve regurgitation, mitral valve prolapse
PXD008722-Sample-8	homo sapiens	heart	mitral valve regurgitation, mitral valve prolapse	21	male	middle aged (average 50 years)	run 8	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cardiac chamber (LA, RA, LV)	6 ppm	8 ppm	orbitrap	20160715_QE5_nLC7_NL_Human_Heart_117_Right_Atrium_Frac01.raw	v1.1.0	HAMLET-agentic v0.1.0	mitral valve regurgitation, mitral valve prolapse
PXD008722-Sample-9	homo sapiens	heart	mitral valve regurgitation, mitral valve prolapse	21	male	middle aged (average 50 years)	run 9	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cardiac chamber (LA, RA, LV)	6 ppm	8 ppm	orbitrap	20160715_QE5_nLC7_NL_Human_Heart_117_Right_Atrium_Frac02.raw	v1.1.0	HAMLET-agentic v0.1.0	mitral valve regurgitation, mitral valve prolapse
PXD008722-Sample-10	homo sapiens	heart	mitral valve regurgitation, mitral valve prolapse	21	male	middle aged (average 50 years)	run 10	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cardiac chamber (LA, RA, LV)	6 ppm	8 ppm	orbitrap	20160715_QE5_nLC7_NL_Human_Heart_117_Right_Atrium_Frac03.raw	v1.1.0	HAMLET-agentic v0.1.0	mitral valve regurgitation, mitral valve prolapse
PXD008722-Sample-11	homo sapiens	heart	mitral valve regurgitation, mitral valve prolapse	21	male	middle aged (average 50 years)	run 11	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	cardiac chamber (LA, RA, LV)	6 ppm	8 ppm	orbitrap	20160715_QE5_nLC7_NL_Human_Heart_119_Left_Atrium_Frac04.raw	v1.1.0	HAMLET-agentic v0.1.0	mitral valve regurgitation, mitral valve prolapse
