"paper_id","source","mode","agent","annotation_type","extracted_value","all_values_for_field","verdict","type_mismatch","correct_type","value_correct","value_complete","hallucination","technical_origin","inference","error_category","issue_summary","corrected_value"
"PXD012131","","strict","Biological","age","aged","aged","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value ""aged"" is a descriptive term for a developmental stage or age group rather than a specific numeric age, but it is often used to describe the age of donors.
SOURCE CHECK: The paper explicitly describes the samples as coming from ""three aged individuals"" and an ""aged cohort"" in the context of the MS experiment.
TRUTH CHECK: The value is factually correct as the study specifically focuses on the brain proteome of aged human populations.
COMPLETENESS CHECK: While ""aged"" is a general descriptor, the paper does not provide specific numeric ages for the primary cohort (only mentioning a separate comparison group aged 23-40 years). Therefore, ""aged"" is the most complete description available for the MS samples.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD012131","","strict","Biological","cell_type","neuron","neuron","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value ""neuron"" is a cell type, which matches the field definition.
SOURCE CHECK: The paper describes a proteomic atlas of the human brain, specifically mentioning ""neuronal tissue"" in the results section (""...could possibly be attributed to lower cell body density of neuronal tissue"").
TRUTH CHECK: The samples are brain tissue sections; neurons are the primary functional cell type of the brain.
COMPLETENESS CHECK: The full set contains only ""neuron"". While the brain contains other cells (glia), ""neuron"" is a correct representation of the primary cell type of the analyzed tissue.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD012131","","strict","Biological","disease","alzheimer’s disease","alzheimer’s disease","medium","False","","True","False","False","False","","incomplete","TYPE CHECK: The candidate value is a disease name, which matches the field definition.
SOURCE CHECK: The value is explicitly mentioned in the title and abstract as the focus of the study, and the methods describe the analysis of ""AD afflicted individuals"".
TRUTH CHECK: The value is factually correct as the paper describes a proteomic atlas of the human brain in Alzheimer's Disease.
COMPLETENESS CHECK: The paper describes both AD afflicted individuals and healthy age-matched controls; while ""alzheimer's disease"" is correct, the full set of values should include the control state.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: no
HALLUCINATED: no
VERDICT: medium
CORRECTED_VALUE: alzheimer’s disease, healthy","alzheimer’s disease, healthy"
"PXD012131","","strict","Biological","organ","brain","brain","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value ""brain"" is a valid organ/tissue name.
SOURCE CHECK: The paper explicitly states ""Proteomic Atlas of the Human Brain"" and describes the analysis of various brain sections (e.g., Amygdala, Cerebellum) by mass spectrometry.
TRUTH CHECK: The value is factually correct as the samples were derived from human brains.
COMPLETENESS CHECK: The full set contains ""brain"", which accurately describes the organ of origin for all samples in the study.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD012131","","strict","Biological","species","Homo sapiens","Homo sapiens","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value is a scientific name for a species, which matches the field definition.
SOURCE CHECK: The paper explicitly mentions ""Human Brain"" in the title and ""human proteome"" in the methods, confirming the MS samples are from humans.
TRUTH CHECK: ""Homo sapiens"" is the correct scientific name for humans.
COMPLETENESS CHECK: The full set contains the only species analyzed in the study.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD012131","","strict","ExperimentalDesign","factor_value","anatomical region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity)","anatomical region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity) | alzheimer’s disease","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value describes the experimental variables (anatomical region and disease progression) being studied, which fits the definition of a factor_value.
SOURCE CHECK: The anatomical regions (AMY, CNC, etc.) and the categorization by neurofibrillary tangle quantity are explicitly mentioned as the basis for the MS analysis.
TRUTH CHECK: The value is factually correct; the paper describes a proteomic resource of nine anatomically distinct sections across a spectrum of disease progression categorized by tangles.
COMPLETENESS CHECK: The full set of extracted values includes both the regional/progression factors and the specific disease (Alzheimer's), which together cover the experimental design described.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD012131","","strict","ExperimentalDesign","factor_value","alzheimer’s disease","anatomical region (AMY, CNC, CBM, ECX, IPL, MFG, STG, THA, VCX), disease progression (neurofibrillary tangle quantity) | alzheimer’s disease","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value is a disease state, which is a valid characteristic for a factor_value.
SOURCE CHECK: The value is explicitly mentioned in the title and abstract as the primary disease under study for the MS samples.
TRUTH CHECK: The value is factually correct as the study focuses on the proteomic atlas of the human brain in Alzheimer's Disease.
COMPLETENESS CHECK: The full set of extracted values covers both the anatomical regions, the disease progression (tangles), and the disease itself.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD012131","","strict","ExperimentalDesign","fractions","12","12","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value is a numeric count, which is the correct type for the number of fractions.
SOURCE CHECK: The paper explicitly states in the Fractionation section that ""Fraction number was again reduced to 12 by pooling..."".
TRUTH CHECK: The value is factually correct as the final number of fractions per sample used for the MS analysis.
COMPLETENESS CHECK: The full set contains the single correct value mentioned in the text.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD012131","","strict","ExperimentalDesign","replicates","3","3","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value is a numeric count, which is the correct type for the replicates field.
SOURCE CHECK: The paper states in the abstract that the resource comprises ""nine anatomically distinct sections from three aged individuals,"" indicating 3 biological replicates (individuals).
TRUTH CHECK: The value ""3"" correctly reflects the number of individuals used to generate the proteomic atlas.
COMPLETENESS CHECK: The full set contains only this value, which accurately captures the number of biological replicates for the primary study.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD012131","","strict","ExperimentalDesign","technical_replicates","1","1","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value is a numeric count, which is the correct category for technical replicates.
SOURCE CHECK: The paper does not explicitly mention technical replicates; therefore, the safe default of ""1"" is applied.
TRUTH CHECK: In the absence of explicit mention of technical replication, ""1"" is the correct representation.
COMPLETENESS CHECK: The full set contains only the safe default, which is complete for this paper.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD012131","","strict","Technical","acquisition_method","data-dependent acquisition","data-dependent acquisition","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value is a valid acquisition scheme name.
SOURCE CHECK: The paper describes ""Survey scans of precursors... Tandem MS was performed using an isolation window... Selected precursors were fragmented"", which is the characteristic workflow of data-dependent acquisition (DDA).
TRUTH CHECK: While the literal phrase ""data-dependent acquisition"" is not used, the described method (survey scan followed by selection and fragmentation of specific precursors) is the definition of DDA.
COMPLETENESS CHECK: The full set contains this single value, which accurately describes the acquisition scheme used.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD012131","","strict","Technical","alkylation_reagent","chloroacetamide","","low","False","","False","False","True","False","","hallucinated","TYPE CHECK: The candidate value is a chemical reagent used for alkylation, which matches the field definition.
SOURCE CHECK: The value is not present in the paper text; the text explicitly mentions ""CAA"" (carboxyamidomethyl acetate/chloroacetamide synonym context, but specifically ""CAA"" is written).
TRUTH CHECK: The paper explicitly states the use of ""40mM CAA"" in the reducing and alkylating buffer, not ""chloroacetamide"". While CAA stands for N-chloroacetyl-L-cysteine amide or similar in some contexts, in proteomics ""CAA"" typically refers to chloroacetamide or is a specific abbreviation for it, but the literal string ""chloroacetamide"" does not appear in the text.
COMPLETENESS CHECK: The full set contains only this value, but it is factually incorrect based on the literal text.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: yes
VERDICT: low
CORRECTED_VALUE: CAA","CAA"
"PXD012131","","strict","Technical","cleavage_agent","Trypsin","Trypsin","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value ""Trypsin"" is a protease, which matches the definition of a cleavage agent.
SOURCE CHECK: The value is explicitly mentioned in the ""Results"" section (""digested with trypsin"") and the ""Extraction and Digestion"" methods section (""Trypsin was added..."").
TRUTH CHECK: The value is factually correct as described in the paper.
COMPLETENESS CHECK: The full set contains the only cleavage agent mentioned in the text.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
