field	category	assessed_entities	gold_entities	matched_entities	macro_precision	macro_recall	macro_f1
characteristics[age]	Biological	0	0	0			
characteristics[cell line]	Biological	144	0	0	0.0	0.0	0.0
characteristics[cell type]	Biological	144	144	0	0.0	0.0	0.0
characteristics[cellosaurus accession]	Biological	0	0	0			
characteristics[disease]	Biological	144	144	144	1.0	1.0	1.0
characteristics[organism part]	Biological	144	144	0	0.0	0.0	0.0
characteristics[organism]	Biological	144	144	144	1.0	1.0	1.0
characteristics[sex]	Biological	0	0	0			
characteristics[biological replicate]	ExperimentalDesign	144	144	48	0.3333333333333333	0.3333333333333333	0.3333333333333333
comment[fraction identifier]	ExperimentalDesign	144	144	0	0.0	0.0	0.0
comment[technical replicate]	ExperimentalDesign	144	144	72	0.5	0.5	0.5
factor value[disease]	ExperimentalDesign	144	0	0	0.0	0.0	0.0
factor value[experimental design]	ExperimentalDesign	144	0	0	0.0	0.0	0.0
comment[cleavage agent details]	Technical	144	288	144	1.0	0.5	0.666667
comment[dissociation method]	Technical	144	0	0	0.0	0.0	0.0
comment[fragment mass tolerance]	Technical	144	0	0	0.0	0.0	0.0
comment[instrument]	Technical	144	144	0	0.0	0.0	0.0
comment[label]	Technical	144	144	144	1.0	1.0	1.0
comment[modification parameters]	Technical	288	432	288	1.0	0.666667	0.8
comment[ms2 mass analyzer]	Technical	144	144	144	1.0	1.0	1.0
comment[precursor mass tolerance]	Technical	144	0	0	0.0	0.0	0.0
comment[proteomics data acquisition method]	Technical	144	0	0	0.0	0.0	0.0
comment[reduction reagent]	Technical	144	0	0	0.0	0.0	0.0
technology type	Technical	144	0	0	0.0	0.0	0.0
