sdrf row	source name	logical field	sdrf header	selected value	selected source	evidence	agent status	agent confidence	judge verdict	judge hallucination	judge type mismatch	judge corrected value	resolution rule	assessment state	source records
1	PXD053289-Sample-1	source_name	source name	PXD053289-Sample-1	derived								legacy_derivation	derived	[]
1	PXD053289-Sample-1	organism	characteristics[organism]	Homo sapiens	biological_agent	The data files were searched against a Homo sapiens (Hs) database and a contaminant database.	AGREE	0.9999672174453736	high	False	False		source_precedence:biological_agent	derived	"[{""cv_accession"": null, ""cv_name"": ""Homo sapiens"", ""metadata"": {""source_field"": ""species""}, ""scope"": ""sample"", ""source"": ""biological_agent"", ""value"": ""Homo sapiens""}]"
1	PXD053289-Sample-1	organism_part	characteristics[organism part]	serum, ascites	biological_agent	The present work developed a non-affinity-based chromatographic method to enrich MUC16 from serum.	LLM_ONLY	0.5	medium	False	False	serum, ascites	source_precedence:biological_agent	derived	"[{""cv_accession"": null, ""cv_name"": null, ""metadata"": {""source_field"": ""tissue""}, ""scope"": ""sample"", ""source"": ""biological_agent"", ""value"": ""serum""}]"
1	PXD053289-Sample-1	disease	characteristics[disease]	ovarian cancer	biological_agent	enrich this biomarker from ascites of individual ovarian cancer patients	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived	"[{""cv_accession"": null, ""cv_name"": null, ""metadata"": {""source_field"": ""disease_state""}, ""scope"": ""sample"", ""source"": ""biological_agent"", ""value"": ""ovarian cancer""}]"
1	PXD053289-Sample-1	cell_line	characteristics[cell line]	OVCAR3	biological_agent	Hs-WCL-OVCAR3_dep-30-1H_Strap_450ngPeptidesNSL-PROT-74_Eclipse_1.raw	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived	"[{""cv_accession"": null, ""cv_name"": null, ""metadata"": {""source_field"": ""cell_line""}, ""scope"": ""sample"", ""source"": ""biological_agent"", ""value"": ""OVCAR3""}]"
1	PXD053289-Sample-1	sex	characteristics[sex]	male	biological_agent	AB male whole blood was obtained and treated with sodium citrate to prevent coagulation.	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived	"[{""cv_accession"": null, ""cv_name"": null, ""metadata"": {""source_field"": ""sex""}, ""scope"": ""sample"", ""source"": ""biological_agent"", ""value"": ""male""}]"
1	PXD053289-Sample-1	assay_name	assay name	run 1	derived								legacy_derivation	derived	[]
1	PXD053289-Sample-1	technology_type	technology type	proteomic profiling by mass spectrometry	derived								legacy_derivation	derived	[]
1	PXD053289-Sample-1	label	comment[label]	label free sample	technical_agent				high	False	False		source_precedence:technical_agent	derived	"[{""cv_accession"": null, ""cv_name"": null, ""metadata"": {}, ""scope"": ""study"", ""source"": ""technical_agent"", ""value"": ""label-free""}]"
1	PXD053289-Sample-1	instrument	comment[instrument]	Orbitrap Eclipse	technical_agent				high	False	False		source_precedence:technical_agent	derived	"[{""cv_accession"": null, ""cv_name"": null, ""metadata"": {}, ""scope"": ""study"", ""source"": ""technical_agent"", ""value"": ""Orbitrap Eclipse""}]"
1	PXD053289-Sample-1	cleavage_agent	comment[cleavage agent details]	NT=Trypsin;AC=MS:1001251	derived								legacy_derivation	derived	[]
1	PXD053289-Sample-1	factor_value	factor value[experimental design]	enrichment method (SEC alone, SEC and Top 14 depletion), CA125 concentration	experimental_design_agent	Bottom-up proteomics analysis was performed on samples enriched using SEC alone and samples enriched using both SEC and Top 14 depletion	LLM_ONLY	0.5	high	False	False		source_precedence:experimental_design_agent	derived	"[{""cv_accession"": null, ""cv_name"": null, ""metadata"": {""source_field"": ""factor_value""}, ""scope"": ""study"", ""source"": ""experimental_design_agent"", ""value"": ""enrichment method (SEC alone, SEC and Top 14 depletion), CA125 concentration""}]"
1	PXD053289-Sample-1	modification	comment[modification parameters]	NT=iodoacetamide derivatized residue;AC=MOD:00397;MT=?	pride	iodoacetamide derivatized residue							normalized_source_union	derived	"[{""fraction_modified"": null, ""raw_stem"": null, ""scope"": ""study"", ""source"": ""pride"", ""source_path"": ""pride_metadata.project.identifiedPTMStrings[0]"", ""source_value"": ""iodoacetamide derivatized residue""}]"
