"paper_id","source","mode","agent","annotation_type","extracted_value","all_values_for_field","verdict","type_mismatch","correct_type","value_correct","value_complete","hallucination","technical_origin","inference","error_category","issue_summary","corrected_value"
"PXD060381","human_annotation","strict","Biological","cell_line","ASC52telo","ASC52telo","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value is a specific name of an immortalized cell line, which matches the field definition.
SOURCE CHECK: The paper explicitly states that ASC52telo cells were used to generate the MSC-derived extracellular vesicles (EVs) which were then ""analyzed by mass spectrometry"".
TRUTH CHECK: The value is factually correct as the source of the biological material (EVs) analyzed in the proteomics experiment.
COMPLETENESS CHECK: The full set contains the only cell line used to produce the MS samples described in the paper.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD060381","human_annotation","strict","Biological","cell_type","mesenchymal stem cells","mesenchymal stem cells","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value ""mesenchymal stem cells"" describes a cell lineage/type, which matches the field definition.
SOURCE CHECK: The paper states that ""EV proteomic contents were analyzed by mass spectrometry"" and that these EVs were derived from ""ASC52telo cells, an hTERT immortalized human adipose derived mesenchymal stem cell line"".
TRUTH CHECK: The value is factually correct as the MS analysis was performed on EVs derived from mesenchymal stem cells (MSCs).
COMPLETENESS CHECK: The full set of extracted values covers the biological source of the MS sample.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD060381","human_annotation","strict","Biological","disease","degenerative disc disease","","low","False","","False","False","False","False","","wrong_value","TYPE CHECK: The candidate value ""degenerative disc disease"" is a valid disease state/diagnosis.
SOURCE CHECK: The value is present in the text, but it refers to the human IVD cells used for the in vitro biological activity assays, not the material analyzed by mass spectrometry.
TRUTH CHECK: While the IVD cells came from patients with ""disc herniation or DDD"" (degenerative disc disease), these cells were not the sample analyzed by MS; the MS analysis was performed on EVs derived from the ASC52telo MSC line.
COMPLETENESS CHECK: The full set of extracted values is incorrect because it includes a disease state from an unrelated assay and a treatment condition (IL-1β).

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: no
VERDICT: low
CORRECTED_VALUE: NONE",""
"PXD060381","human_annotation","strict","Biological","disease","IL-1β pre-stimulation","","low","True","","False","False","True","False","","hallucinated","TYPE CHECK: The candidate value ""IL-1β pre-stimulation"" is an experimental treatment or condition, not a disease state or diagnosis.
SOURCE CHECK: This value refers to the treatment of human IVD cells in a functional assay, not to the biological material (EVs from MSCs) that was analyzed by mass spectrometry.
TRUTH CHECK: It is factually incorrect to categorize a stimulation/treatment as a disease.
COMPLETENESS CHECK: The full set of extracted values is incorrect as both ""degenerative disc disease"" and ""IL-1β pre-stimulation"" refer to the IVD cells used in validation assays, not the MS sample.
TYPE_CORRECT: no
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: yes
VERDICT: low
CORRECTED_VALUE: healthy","healthy"
"PXD060381","human_annotation","strict","Biological","species","9606 (Homo sapiens)","9606 (Homo sapiens)","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value is a species identifier and name, which matches the field definition.
SOURCE CHECK: The paper explicitly mentions ""human MSC line"" and the use of the ""human UniProt database"" (UP000005640_9606) for the MS analysis.
TRUTH CHECK: The value ""9606 (Homo sapiens)"" is factually correct as 9606 is the NCBI taxon ID for humans.
COMPLETENESS CHECK: The full set contains the only species used for the MS samples.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD060381","human_annotation","strict","ExperimentalDesign","replicates","3","3","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value is a numeric count, which is the correct category for the replicates field.
SOURCE CHECK: The paper explicitly states ""n = 3"" for the EV pellets used in the mass spectrometric analysis (""EV pellets from WT, NTC and TSG-6 MSCs were collected as described above and resuspended in 100 µl PBS (n = 3)"").
TRUTH CHECK: The value ""3"" is factually correct based on the provided text.
COMPLETENESS CHECK: The full set of extracted values contains the single correct number of biological replicates for the MS experiment.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD060381","human_annotation","strict","Other","collision_energy","25%","25%","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value is a percentage, which is a correct format for collision energy.
SOURCE CHECK: The value is explicitly stated in the ""Mass Spectrometric Analysis of EVs"" section: ""HCD collision energy was maintained at 25%"".
TRUTH CHECK: The value matches the text exactly.
COMPLETENESS CHECK: The full set contains the only collision energy value mentioned in the paper.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD060381","human_annotation","strict","Other","material_type","cell line","cell line | extracellular vesicles","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value ""cell line"" is a valid category for the material_type field.
SOURCE CHECK: The MS experiment analyzed extracellular vesicles (EVs) derived from the ASC52telo cell line.
TRUTH CHECK: While the MS analysis was performed on the EVs, the source material for those EVs is the ASC52telo immortalized human MSC cell line. However, the actual material processed by the MS was the EV pellet.
COMPLETENESS CHECK: The full set of extracted values includes both the source (cell line) and the specific material analyzed (extracellular vesicles).

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD060381","human_annotation","strict","Other","material_type","extracellular vesicles","cell line | extracellular vesicles","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value ""extracellular vesicles"" describes the biological material analyzed, which fits the broad category of material type (similar to ""biofluid"" or ""cell line"").
SOURCE CHECK: The paper explicitly states ""EV proteomic contents were analyzed by mass spectrometry"" and describes the collection of EVs from MSCs for MS analysis.
TRUTH CHECK: The value is factually correct as the mass spectrometry was performed on the proteins within the extracellular vesicles.
COMPLETENESS CHECK: The full set of extracted values includes ""cell line"", ""extracellular vesicles"", and ""MSC-derived extracellular vesicles"". While ""cell line"" refers to the source of the EVs, the actual material processed for MS was the EVs themselves. The set is exhaustive.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD060381","human_annotation","strict","Other","material_type","MSC-derived extracellular vesicles","cell line | extracellular vesicles","low","True","","False","True","False","False","","type_mismatch","TYPE CHECK: The candidate value describes the specific biological entity analyzed, but the field definition requires a ""Broad material class"" (e.g., ""biofluid"", ""cell line"").
SOURCE CHECK: The value is present in the text; the MS experiment specifically analyzed the proteome content of MSC-derived EVs.
TRUTH CHECK: It is factually correct that MSC-derived EVs were analyzed, but it is a specific entity rather than a broad category.
COMPLETENESS CHECK: The full set includes ""cell line"" and ""extracellular vesicles"", which together cover the source and the material. However, ""MSC-derived extracellular vesicles"" is a specific description, not a category.

TYPE_CORRECT: no
CORRECT_TYPE_NAME: material_type
VALUE_CORRECT: no
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: low
CORRECTED_VALUE: biofluid","biofluid"
