"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD011241","","strict","Biological","cell_line","cell_line","H1299","True"
"PXD011241","","strict","Biological","cell_type","cell_type","epithelial cell","True"
"PXD011241","","strict","Biological","disease","disease","non-small cell lung carcinoma, pancreatic adenocarcinomas, breast cancer","True"
"PXD011241","","strict","Biological","organ","organ","lung","True"
"PXD011241","","strict","Biological","species","species","Homo sapiens, Mus musculus","True"
"PXD011241","","strict","ExperimentalDesign","factor_value","factor_value","p53 status (p53R273H, p53−/−) | non-small cell lung carcinoma, pancreatic adenocarcinomas, breast cancer","True"
"PXD011241","","strict","ExperimentalDesign","fractions","fractions","1","True"
"PXD011241","","strict","ExperimentalDesign","replicates","replicates","2","True"
"PXD011241","","strict","ExperimentalDesign","technical_replicates","technical_replicates","2","True"
"PXD011241","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD011241","","strict","Technical","alkylation_reagent","alkylation_reagent","iodoacetamide","True"
"PXD011241","","strict","Technical","cleavage_agent","cleavage_agent","Lys-C","True"
"PXD011241","","strict","Technical","fragment_mass_tolerance","fragment_mass_tolerance","13 ppm","True"
"PXD011241","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD011241","","strict","Technical","instrument","instrument","Orbitrap Elite","True"
"PXD011241","","strict","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD011241","","strict","Technical","modification","modification","Carbamidomethyl (C) | Deamidation (NQ) | 4,4,5,5-D4 Lysine (A) | not applicable","True"
"PXD011241","","strict","Technical","precursor_mass_tolerance","precursor_mass_tolerance","6 ppm","True"
"PXD011241","","strict","Technical","reduction_reagent","reduction_reagent","dithiothreitol","True"
