pxd	data_file	category	field	assessed_value	gold_value	normalized_assessed_value	normalized_gold_value	status	match_method	similarity
PXD004987	OEI15202.raw	Biological	characteristics[cell type]	dopaminergic neurons		dopaminergic neurons		assessed_only	unmatched	0.000000
PXD004987	OEI15202.raw	Biological	characteristics[disease]	normal	normal	normal	normal	matched	exact_normalized	1.000000
PXD004987	OEI15202.raw	Biological	characteristics[organism part]	substantia nigra		substantia nigra		assessed_only	unmatched	0.000000
PXD004987	OEI15202.raw	Biological	characteristics[organism part]		NT=Brain; AC=BTO:0000142		cv:bto:0000142	gold_only	unmatched	0.000000
PXD004987	OEI15202.raw	Biological	characteristics[organism]	homo sapiens	Homo sapiens	homo sapiens	homo sapiens	matched	exact_normalized	1.000000
PXD004987	OEI15202.raw	Technical	comment[cleavage agent details]		NT=Trypsin;AC=MS:1001251		cv:ms:1001251	gold_only	unmatched	0.000000
PXD004987	OEI15202.raw	Technical	comment[dissociation method]	NT=collision-induced dissociation;AC=MS:1000133		cv:ms:1000133		assessed_only	unmatched	0.000000
PXD004987	OEI15202.raw	Technical	comment[fragment mass tolerance]	-0.515463 ppm		-0.515463 ppm		assessed_only	unmatched	0.000000
PXD004987	OEI15202.raw	Technical	comment[fragment mass tolerance]		0.4 Da		0.4 da	gold_only	unmatched	0.000000
PXD004987	OEI15202.raw	Technical	comment[instrument]	Orbitrap Elite	NT=LTQ Orbitrap Elite;AC=MS:1001910	orbitrap elite	cv:ms:1001910	matched	fuzzy	0.875000
PXD004987	OEI15202.raw	Technical	comment[label]		NT=label free sample;AC=MS:1002038		cv:ms:1002038	gold_only	unmatched	0.000000
PXD004987	OEI15202.raw	Technical	comment[ms2 mass analyzer]	orbitrap		orbitrap		assessed_only	unmatched	0.000000
PXD004987	OEI15202.raw	Technical	comment[precursor mass tolerance]	8 ppm	5 ppm	8 ppm	5 ppm	matched	fuzzy	0.800000
PXD004987	OEI15202.raw	Technical	comment[proteomics data acquisition method]	data-dependent acquisition		data-dependent acquisition		assessed_only	unmatched	0.000000
PXD004987	OEI15202.raw	Technical	technology type	proteomic profiling by mass spectrometry		proteomic profiling by mass spectrometry		assessed_only	unmatched	0.000000
PXD004987	OEI15202.raw	ExperimentalDesign	characteristics[biological replicate]	5		5		assessed_only	unmatched	0.000000
PXD004987	OEI15202.raw	ExperimentalDesign	comment[fraction identifier]	1	1	1	1	matched	exact_normalized	1.000000
PXD004987	OEI15202.raw	ExperimentalDesign	comment[technical replicate]	1		1		assessed_only	unmatched	0.000000
PXD004987	OEI15202.raw	ExperimentalDesign	factor value[disease]	normal		normal		assessed_only	unmatched	0.000000
PXD004987	OEI15202.raw	ExperimentalDesign	factor value[experimental design]	sample type (NM granules, control)		sample type nm granules control		assessed_only	unmatched	0.000000
PXD004987	OEI15208.raw	Biological	characteristics[cell type]	dopaminergic neurons		dopaminergic neurons		assessed_only	unmatched	0.000000
PXD004987	OEI15208.raw	Biological	characteristics[disease]	normal	normal	normal	normal	matched	exact_normalized	1.000000
PXD004987	OEI15208.raw	Biological	characteristics[organism part]	substantia nigra		substantia nigra		assessed_only	unmatched	0.000000
PXD004987	OEI15208.raw	Biological	characteristics[organism part]		NT=Brain; AC=BTO:0000142		cv:bto:0000142	gold_only	unmatched	0.000000
PXD004987	OEI15208.raw	Biological	characteristics[organism]	homo sapiens	Homo sapiens	homo sapiens	homo sapiens	matched	exact_normalized	1.000000
PXD004987	OEI15208.raw	Technical	comment[cleavage agent details]		NT=Trypsin;AC=MS:1001251		cv:ms:1001251	gold_only	unmatched	0.000000
PXD004987	OEI15208.raw	Technical	comment[dissociation method]	NT=collision-induced dissociation;AC=MS:1000133		cv:ms:1000133		assessed_only	unmatched	0.000000
PXD004987	OEI15208.raw	Technical	comment[fragment mass tolerance]	-0.515463 ppm		-0.515463 ppm		assessed_only	unmatched	0.000000
PXD004987	OEI15208.raw	Technical	comment[fragment mass tolerance]		0.4 Da		0.4 da	gold_only	unmatched	0.000000
PXD004987	OEI15208.raw	Technical	comment[instrument]	Orbitrap Elite	NT=LTQ Orbitrap Elite;AC=MS:1001910	orbitrap elite	cv:ms:1001910	matched	fuzzy	0.875000
PXD004987	OEI15208.raw	Technical	comment[label]		NT=label free sample;AC=MS:1002038		cv:ms:1002038	gold_only	unmatched	0.000000
PXD004987	OEI15208.raw	Technical	comment[ms2 mass analyzer]	orbitrap		orbitrap		assessed_only	unmatched	0.000000
PXD004987	OEI15208.raw	Technical	comment[precursor mass tolerance]	8 ppm	5 ppm	8 ppm	5 ppm	matched	fuzzy	0.800000
PXD004987	OEI15208.raw	Technical	comment[proteomics data acquisition method]	data-dependent acquisition		data-dependent acquisition		assessed_only	unmatched	0.000000
PXD004987	OEI15208.raw	Technical	technology type	proteomic profiling by mass spectrometry		proteomic profiling by mass spectrometry		assessed_only	unmatched	0.000000
