"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD008108","","strict","Biological","cell_line","cell_line","HEK293","True"
"PXD008108","","strict","Biological","cell_type","cell_type","embryonic fibroblasts","True"
"PXD008108","","strict","Biological","disease","disease","disease free","True"
"PXD008108","","strict","Biological","organ","organ","embryonic fibroblasts","True"
"PXD008108","","strict","Biological","species","species","Mus musculus","True"
"PXD008108","","strict","ExperimentalDesign","factor_value","factor_value","siRNA treatment (Nudt21, control) | disease free","True"
"PXD008108","","strict","ExperimentalDesign","fractions","fractions","96","True"
"PXD008108","","strict","ExperimentalDesign","replicates","replicates","6","True"
"PXD008108","","strict","ExperimentalDesign","technical_replicates","technical_replicates","1","True"
"PXD008108","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD008108","","strict","Technical","cleavage_agent","cleavage_agent","Trypsin","True"
"PXD008108","","strict","Technical","fragment_mass_tolerance","fragment_mass_tolerance","0.9 Da","True"
"PXD008108","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD008108","","strict","Technical","instrument","instrument","Orbitrap Fusion","True"
"PXD008108","","strict","Technical","label","label","TMT126 | TMT127 | TMT128 | TMT129 | TMT130 | TMT131","True"
"PXD008108","","strict","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD008108","","strict","Technical","modification","modification","Oxidation (M) | Deamidation (NQ) | Cysteine mercaptoethanol (C)","True"
"PXD008108","","strict","Technical","precursor_mass_tolerance","precursor_mass_tolerance","20 ppm","True"
