field	category	assessed_entities	gold_entities	matched_entities	macro_precision	macro_recall	macro_f1
characteristics[age]	Biological	252	252	0	0.0	0.0	0.0
characteristics[disease]	Biological	252	252	0	0.0	0.0	0.0
characteristics[organism part]	Biological	252	504	252	1.0	0.5	0.666667
characteristics[organism]	Biological	252	252	252	1.0	1.0	1.0
characteristics[sex]	Biological	252	252	252	1.0	1.0	1.0
characteristics[biological replicate]	ExperimentalDesign	252	252	0	0.0	0.0	0.0
comment[fraction identifier]	ExperimentalDesign	252	252	21	0.08333333333333333	0.08333333333333333	0.08333333333333333
comment[technical replicate]	ExperimentalDesign	252	252	252	1.0	1.0	1.0
factor value[disease]	ExperimentalDesign	252	0	0	0.0	0.0	0.0
factor value[experimental design]	ExperimentalDesign	252	0	0	0.0	0.0	0.0
comment[alkylation reagent]	Technical	252	0	0	0.0	0.0	0.0
comment[cleavage agent details]	Technical	252	252	0	0.0	0.0	0.0
comment[dissociation method]	Technical	252	0	0	0.0	0.0	0.0
comment[fragment mass tolerance]	Technical	252	0	0	0.0	0.0	0.0
comment[instrument]	Technical	252	252	252	1.0	1.0	1.0
comment[label]	Technical	252	252	252	1.0	1.0	1.0
comment[modification parameters]	Technical	504	1260	504	1.0	0.4	0.571429
comment[ms2 mass analyzer]	Technical	252	0	0	0.0	0.0	0.0
comment[precursor mass tolerance]	Technical	252	0	0	0.0	0.0	0.0
comment[proteomics data acquisition method]	Technical	252	0	0	0.0	0.0	0.0
comment[reduction reagent]	Technical	252	0	0	0.0	0.0	0.0
technology type	Technical	252	0	0	0.0	0.0	0.0
