"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD011986","","strict","Biological","cell_type","cell_type","erythrocytes","True"
"PXD011986","","strict","Biological","disease","disease","infected","True"
"PXD011986","","strict","Biological","organ","organ","erythrocytes","True"
"PXD011986","","strict","Biological","sex","sex","male","True"
"PXD011986","","strict","Biological","species","species","Mus musculus, Plasmodium berghei","True"
"PXD011986","","strict","ExperimentalDesign","factor_value","factor_value","genotype (wild-type, PbpTKL-AID-HA) | infected","True"
"PXD011986","","strict","ExperimentalDesign","fractions","fractions","1","True"
"PXD011986","","strict","ExperimentalDesign","replicates","replicates","6","True"
"PXD011986","","strict","ExperimentalDesign","technical_replicates","technical_replicates","1","True"
"PXD011986","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD011986","","strict","Technical","fragment_mass_tolerance","fragment_mass_tolerance","11 ppm","True"
"PXD011986","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD011986","","strict","Technical","instrument","instrument","Q Exactive Plus","True"
"PXD011986","","strict","Technical","label","label","label free","True"
"PXD011986","","strict","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD011986","","strict","Technical","modification","modification","Oxidation (M) | Deamidation (NQ) | Carbamidomethyl (C) | not applicable","True"
"PXD011986","","strict","Technical","precursor_mass_tolerance","precursor_mass_tolerance","6.9 ppm","True"
