"paper_id","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD002395","BiologicalAgent","species","species","Homo sapiens","True"
"PXD002395","BiologicalAgent","tissue","organ","lung","True"
"PXD002395","BiologicalAgent","cell_type","cell_type","cancer cells","True"
"PXD002395","BiologicalAgent","disease_state","disease","lung carcinoma","True"
"PXD002395","BiologicalAgent","sample_source","material_type","cell lines","True"
"PXD002395","BiologicalAgent","age","age","","False"
"PXD002395","BiologicalAgent","anatomic_site_tumor","anatomic_site_tumor","","False"
"PXD002395","BiologicalAgent","BMI","BMI","","False"
"PXD002395","BiologicalAgent","cell_line","cell_line","A549","True"
"PXD002395","BiologicalAgent","sex","sex","male","True"
"PXD002395","BiologicalAgent","strain","strain","","False"
"PXD002395","BiologicalAgent","material_type","material_type","cell lines","True"
"PXD002395","BiologicalAgent","developmental_stage","developmental_stage","","False"
"PXD002395","TechnicalAgent","acquisition_method","acquisition_method","","False"
"PXD002395","TechnicalAgent","alkylation_reagent","alkylation_reagent","","False"
"PXD002395","TechnicalAgent","alkylation_concentration","alkylation_concentration","","False"
"PXD002395","TechnicalAgent","cleavage_agent","cleavage_agent","","False"
"PXD002395","TechnicalAgent","collision_energy","collision_energy","","False"
"PXD002395","TechnicalAgent","enrichment_method","enrichment_method","","False"
"PXD002395","TechnicalAgent","fractionation_method","fractionation","","False"
"PXD002395","TechnicalAgent","fragmentation_method","fragmentation","","False"
"PXD002395","TechnicalAgent","instrument","instrument","LTQ Orbitrap Velos","True"
"PXD002395","TechnicalAgent","ionization_type","ionization_type","","False"
"PXD002395","TechnicalAgent","labeling","label","label-free","True"
"PXD002395","TechnicalAgent","reduction_reagent","reduction_reagent","","False"
"PXD002395","TechnicalAgent","reduction_concentration","reduction_concentration","","False"
"PXD002395","ExperimentalDesignAgent","biological_replicate","replicates","3 separate cell pellets per cell line | 33","True"
"PXD002395","ExperimentalDesignAgent","technical_replicate","technical_replicates","","False"
"PXD002395","ExperimentalDesignAgent","experimental_design","experimental_design","Comparative proteomic analysis of 11 human cell lines","True"
"PXD002395","ExperimentalDesignAgent","factor_value","factor_value","cell line (A549, GAMG, HeLa, HepG2, Jurkat, K562, LnCap, MCF7, RKO, U2OS, HEK293)","True"
"PXD002395","ExperimentalDesignAgent","number_of_fractions","fractions","6","True"
"PXD002395","ExperimentalDesignAgent","number_of_technical_replicates","technical_replicates","","False"
"PXD002395","ExperimentalDesignAgent","number_of_biological_replicates","replicates","3 separate cell pellets per cell line | 33","True"
"PXD002395","ExperimentalDesignAgent","number_of_samples","number_of_samples","198","True"
