sdrf row	source name	logical field	sdrf header	selected value	selected source	evidence	agent status	agent confidence	judge verdict	judge hallucination	judge type mismatch	judge corrected value	resolution rule	assessment state
1	PXD039226-Sample-1	source_name	source name	PXD039226-Sample-1	derived								legacy_derivation	derived
1	PXD039226-Sample-1	organism	characteristics[organism]	Mus musculus	biological_agent	Adult heterozygous mice carrying the Actn2 p.Met228Thr variant were phenotyped by echocardiography.	AGREE	0.9893052577972412	high	False	False		source_precedence:biological_agent	derived
1	PXD039226-Sample-1	organism_part	characteristics[organism part]	ventricle	biological_agent	Wildtype and homozygous (n = 6 per group) ventricular samples, previously collected from embryos at E15.5, were prepared and labelled using solutions provided in EasyPepTM mini MS sample prep kit	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived
1	PXD039226-Sample-1	disease	characteristics[disease]	normal, homozygous actn2 p.met228thr	biological_agent	Wildtype and homozygous (n = 6 per group) ventricular samples, previously collected from embryos at E15.5, were prepared and labelled using solutions provided in EasyPepTM mini MS sample prep kit	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived
1	PXD039226-Sample-1	age	characteristics[age]	E15.5, 3 months, >34 weeks	biological_agent	Wildtype and homozygous (n = 6 per group) ventricular samples, previously collected from embryos at E15.5, were prepared and labelled using solutions provided in EasyPepTM mini MS sample prep kit	LLM_ONLY	0.5	medium	False	False	E15.5, 3 months, >34 weeks	source_precedence:biological_agent	derived
1	PXD039226-Sample-1	assay_name	assay name	run 1	derived								legacy_derivation	derived
1	PXD039226-Sample-1	technology_type	technology type	proteomic profiling by mass spectrometry	derived								legacy_derivation	derived
1	PXD039226-Sample-1	acquisition	comment[proteomics data acquisition method]	NT=data-dependent acquisition;AC=PRIDE:0000627	runassessor								source_precedence:runassessor	derived
1	PXD039226-Sample-1	instrument	comment[instrument]	NT=Q Exactive HF;AC=MS:1002523	runassessor								source_precedence:runassessor	derived
1	PXD039226-Sample-1	dissociation	comment[dissociation method]	NT=beam-type collision-induced dissociation;AC=MS:1000422	runassessor								source_precedence:runassessor	derived
1	PXD039226-Sample-1	modification	comment[modification parameters]	NT=TMT6plex;AC=UNIMOD:730;MT=Fixed;TA=K	derived								legacy_derivation	derived
1	PXD039226-Sample-1	modification	comment[modification parameters]	NT=TMTpro 16plex Tandem Mass Tag;AC=UNIMOD:2016;MT=Variable;TA=H	derived								legacy_derivation	derived
1	PXD039226-Sample-1	precursor_tolerance	comment[precursor mass tolerance]	6 ppm	derived								legacy_derivation	derived
1	PXD039226-Sample-1	fragment_tolerance	comment[fragment mass tolerance]	6 ppm	derived								legacy_derivation	derived
1	PXD039226-Sample-1	ms2_analyzer	comment[ms2 mass analyzer]	orbitrap	derived								legacy_derivation	derived
1	PXD039226-Sample-1	data_file	comment[data file]	2022-07-29_SBS_TMTpro16_raw.raw	derived								legacy_derivation	derived
1	PXD039226-Sample-1	sdrf_version	comment[sdrf version]	v1.1.0	derived								legacy_derivation	derived
1	PXD039226-Sample-1	annotation_tool	comment[sdrf annotation tool]	HAMLET-agentic v2.1.0	derived								legacy_derivation	derived
1	PXD039226-Sample-1	factor_disease	factor value[disease]	normal, homozygous actn2 p.met228thr	derived								legacy_derivation	derived
