"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD000652","","strict","Biological","disease","disease","normal","True"
"PXD000652","","strict","Biological","organ","organ","cerebrospinal fluid, plasma","True"
"PXD000652","","strict","Biological","species","species","Homo sapiens","True"
"PXD000652","","strict","ExperimentalDesign","factor_value","factor_value","condition (neurologically healthy), body fluid (CSF vs plasma) | normal","True"
"PXD000652","","strict","ExperimentalDesign","fractions","fractions","179","True"
"PXD000652","","strict","ExperimentalDesign","replicates","replicates","1","True"
"PXD000652","","strict","ExperimentalDesign","technical_replicates","technical_replicates","1","True"
"PXD000652","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD000652","","strict","Technical","fragment_mass_tolerance","fragment_mass_tolerance","-0.530111 ppm","True"
"PXD000652","","strict","Technical","fragmentation","fragmentation","collision-induced dissociation","True"
"PXD000652","","strict","Technical","instrument","instrument","Orbitrap Velos Pro","True"
"PXD000652","","strict","Technical","label","label","label free","True"
"PXD000652","","strict","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD000652","","strict","Technical","precursor_mass_tolerance","precursor_mass_tolerance","5697.4 ppm","True"
