"paper_id","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD014557","Biological","cell_type","cell_type","glial cells, inhibitory MOPP cells, neurons","True"
"PXD014557","Biological","disease","disease","alzheimer disease, healthy","True"
"PXD014557","Biological","organ","organ","brain","True"
"PXD014557","Biological","species","species","homo sapiens","True"
"PXD014557","ExperimentalDesign","factor_value","factor_value","disease status (AD, control) | alzheimer disease, healthy","True"
"PXD014557","ExperimentalDesign","fractions","fractions","72","True"
"PXD014557","ExperimentalDesign","replicates","replicates","10","True"
"PXD014557","ExperimentalDesign","technical_replicates","technical_replicates","1","True"
"PXD014557","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD014557","Technical","fragment_mass_tolerance","fragment_mass_tolerance","8 ppm","True"
"PXD014557","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD014557","Technical","instrument","instrument","Q Exactive","True"
"PXD014557","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD014557","Technical","precursor_mass_tolerance","precursor_mass_tolerance","6 ppm","True"
