pxd	data_file	category	assessed_entities	gold_entities	matched_entities	assessed_only_entities	gold_only_entities	precision	recall	f1
PXD002086	TCGA-AA-A02O-01A-23_W_VU_20130207_A0218_10A_R_FR08.raw	Biological	3	4	1	2	3	0.333333	0.250000	0.285714
PXD002086	TCGA-AA-A02O-01A-23_W_VU_20130207_A0218_10A_R_FR08.raw	Technical	11	6	5	6	1	0.454545	0.833333	0.588235
PXD002086	TCGA-AA-A02O-01A-23_W_VU_20130207_A0218_10A_R_FR08.raw	ExperimentalDesign	5	1	0	5	1	0.000000	0.000000	0.000000
PXD002086	TCGA-AA-A02O-01A-23_W_VU_20130208_A0218_10A_R_FR09.raw	Biological	3	4	1	2	3	0.333333	0.250000	0.285714
PXD002086	TCGA-AA-A02O-01A-23_W_VU_20130208_A0218_10A_R_FR09.raw	Technical	11	6	5	6	1	0.454545	0.833333	0.588235
PXD002086	TCGA-AA-A02O-01A-23_W_VU_20130208_A0218_10A_R_FR09.raw	ExperimentalDesign	5	1	0	5	1	0.000000	0.000000	0.000000
PXD002086	TCGA-AA-A02O-01A-23_W_VU_20130208_A0218_10A_R_FR10.raw	Biological	3	4	1	2	3	0.333333	0.250000	0.285714
PXD002086	TCGA-AA-A02O-01A-23_W_VU_20130208_A0218_10A_R_FR10.raw	Technical	11	6	5	6	1	0.454545	0.833333	0.588235
PXD002086	TCGA-AA-A02O-01A-23_W_VU_20130208_A0218_10A_R_FR10.raw	ExperimentalDesign	5	1	0	5	1	0.000000	0.000000	0.000000
PXD002086	TCGA-AA-A02R-01A-23_W_VU_20121104_A0218_5H_R_FR01.raw	Biological	3	4	1	2	3	0.333333	0.250000	0.285714
PXD002086	TCGA-AA-A02R-01A-23_W_VU_20121104_A0218_5H_R_FR01.raw	Technical	11	6	5	6	1	0.454545	0.833333	0.588235
PXD002086	TCGA-AA-A02R-01A-23_W_VU_20121104_A0218_5H_R_FR01.raw	ExperimentalDesign	5	1	0	5	1	0.000000	0.000000	0.000000
PXD002086	TCGA-AA-A02R-01A-23_W_VU_20121104_A0218_5H_R_FR02.raw	Biological	3	4	1	2	3	0.333333	0.250000	0.285714
PXD002086	TCGA-AA-A02R-01A-23_W_VU_20121104_A0218_5H_R_FR02.raw	Technical	11	6	5	6	1	0.454545	0.833333	0.588235
PXD002086	TCGA-AA-A02R-01A-23_W_VU_20121104_A0218_5H_R_FR02.raw	ExperimentalDesign	5	1	0	5	1	0.000000	0.000000	0.000000
