field	category	assessed_entities	gold_entities	matched_entities	macro_precision	macro_recall	macro_f1
characteristics[age]	Biological	0	378	0	0.0	0.0	0.0
characteristics[disease]	Biological	378	378	0	0.0	0.0	0.0
characteristics[organism part]	Biological	378	378	0	0.0	0.0	0.0
characteristics[organism]	Biological	378	378	378	1.0	1.0	1.0
characteristics[sex]	Biological	0	378	0	0.0	0.0	0.0
characteristics[biological replicate]	ExperimentalDesign	378	378	0	0.0	0.0	0.0
comment[fraction identifier]	ExperimentalDesign	378	378	1	0.0026455026455026454	0.0026455026455026454	0.0026455026455026454
comment[technical replicate]	ExperimentalDesign	378	378	378	1.0	1.0	1.0
factor value[disease]	ExperimentalDesign	378	378	0	0.0	0.0	0.0
factor value[experimental design]	ExperimentalDesign	378	0	0	0.0	0.0	0.0
comment[cleavage agent details]	Technical	378	378	378	1.0	1.0	1.0
comment[dissociation method]	Technical	378	0	0	0.0	0.0	0.0
comment[fragment mass tolerance]	Technical	378	378	378	1.0	1.0	1.0
comment[instrument]	Technical	378	378	0	0.0	0.0	0.0
comment[label]	Technical	378	378	378	1.0	1.0	1.0
comment[modification parameters]	Technical	0	378	0	0.0	0.0	0.0
comment[ms2 mass analyzer]	Technical	378	0	0	0.0	0.0	0.0
comment[precursor mass tolerance]	Technical	378	378	378	1.0	1.0	1.0
comment[proteomics data acquisition method]	Technical	378	0	0	0.0	0.0	0.0
technology type	Technical	378	0	0	0.0	0.0	0.0
