sdrf row	source name	logical field	sdrf header	selected value	selected source	evidence	agent status	agent confidence	judge verdict	judge hallucination	judge type mismatch	judge corrected value	resolution rule	assessment state
1	PXD044788-Sample-1	source_name	source name	PXD044788-Sample-1	derived								legacy_derivation	derived
1	PXD044788-Sample-1	organism	characteristics[organism]	Saccharomycopsis capsularis, Saccharomycopsis fermentans	biological_agent	We therefore conducted proteome analysis by tandem mass spectrometry of cultures of two species, S. capsularis and S. fermentans, grown in sporulation conditions.	DISAGREE_TOOL_OUTVOTED	0.85	medium	False	False	Saccharomycopsis capsularis, Saccharomycopsis fermentans	source_precedence:biological_agent	derived
1	PXD044788-Sample-1	biological_replicate	characteristics[biological replicate]	4	experimental_design_agent	two species, S. capsularis and S. fermentans... in both sporulating and vegetative cultures	LLM_ONLY	0.5					source_precedence:experimental_design_agent	derived
1	PXD044788-Sample-1	assay_name	assay name	run 1	derived								legacy_derivation	derived
1	PXD044788-Sample-1	technology_type	technology type	proteomic profiling by mass spectrometry	derived								legacy_derivation	derived
1	PXD044788-Sample-1	acquisition	comment[proteomics data acquisition method]	NT=data-dependent acquisition;AC=PRIDE:0000627	runassessor								source_precedence:runassessor	derived
1	PXD044788-Sample-1	label	comment[label]	label free sample	technical_agent				high	False	False		source_precedence:technical_agent	derived
1	PXD044788-Sample-1	instrument	comment[instrument]	NT=Q Exactive;AC=MS:1001911	runassessor								source_precedence:runassessor	derived
1	PXD044788-Sample-1	cleavage_agent	comment[cleavage agent details]	NT=Lys-C;AC=MS:1001309	derived								legacy_derivation	derived
1	PXD044788-Sample-1	fraction_identifier	comment[fraction identifier]	1	experimental_design_agent	no sample-linked fractionation is described	LLM_ONLY	0.5	high	False	False		source_precedence:experimental_design_agent	derived
1	PXD044788-Sample-1	technical_replicate	comment[technical replicate]	1	derived								fallback	not_assessed
1	PXD044788-Sample-1	dissociation	comment[dissociation method]	NT=beam-type collision-induced dissociation;AC=MS:1000422	runassessor								source_precedence:runassessor	derived
