source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD004682-Sample-1	homo sapiens	lung	lung squamous cell carcinoma	8	not available	not available	run 1	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (lung squamous cell carcinoma, adjacent tissue); analysis method (DDA, DIA, LF, TMT 6-plex)	6 ppm	11 ppm	orbitrap	20150912_Haura-Pilot_N0294_bRPLC01-1.raw	v1.1.0	HAMLET-agentic v0.1.0	lung squamous cell carcinoma
PXD004682-Sample-2	homo sapiens	lung	lung squamous cell carcinoma	8	not available	not available	run 2	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (lung squamous cell carcinoma, adjacent tissue); analysis method (DDA, DIA, LF, TMT 6-plex)	6 ppm	11 ppm	orbitrap	20150912_Haura-Pilot_N0294_bRPLC07-2.raw	v1.1.0	HAMLET-agentic v0.1.0	lung squamous cell carcinoma
PXD004682-Sample-3	homo sapiens	lung	lung squamous cell carcinoma	8	not available	not available	run 3	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (lung squamous cell carcinoma, adjacent tissue); analysis method (DDA, DIA, LF, TMT 6-plex)	6 ppm	11 ppm	orbitrap	20150912_Haura-Pilot_N0294_bRPLC08-2.raw	v1.1.0	HAMLET-agentic v0.1.0	lung squamous cell carcinoma
PXD004682-Sample-4	homo sapiens	lung	lung squamous cell carcinoma	8	not available	not available	run 4	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (lung squamous cell carcinoma, adjacent tissue); analysis method (DDA, DIA, LF, TMT 6-plex)	6 ppm	11 ppm	orbitrap	20150912_Haura-Pilot_N0295_bRPLC01-1.raw	v1.1.0	HAMLET-agentic v0.1.0	lung squamous cell carcinoma
PXD004682-Sample-5	homo sapiens	lung	lung squamous cell carcinoma	8	not available	not available	run 5	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (lung squamous cell carcinoma, adjacent tissue); analysis method (DDA, DIA, LF, TMT 6-plex)	6 ppm	11 ppm	orbitrap	20150912_Haura-Pilot_N0295_bRPLC03-2.raw	v1.1.0	HAMLET-agentic v0.1.0	lung squamous cell carcinoma
PXD004682-Sample-6	homo sapiens	lung	lung squamous cell carcinoma	8	not available	not available	run 6	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (lung squamous cell carcinoma, adjacent tissue); analysis method (DDA, DIA, LF, TMT 6-plex)	6 ppm	11 ppm	orbitrap	20150912_Haura-Pilot_N0295_bRPLC07-1.raw	v1.1.0	HAMLET-agentic v0.1.0	lung squamous cell carcinoma
PXD004682-Sample-7	homo sapiens	lung	lung squamous cell carcinoma	8	not available	not available	run 7	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (lung squamous cell carcinoma, adjacent tissue); analysis method (DDA, DIA, LF, TMT 6-plex)	6 ppm	11 ppm	orbitrap	20150912_Haura-Pilot_N0295_bRPLC09-1.raw	v1.1.0	HAMLET-agentic v0.1.0	lung squamous cell carcinoma
PXD004682-Sample-8	homo sapiens	lung	lung squamous cell carcinoma	8	not available	not available	run 8	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (lung squamous cell carcinoma, adjacent tissue); analysis method (DDA, DIA, LF, TMT 6-plex)	6 ppm	11 ppm	orbitrap	20150912_Haura-Pilot_N0296_bRPLC01-1.raw	v1.1.0	HAMLET-agentic v0.1.0	lung squamous cell carcinoma
PXD004682-Sample-9	homo sapiens	lung	lung squamous cell carcinoma	8	not available	not available	run 9	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (lung squamous cell carcinoma, adjacent tissue); analysis method (DDA, DIA, LF, TMT 6-plex)	6 ppm	11 ppm	orbitrap	20150912_Haura-Pilot_N0296_bRPLC04-2.raw	v1.1.0	HAMLET-agentic v0.1.0	lung squamous cell carcinoma
PXD004682-Sample-10	homo sapiens	lung	lung squamous cell carcinoma	8	not available	not available	run 10	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (lung squamous cell carcinoma, adjacent tissue); analysis method (DDA, DIA, LF, TMT 6-plex)	6 ppm	11 ppm	orbitrap	20150912_Haura-Pilot_N0296_bRPLC10-1.raw	v1.1.0	HAMLET-agentic v0.1.0	lung squamous cell carcinoma
PXD004682-Sample-11	homo sapiens	lung	lung squamous cell carcinoma	8	not available	not available	run 11	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (lung squamous cell carcinoma, adjacent tissue); analysis method (DDA, DIA, LF, TMT 6-plex)	6 ppm	11 ppm	orbitrap	20150912_Haura-Pilot_N0296_bRPLC10-2.raw	v1.1.0	HAMLET-agentic v0.1.0	lung squamous cell carcinoma
PXD004682-Sample-12	homo sapiens	lung	lung squamous cell carcinoma	8	not available	not available	run 12	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (lung squamous cell carcinoma, adjacent tissue); analysis method (DDA, DIA, LF, TMT 6-plex)	6 ppm	11 ppm	orbitrap	20150912_Haura-Pilot_N0296_bRPLC11-1.raw	v1.1.0	HAMLET-agentic v0.1.0	lung squamous cell carcinoma
PXD004682-Sample-13	homo sapiens	lung	lung squamous cell carcinoma	8	not available	not available	run 13	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (lung squamous cell carcinoma, adjacent tissue); analysis method (DDA, DIA, LF, TMT 6-plex)	6 ppm	11 ppm	orbitrap	20150912_Haura-Pilot_N0299_bRPLC03-2.raw	v1.1.0	HAMLET-agentic v0.1.0	lung squamous cell carcinoma
PXD004682-Sample-14	homo sapiens	lung	lung squamous cell carcinoma	8	not available	not available	run 14	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (lung squamous cell carcinoma, adjacent tissue); analysis method (DDA, DIA, LF, TMT 6-plex)	6 ppm	11 ppm	orbitrap	20150912_Haura-Pilot_N0299_bRPLC09-2.raw	v1.1.0	HAMLET-agentic v0.1.0	lung squamous cell carcinoma
PXD004682-Sample-15	homo sapiens	lung	lung squamous cell carcinoma	8	not available	not available	run 15	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (lung squamous cell carcinoma, adjacent tissue); analysis method (DDA, DIA, LF, TMT 6-plex)	6 ppm	11 ppm	orbitrap	20150912_Haura-Pilot_T0298_bRPLC07-1.raw	v1.1.0	HAMLET-agentic v0.1.0	lung squamous cell carcinoma
PXD004682-Sample-16	homo sapiens	lung	lung squamous cell carcinoma	8	not available	not available	run 16	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (lung squamous cell carcinoma, adjacent tissue); analysis method (DDA, DIA, LF, TMT 6-plex)	6 ppm	11 ppm	orbitrap	20150912_Haura-Pilot_T0298_bRPLC08-2.raw	v1.1.0	HAMLET-agentic v0.1.0	lung squamous cell carcinoma
PXD004682-Sample-17	homo sapiens	lung	lung squamous cell carcinoma	8	not available	not available	run 17	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (lung squamous cell carcinoma, adjacent tissue); analysis method (DDA, DIA, LF, TMT 6-plex)	6 ppm	11 ppm	orbitrap	20150912_Haura-Pilot_T0298_bRPLC10-2.raw	v1.1.0	HAMLET-agentic v0.1.0	lung squamous cell carcinoma
PXD004682-Sample-18	homo sapiens	lung	lung squamous cell carcinoma	8	not available	not available	run 18	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (lung squamous cell carcinoma, adjacent tissue); analysis method (DDA, DIA, LF, TMT 6-plex)	6 ppm	11 ppm	orbitrap	20150912_Haura-Pilot_T0298_bRPLC11-1.raw	v1.1.0	HAMLET-agentic v0.1.0	lung squamous cell carcinoma
PXD004682-Sample-19	homo sapiens	lung	lung squamous cell carcinoma	8	not available	not available	run 19	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (lung squamous cell carcinoma, adjacent tissue); analysis method (DDA, DIA, LF, TMT 6-plex)	6 ppm	11 ppm	orbitrap	20150912_Haura-Pilot_T0300_bRPLC04-1.raw	v1.1.0	HAMLET-agentic v0.1.0	lung squamous cell carcinoma
PXD004682-Sample-20	homo sapiens	lung	lung squamous cell carcinoma	8	not available	not available	run 20	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (lung squamous cell carcinoma, adjacent tissue); analysis method (DDA, DIA, LF, TMT 6-plex)	6 ppm	11 ppm	orbitrap	20150912_Haura-Pilot_T0300_bRPLC05-1.raw	v1.1.0	HAMLET-agentic v0.1.0	lung squamous cell carcinoma
PXD004682-Sample-21	homo sapiens	lung	lung squamous cell carcinoma	8	not available	not available	run 21	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (lung squamous cell carcinoma, adjacent tissue); analysis method (DDA, DIA, LF, TMT 6-plex)	6 ppm	11 ppm	orbitrap	20150912_Haura-Pilot_T0300_bRPLC07-2.raw	v1.1.0	HAMLET-agentic v0.1.0	lung squamous cell carcinoma
PXD004682-Sample-22	homo sapiens	lung	lung squamous cell carcinoma	8	not available	not available	run 22	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (lung squamous cell carcinoma, adjacent tissue); analysis method (DDA, DIA, LF, TMT 6-plex)	6 ppm	11 ppm	orbitrap	20150912_Haura-Pilot_T0300_bRPLC08-2.raw	v1.1.0	HAMLET-agentic v0.1.0	lung squamous cell carcinoma
PXD004682-Sample-23	homo sapiens	lung	lung squamous cell carcinoma	8	not available	not available	run 23	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (lung squamous cell carcinoma, adjacent tissue); analysis method (DDA, DIA, LF, TMT 6-plex)	6 ppm	11 ppm	orbitrap	20150912_Haura-Pilot_T0300_bRPLC09-1.raw	v1.1.0	HAMLET-agentic v0.1.0	lung squamous cell carcinoma
PXD004682-Sample-24	homo sapiens	lung	lung squamous cell carcinoma	8	not available	not available	run 24	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (lung squamous cell carcinoma, adjacent tissue); analysis method (DDA, DIA, LF, TMT 6-plex)	6 ppm	11 ppm	orbitrap	20150912_Haura-Pilot_T0301_bRPLC06-2.raw	v1.1.0	HAMLET-agentic v0.1.0	lung squamous cell carcinoma
PXD004682-Sample-25	homo sapiens	lung	lung squamous cell carcinoma	8	not available	not available	run 25	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (lung squamous cell carcinoma, adjacent tissue); analysis method (DDA, DIA, LF, TMT 6-plex)	6 ppm	11 ppm	orbitrap	20150912_Haura-Pilot_T0301_bRPLC11-1.raw	v1.1.0	HAMLET-agentic v0.1.0	lung squamous cell carcinoma
PXD004682-Sample-26	homo sapiens	lung	lung squamous cell carcinoma	8	not available	not available	run 26	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (lung squamous cell carcinoma, adjacent tissue); analysis method (DDA, DIA, LF, TMT 6-plex)	6 ppm	11 ppm	orbitrap	20150912_Haura-Pilot_T0303_bRPLC03-1.raw	v1.1.0	HAMLET-agentic v0.1.0	lung squamous cell carcinoma
PXD004682-Sample-27	homo sapiens	lung	lung squamous cell carcinoma	8	not available	not available	run 27	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (lung squamous cell carcinoma, adjacent tissue); analysis method (DDA, DIA, LF, TMT 6-plex)	6 ppm	11 ppm	orbitrap	20150912_Haura-Pilot_T0303_bRPLC03-2.raw	v1.1.0	HAMLET-agentic v0.1.0	lung squamous cell carcinoma
PXD004682-Sample-28	homo sapiens	lung	lung squamous cell carcinoma	8	not available	not available	run 28	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (lung squamous cell carcinoma, adjacent tissue); analysis method (DDA, DIA, LF, TMT 6-plex)	6 ppm	11 ppm	orbitrap	20150912_Haura-Pilot_T0303_bRPLC07-1.raw	v1.1.0	HAMLET-agentic v0.1.0	lung squamous cell carcinoma
PXD004682-Sample-29	homo sapiens	lung	lung squamous cell carcinoma	8	not available	not available	run 29	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (lung squamous cell carcinoma, adjacent tissue); analysis method (DDA, DIA, LF, TMT 6-plex)	6 ppm	11 ppm	orbitrap	20150912_Haura-Pilot_T0303_bRPLC09-2.raw	v1.1.0	HAMLET-agentic v0.1.0	lung squamous cell carcinoma
PXD004682-Sample-30	homo sapiens	lung	lung squamous cell carcinoma	8	not available	not available	run 30	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive Plus	not available	12	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (lung squamous cell carcinoma, adjacent tissue); analysis method (DDA, DIA, LF, TMT 6-plex)	6 ppm	11 ppm	orbitrap	20150912_Haura-Pilot_T0303_bRPLC12-2.raw	v1.1.0	HAMLET-agentic v0.1.0	lung squamous cell carcinoma
