"paper_id","source","mode","agent","annotation_type","extracted_value","all_values_for_field","verdict","type_mismatch","correct_type","value_correct","value_complete","hallucination","technical_origin","repository_origin","inference","error_category","issue_summary","corrected_value"
"PXD032144","","strict","Biological","cell_line","EBNA 293","EBNA 293","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value is a named immortalized cell line, which matches the field definition.
SOURCE CHECK: The value is present in the text; the paper states that EXTL3ΔN was expressed in ""human embryonic kidney (EBNA 293) cells"" and then purified from the medium for ""LFQ mass spectrometry experiments"".
TRUTH CHECK: The candidate value is factually correct as the source of the protein analyzed by mass spectrometry.
COMPLETENESS CHECK: The full set contains the only cell line used to produce the MS samples described in the paper.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD032144","","strict","Biological","cell_type","kidney cells","kidney cells","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value ""kidney cells"" describes a cell type/lineage, which matches the field definition.
SOURCE CHECK: The paper states that EXTL3ΔN was expressed in ""human embryonic kidney cells (expressing the Epstein-Barr virus nuclear antigen-1; EBNA 293)"" and these preparations were subsequently analyzed by ""LFQ mass spectrometry"".
TRUTH CHECK: EBNA 293 (and HEK293) cells are derived from human embryonic kidney cells; therefore, ""kidney cells"" is a factually correct description of the cell type.
COMPLETENESS CHECK: The full set contains only this value, which accurately describes the source of the MS samples.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD032144","","strict","Biological","disease","normal","normal","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value ""normal"" is a valid category for the disease field.
SOURCE CHECK: The MS experiment used EBNA 293 cells (human embryonic kidney cells) to express and purify EXTL3ΔN; there is no mention of a disease state for these cells or the study.
TRUTH CHECK: The value ""normal"" is a safe default for subjects/materials that are not part of a disease study.
COMPLETENESS CHECK: The full set contains only this safe default, which is exhaustive for a study not focused on a specific disease.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD032144","","strict","Biological","organ","kidney","kidney","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value ""kidney"" is the correct category (organ/tissue) for this field.
SOURCE CHECK: The MS samples were derived from EBNA 293 cells (human embryonic kidney cells), which are explicitly mentioned in the ""Peptide mass spectrometry"" and ""Expression and purification of EXTL3ΔN"" sections.
TRUTH CHECK: The value is factually correct as EBNA 293 cells are derived from the human embryonic kidney.
COMPLETENESS CHECK: The full set of extracted values covers the biological source of the MS samples.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD032144","","strict","Biological","species","Homo sapiens","Homo sapiens","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value is a scientific name for a species, which matches the field definition.
SOURCE CHECK: The value comes from the MS experiment context; the paper states that human EXTL3ΔN was expressed in human embryonic kidney (EBNA 293) cells and analyzed by LFQ mass spectrometry.
TRUTH CHECK: The value is factually correct as the protein analyzed is human EXTL3.
COMPLETENESS CHECK: The full set contains the only species used for the proteomics analysis.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD032144","","strict","ExperimentalDesign","factor_value","cell culture condition (EXTL3ΔN, EXTL3ΔN CRISPRcontrol, EXTL3ΔN CRISPREXT1)","cell culture condition (EXTL3ΔN, EXTL3ΔN CRISPRcontrol, EXTL3ΔN CRISPREXT1)","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value describes the experimental groups/conditions being compared, which is a correct category for factor_value.
SOURCE CHECK: The value is explicitly derived from the MS experiment context, where three different cell cultures (EXTL3ΔN, EXTL3ΔN CRISPRcontrol, and EXTL3ΔN CRISPREXT1) were processed and analysed by LFQ mass spectrometry.
TRUTH CHECK: The value accurately reflects the three groups described in the ""Results"" section used to investigate the origin of GlcAT-II activity.
COMPLETENESS CHECK: The full set of extracted values covers the experimental groups and the ""normal"" (healthy/control) default, providing a complete picture of the experimental design factors.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD032144","","strict","ExperimentalDesign","factor_value","normal","cell culture condition (EXTL3ΔN, EXTL3ΔN CRISPRcontrol, EXTL3ΔN CRISPREXT1)","low","False","","False","False","True","False","","","hallucinated","TYPE CHECK: The candidate value ""normal"" is a valid category for a factor_value (representing a healthy/control state).
SOURCE CHECK: The value ""normal"" is not explicitly mentioned in the text, nor is there a ""normal"" or ""healthy"" control group described for the MS experiment; the controls are specific cell culture conditions (EXTL3ΔN and CRISPRcontrol).
TRUTH CHECK: While ""normal"" is a safe default for disease fields, it is not applicable here because the experiment is a comparison of engineered cell lines (wild-type vs CRISPR-edited), not a comparison of diseased vs healthy subjects.
COMPLETENESS CHECK: The full set of extracted values includes the actual experimental conditions, but ""normal"" is an incorrect addition.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: yes
HALLUCINATED: yes
VERDICT: low
CORRECTED_VALUE: NONE",""
"PXD032144","","strict","Technical","acquisition_method","data-dependent acquisition","data-dependent acquisition","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value ""data-dependent acquisition"" is a valid acquisition scheme name.
SOURCE CHECK: The paper explicitly mentions ""Data-dependent scans (Top 20) were employed"" in the ""Peptide mass spectrometry"" section of the methods.
TRUTH CHECK: The value is factually correct as it describes the MS acquisition mode used for the proteomics experiment.
COMPLETENESS CHECK: The full set contains this single value, which accurately captures the acquisition method described in the text.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD032144","","strict","Technical","alkylation_reagent","iodoacetamide","iodoacetamide","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value ""iodoacetamide"" is a chemical reagent used for cysteine alkylation, which matches the field definition.
SOURCE CHECK: The value is explicitly mentioned in the ""Peptide mass spectrometry"" section of the methods (""Protein solutions were reduced (DTT) and alkylated (iodoacetamide)"").
TRUTH CHECK: The value is factually correct as stated in the text.
COMPLETENESS CHECK: The full set of extracted values contains only this one value, which is the only alkylation reagent mentioned in the paper.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD032144","","strict","Technical","cleavage_agent","Trypsin","Trypsin","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value is a protease, which matches the definition of a cleavage agent.
SOURCE CHECK: The value is explicitly mentioned in the ""Peptide mass spectrometry"" section of the methods (""subjected to enzymatic digestion with sequencing-grade trypsin"").
TRUTH CHECK: The value is factually correct as per the text.
COMPLETENESS CHECK: The full set contains the only cleavage agent mentioned in the paper.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
