"paper_id","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD069559","BiologicalAgent","species","species","Echinococcus granulosus","True"
"PXD069559","BiologicalAgent","tissue","organ","liver","True"
"PXD069559","BiologicalAgent","cell_type","cell_type","","False"
"PXD069559","BiologicalAgent","disease_state","disease","Cystic echinococcosis","True"
"PXD069559","BiologicalAgent","sample_source","material_type","cell line","True"
"PXD069559","BiologicalAgent","age","age","","False"
"PXD069559","BiologicalAgent","anatomic_site_tumor","anatomic_site_tumor","","False"
"PXD069559","BiologicalAgent","BMI","BMI","","False"
"PXD069559","BiologicalAgent","cell_line","cell_line","EGPE","True"
"PXD069559","BiologicalAgent","sex","sex","","False"
"PXD069559","BiologicalAgent","strain","strain","ss/G1","True"
"PXD069559","BiologicalAgent","material_type","material_type","cell line","True"
"PXD069559","BiologicalAgent","developmental_stage","developmental_stage","","False"
"PXD069559","TechnicalAgent","acquisition_method","acquisition_method","","False"
"PXD069559","TechnicalAgent","alkylation_reagent","alkylation_reagent","","False"
"PXD069559","TechnicalAgent","alkylation_concentration","alkylation_concentration","","False"
"PXD069559","TechnicalAgent","cleavage_agent","cleavage_agent","Trypsin","True"
"PXD069559","TechnicalAgent","collision_energy","collision_energy","","False"
"PXD069559","TechnicalAgent","enrichment_method","enrichment_method","affinity chromatography","True"
"PXD069559","TechnicalAgent","fractionation_method","fractionation","","False"
"PXD069559","TechnicalAgent","fragmentation_method","fragmentation","","False"
"PXD069559","TechnicalAgent","instrument","instrument","Q Exactive","True"
"PXD069559","TechnicalAgent","ionization_type","ionization_type","","False"
"PXD069559","TechnicalAgent","labeling","label","label-free","True"
"PXD069559","TechnicalAgent","reduction_reagent","reduction_reagent","","False"
"PXD069559","TechnicalAgent","reduction_concentration","reduction_concentration","","False"
"PXD069559","ExperimentalDesignAgent","biological_replicate","replicates","2","True"
"PXD069559","ExperimentalDesignAgent","technical_replicate","technical_replicates","","False"
"PXD069559","ExperimentalDesignAgent","experimental_design","experimental_design","intracellular vs extracellular protein comparison","True"
"PXD069559","ExperimentalDesignAgent","factor_value","factor_value","localization (intracellular, extracellular)","True"
"PXD069559","ExperimentalDesignAgent","number_of_fractions","fractions","1","True"
"PXD069559","ExperimentalDesignAgent","number_of_technical_replicates","technical_replicates","","False"
"PXD069559","ExperimentalDesignAgent","number_of_biological_replicates","replicates","2","True"
"PXD069559","ExperimentalDesignAgent","number_of_samples","number_of_samples","2","True"
