source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD002088-Sample-1	homo sapiens	colon, rectum	colon and rectal cancer	1	not available	not available	run 1	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7.1 ppm	-0.497446 ppm	orbitrap	TCGA-AG-A011-01A-32_W_VU_20120828_A0218_2I_R_FR03.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer
PXD002088-Sample-2	homo sapiens	colon, rectum	colon and rectal cancer	1	not available	not available	run 2	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7.1 ppm	-0.497446 ppm	orbitrap	TCGA-AG-A011-01A-32_W_VU_20120829_A0218_2I_R_FR12.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer
PXD002088-Sample-3	homo sapiens	colon, rectum	colon and rectal cancer	1	not available	not available	run 3	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7.1 ppm	-0.497446 ppm	orbitrap	TCGA-AG-A011-01A-32_W_VU_20120829_A0218_2I_R_FR13.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer
PXD002088-Sample-4	homo sapiens	colon, rectum	colon and rectal cancer	1	not available	not available	run 4	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7.1 ppm	-0.497446 ppm	orbitrap	TCGA-AG-A014-01A-12_W_VU_20120825_A0218_2F_R_FR10.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer
PXD002088-Sample-5	homo sapiens	colon, rectum	colon and rectal cancer	1	not available	not available	run 5	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7.1 ppm	-0.497446 ppm	orbitrap	TCGA-AG-A016-01A-23_W_VU_20120730_A0218_1D_R_FR01.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer
PXD002088-Sample-6	homo sapiens	colon, rectum	colon and rectal cancer	1	not available	not available	run 6	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7.1 ppm	-0.497446 ppm	orbitrap	TCGA-AG-A016-01A-23_W_VU_20120730_A0218_1D_R_FR06.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer
PXD002088-Sample-7	homo sapiens	colon, rectum	colon and rectal cancer	1	not available	not available	run 7	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7.1 ppm	-0.497446 ppm	orbitrap	TCGA-AG-A016-01A-23_W_VU_20120731_A0218_1D_R_FR12.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer
PXD002088-Sample-8	homo sapiens	colon, rectum	colon and rectal cancer	1	not available	not available	run 8	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7.1 ppm	-0.497446 ppm	orbitrap	TCGA-AG-A016-01A-23_W_VU_20120731_A0218_1D_R_FR13.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer
PXD002088-Sample-9	homo sapiens	colon, rectum	colon and rectal cancer	1	not available	not available	run 9	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7.1 ppm	-0.497446 ppm	orbitrap	TCGA-AG-A016-01A-23_W_VU_20120731_A0218_1D_R_FR14.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer
PXD002088-Sample-10	homo sapiens	colon, rectum	colon and rectal cancer	1	not available	not available	run 10	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7.1 ppm	-0.497446 ppm	orbitrap	TCGA-AG-A01J-01A-22_W_VU_20121231_A0218_8F_R_FR08.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer
PXD002088-Sample-11	homo sapiens	colon, rectum	colon and rectal cancer	1	not available	not available	run 11	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7.1 ppm	-0.497446 ppm	orbitrap	TCGA-AG-A01J-01A-22_W_VU_20121231_A0218_8F_R_FR10.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer
PXD002088-Sample-12	homo sapiens	colon, rectum	colon and rectal cancer	1	not available	not available	run 12	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7.1 ppm	-0.497446 ppm	orbitrap	TCGA-AG-A01J-01A-22_W_VU_20121231_A0218_8F_R_FR11.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer
PXD002088-Sample-13	homo sapiens	colon, rectum	colon and rectal cancer	1	not available	not available	run 13	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7.1 ppm	-0.497446 ppm	orbitrap	TCGA-AG-A01J-01A-22_W_VU_20121231_A0218_8F_R_FR14.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer
PXD002088-Sample-14	homo sapiens	colon, rectum	colon and rectal cancer	1	not available	not available	run 14	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7.1 ppm	-0.497446 ppm	orbitrap	TCGA-AG-A01L-01A-22_W_VU_20130129_A0218_9H_R_FR04.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer
PXD002088-Sample-15	homo sapiens	colon, rectum	colon and rectal cancer	1	not available	not available	run 15	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7.1 ppm	-0.497446 ppm	orbitrap	TCGA-AG-A01L-01A-22_W_VU_20130129_A0218_9H_R_FR05.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer
PXD002088-Sample-16	homo sapiens	colon, rectum	colon and rectal cancer	1	not available	not available	run 16	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7.1 ppm	-0.497446 ppm	orbitrap	TCGA-AG-A01L-01A-22_W_VU_20130129_A0218_9H_R_FR06.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer
PXD002088-Sample-17	homo sapiens	colon, rectum	colon and rectal cancer	1	not available	not available	run 17	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7.1 ppm	-0.497446 ppm	orbitrap	TCGA-AG-A01L-01A-22_W_VU_20130130_A0218_9H_R_FR11.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer
PXD002088-Sample-18	homo sapiens	colon, rectum	colon and rectal cancer	1	not available	not available	run 18	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7.1 ppm	-0.497446 ppm	orbitrap	TCGA-AG-A01L-01A-22_W_VU_20130130_A0218_9H_R_FR14.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer
PXD002088-Sample-19	homo sapiens	colon, rectum	colon and rectal cancer	1	not available	not available	run 19	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7.1 ppm	-0.497446 ppm	orbitrap	TCGA-AG-A01N-01A-23_W_VU_20130105_A0218_8I_R_FR05.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer
PXD002088-Sample-20	homo sapiens	colon, rectum	colon and rectal cancer	1	not available	not available	run 20	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7.1 ppm	-0.497446 ppm	orbitrap	TCGA-AG-A01N-01A-23_W_VU_20130105_A0218_8I_R_FR09.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer
PXD002088-Sample-21	homo sapiens	colon, rectum	colon and rectal cancer	1	not available	not available	run 21	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7.1 ppm	-0.497446 ppm	orbitrap	TCGA-AG-A01N-01A-23_W_VU_20130105_A0218_8I_R_FR15.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer
PXD002088-Sample-22	homo sapiens	colon, rectum	colon and rectal cancer	1	not available	not available	run 22	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7.1 ppm	-0.497446 ppm	orbitrap	TCGA-AG-A01W-01A-23_W_VU_20121115_A0218_6C_R_FR04.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer
PXD002088-Sample-23	homo sapiens	colon, rectum	colon and rectal cancer	1	not available	not available	run 23	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7.1 ppm	-0.497446 ppm	orbitrap	TCGA-AG-A01W-01A-23_W_VU_20121116_A0218_6C_R_FR07.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer
PXD002088-Sample-24	homo sapiens	colon, rectum	colon and rectal cancer	1	not available	not available	run 24	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7.1 ppm	-0.497446 ppm	orbitrap	TCGA-AG-A01Y-01A-43_W_VU_20120826_A0218_2G_R_FR11.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer
PXD002088-Sample-25	homo sapiens	colon, rectum	colon and rectal cancer	1	not available	not available	run 25	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7.1 ppm	-0.497446 ppm	orbitrap	TCGA-AG-A01Y-01A-43_W_VU_20120826_A0218_2G_R_FR13.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer
PXD002088-Sample-26	homo sapiens	colon, rectum	colon and rectal cancer	1	not available	not available	run 26	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7.1 ppm	-0.497446 ppm	orbitrap	TCGA-AG-A01Y-01A-43_W_VU_20120826_A0218_2G_R_FR14.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer
PXD002088-Sample-27	homo sapiens	colon, rectum	colon and rectal cancer	1	not available	not available	run 27	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7.1 ppm	-0.497446 ppm	orbitrap	TCGA-AG-A020-01A-23_W_VU_20130214_A0218_10E_R_FR02.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer
PXD002088-Sample-28	homo sapiens	colon, rectum	colon and rectal cancer	1	not available	not available	run 28	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7.1 ppm	-0.497446 ppm	orbitrap	TCGA-AG-A020-01A-23_W_VU_20130215_A0218_10E_R_FR03.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer
PXD002088-Sample-29	homo sapiens	colon, rectum	colon and rectal cancer	1	not available	not available	run 29	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7.1 ppm	-0.497446 ppm	orbitrap	TCGA-AG-A020-01A-23_W_VU_20130215_A0218_10E_R_FR04.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer
PXD002088-Sample-30	homo sapiens	colon, rectum	colon and rectal cancer	1	not available	not available	run 30	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7.1 ppm	-0.497446 ppm	orbitrap	TCGA-AG-A020-01A-23_W_VU_20130215_A0218_10E_R_FR11.raw	v1.1.0	HAMLET-agentic v0.1.0	colon and rectal cancer
