"paper_id","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD013523","Biological","disease","disease","papillary renal cell carcinoma, healthy","True"
"PXD013523","Biological","organ","organ","kidney","True"
"PXD013523","Biological","species","species","homo sapiens","True"
"PXD013523","ExperimentalDesign","factor_value","factor_value","condition (pRCC type I, pRCC type II, pRCC type IIM, healthy kidney tissue) | papillary renal cell carcinoma, healthy","True"
"PXD013523","ExperimentalDesign","fractions","fractions","1","True"
"PXD013523","ExperimentalDesign","replicates","replicates","38","True"
"PXD013523","ExperimentalDesign","technical_replicates","technical_replicates","1","True"
"PXD013523","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD013523","Technical","fragment_mass_tolerance","fragment_mass_tolerance","17 ppm","True"
"PXD013523","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD013523","Technical","instrument","instrument","Q Exactive HF","True"
"PXD013523","Technical","label","label","label free","True"
"PXD013523","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD013523","Technical","precursor_mass_tolerance","precursor_mass_tolerance","6 ppm","True"
