"paper_id","source","mode","agent","annotation_type","extracted_value","all_values_for_field","verdict","type_mismatch","correct_type","value_correct","value_complete","hallucination","technical_origin","inference","error_category","issue_summary","corrected_value"
"PXD011799","","strict","Biological","cell_type","B cells","B cells","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value ""B cells"" describes a cell lineage, which matches the definition of the cell_type field.
SOURCE CHECK: The value is present in the text; the proteomics analysis was performed on ""immortalized peripheral blood- and tumor-derived B cells"" (which the authors refer to as B cell cultures).
TRUTH CHECK: The candidate value is factually correct as the proteomics experiment specifically analyzed B cells.
COMPLETENESS CHECK: The full set of extracted values (""B cells"") covers the biological material analyzed by mass spectrometry in this study.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD011799","","strict","Biological","disease","metastatic melanoma","metastatic melanoma","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value ""metastatic melanoma"" is a disease/diagnosis, which matches the field definition.
SOURCE CHECK: The value is explicitly mentioned in the text (e.g., ""patients with metastatic melanoma"") and refers to the source of the B cells (TAB and peripheral B cells) that were analyzed by proteomics.
TRUTH CHECK: The value is factually correct as the study focuses on B cells from patients with metastatic melanoma.
COMPLETENESS CHECK: The full set of extracted values consists of this single value, which accurately describes the disease state of the subjects in the proteomics experiment.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD011799","","strict","Biological","organ","blood, melanoma","blood, melanoma","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value consists of tissue/organ names, which matches the definition of the 'organ' field.
SOURCE CHECK: The proteomics analysis was performed on B cells derived from both peripheral blood (PBMC) and tumor-associated B cells (TAB) from melanoma metastases.
TRUTH CHECK: The paper explicitly states that ""peripheral blood- and tumor-derived B cells"" were used to generate ""complementary proteomic (n = 8) profiles.""
COMPLETENESS CHECK: The full set captures both the blood and the melanoma tumor sources used for the MS experiment.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD011799","","strict","Biological","species","Homo sapiens","Homo sapiens","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value ""Homo sapiens"" is a scientific name for a species, which matches the field definition.
SOURCE CHECK: The paper explicitly mentions ""human melanoma"", ""human B cells"", and ""human SwissProt database"" in the context of the proteomics analysis.
TRUTH CHECK: The samples analyzed by mass spectrometry were derived from human patients with metastatic melanoma.
COMPLETENESS CHECK: The full set contains only ""Homo sapiens"", which is the only species used for the MS samples in this study.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD011799","","strict","ExperimentalDesign","factor_value","cell type (PBMCB, TAB), treatment (MCM, control)","cell type (PBMCB, TAB), treatment (MCM, control) | metastatic melanoma","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value describes the experimental factors (cell type and treatment) and their respective levels, which is a correct category for factor_value.
SOURCE CHECK: These values are explicitly mentioned in the ""Data analysis and statistical information"" section (""The linear model included the MS run, patient, cell type (PBMCB vs. TAB) as factors next to the treatment group"") and the ""Induction experiments with MCM"" section.
TRUTH CHECK: The values accurately reflect the experimental design of the proteomics study, where B cells from peripheral blood (PBMCB) and tumor-associated B cells (TAB) were treated with either melanoma-conditioned medium (MCM) or control medium.
COMPLETENESS CHECK: The full set of extracted values includes the disease state (""metastatic melanoma"") and the specific experimental variables; together they cover the design factors described in the text.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD011799","","strict","ExperimentalDesign","factor_value","metastatic melanoma","cell type (PBMCB, TAB), treatment (MCM, control) | metastatic melanoma","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value is a disease state, which is a valid characteristic for a factor_value.
SOURCE CHECK: The value is present in the text; the proteomics experiment used B cells derived from patients with ""metastatic melanoma"".
TRUTH CHECK: The value is factually correct as the study focuses on B cells from patients with metastatic melanoma.
COMPLETENESS CHECK: The full set of extracted values includes both the disease state and the specific experimental variables (cell type and treatment), covering the experimental design.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD011799","","strict","ExperimentalDesign","fractions","12","12","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value is a numeric count, which is the correct type for the number of fractions.
SOURCE CHECK: The value is explicitly stated in the ""Proteomics analysis"" section: ""pooled to a total number of 12 fractions using a concatenation strategy covering the whole gradient.""
TRUTH CHECK: The value is factually correct as per the text.
COMPLETENESS CHECK: The full set contains this single value, which exhaustively covers the fractionation described in the paper.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD011799","","strict","ExperimentalDesign","replicates","8","8","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value is a numeric count, which is the correct type for the replicates field.
SOURCE CHECK: The paper states in the Results section: ""From these B cell cultures, we were able to generate RNA-seq (n = 11) and complementary proteomic (n = 8) profiles."" This refers to the samples analyzed by mass spectrometry.
TRUTH CHECK: The value ""8"" matches the number of proteomic profiles explicitly stated in the text.
COMPLETENESS CHECK: The full set contains only this value, which accurately reflects the number of biological samples/replicates used for the proteomics experiment.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD011799","","strict","ExperimentalDesign","technical_replicates","1","1","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value is a numeric count, which is the correct type for technical replicates.
SOURCE CHECK: The paper does not explicitly mention the number of technical replicates for the proteomics analysis.
TRUTH CHECK: According to the safe defaults in the field definitions, ""1"" is correct when no replication is mentioned.
COMPLETENESS CHECK: The value ""1"" is the standard default for a silent paper and is complete.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD011799","","strict","Technical","acquisition_method","data-dependent acquisition","data-dependent acquisition","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value is a valid MS acquisition scheme.
SOURCE CHECK: The value is explicitly stated in the ""Proteomics analysis"" section (""operated in a data-dependent acquisition mode"").
TRUTH CHECK: The value is factually correct as described in the paper.
COMPLETENESS CHECK: The full set contains the only acquisition method mentioned for the proteomics experiment.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
