"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD005354","","strict","Biological","cell_line","cell_line","CRC65","True"
"PXD005354","","strict","Biological","cell_type","cell_type","epithelial cell","True"
"PXD005354","","strict","Biological","disease","disease","colorectal cancer","True"
"PXD005354","","strict","Biological","organ","organ","colon, rectum","True"
"PXD005354","","strict","Biological","species","species","Homo sapiens","True"
"PXD005354","","strict","ExperimentalDesign","factor_value","factor_value","sample source (CRC cell lines, CRC patients), proteomic subtypes (FPA, FPB, FPC) | colorectal cancer","True"
"PXD005354","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD005354","","strict","Technical","alkylation_reagent","alkylation_reagent","chloroacetamide","True"
"PXD005354","","strict","Technical","cleavage_agent","cleavage_agent","Trypsin","True"
"PXD005354","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD005354","","strict","Technical","instrument","instrument","Orbitrap Velos, Orbitrap Elite","True"
"PXD005354","","strict","Technical","label","label","label free","True"
"PXD005354","","strict","Technical","mass_analyzer","mass_analyzer","Orbitrap","True"
"PXD005354","","strict","Technical","modification","modification","monohydroxylated residue | acetylated residue | iodoacetamide derivatized residue","True"
"PXD005354","","strict","Technical","reduction_reagent","reduction_reagent","dithiothreitol","True"
