"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD011153","","strict","Biological","age","age","30 days","True"
"PXD011153","","strict","Biological","cell_type","cell_type","spleen cells","True"
"PXD011153","","strict","Biological","disease","disease","schistosomiasis, normal","True"
"PXD011153","","strict","Biological","organ","organ","spleen","True"
"PXD011153","","strict","Biological","sex","sex","female","True"
"PXD011153","","strict","Biological","species","species","Mus musculus","True"
"PXD011153","","strict","ExperimentalDesign","factor_value","factor_value","infection status (Infected, Control) | schistosomiasis, normal","True"
"PXD011153","","strict","ExperimentalDesign","fractions","fractions","1","True"
"PXD011153","","strict","ExperimentalDesign","replicates","replicates","3","True"
"PXD011153","","strict","ExperimentalDesign","technical_replicates","technical_replicates","1","True"
"PXD011153","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD011153","","strict","Technical","alkylation_reagent","alkylation_reagent","iodoacetamide","True"
"PXD011153","","strict","Technical","cleavage_agent","cleavage_agent","Trypsin","True"
"PXD011153","","strict","Technical","fragment_mass_tolerance","fragment_mass_tolerance","7 ppm","True"
"PXD011153","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD011153","","strict","Technical","instrument","instrument","Q Exactive","True"
"PXD011153","","strict","Technical","label","label","label free","True"
"PXD011153","","strict","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD011153","","strict","Technical","modification","modification","Carbamidomethyl (C) | Oxidation (M)","True"
"PXD011153","","strict","Technical","precursor_mass_tolerance","precursor_mass_tolerance","7 ppm","True"
"PXD011153","","strict","Technical","reduction_reagent","reduction_reagent","dithiothreitol","True"
