"paper_id","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD002088","Biological","disease","disease","colon and rectal cancer","True"
"PXD002088","Biological","organ","organ","colon, rectum","True"
"PXD002088","Biological","species","species","homo sapiens","True"
"PXD002088","ExperimentalDesign","factor_value","factor_value","tissue type (colon tumor, rectal tumor, normal colon biopsy) | colon and rectal cancer","True"
"PXD002088","ExperimentalDesign","fractions","fractions","15","True"
"PXD002088","ExperimentalDesign","replicates","replicates","1","True"
"PXD002088","ExperimentalDesign","technical_replicates","technical_replicates","1","True"
"PXD002088","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD002088","Technical","fragment_mass_tolerance","fragment_mass_tolerance","-0.497446 ppm","True"
"PXD002088","Technical","fragmentation","fragmentation","collision-induced dissociation","True"
"PXD002088","Technical","instrument","instrument","LTQ Orbitrap Velos","True"
"PXD002088","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD002088","Technical","precursor_mass_tolerance","precursor_mass_tolerance","7.1 ppm","True"
