"paper_id","source","mode","agent","annotation_type","extracted_value","all_values_for_field","verdict","type_mismatch","correct_type","value_correct","value_complete","hallucination","technical_origin","inference","error_category","issue_summary","corrected_value"
"PXD064331","","strict","Biological","cell_line","95C, 95D, PLA-801","","low","False","","False","False","False","False","","wrong_value","TYPE CHECK: The candidate value contains names of cell lines, which matches the required category.
SOURCE CHECK: The cell lines 95C and 95D were used to isolate EVs and cell lysates that were analyzed by LC-MS/MS; PLA-801 is mentioned as the parent cell line from which 95C and 95D were subcloned.
TRUTH CHECK: 95C and 95D are the primary cell lines analyzed by MS. PLA-801 is the origin line but was not the material analyzed by MS in this study.
COMPLETENESS CHECK: The set includes the correct analyzed lines (95C, 95D) but also includes a line (PLA-801) that was not actually analyzed by MS.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: no
VERDICT: low
CORRECTED_VALUE: 95C, 95D","95C, 95D"
"PXD064331","","strict","Biological","cell_type","epithelial cell","epithelial cell","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value ""epithelial cell"" describes a cell lineage, which matches the definition of the cell_type field.
SOURCE CHECK: The MS samples were derived from 95C and 95D lung cancer cell lines, which are subclones of the PLA-801 human large cell lung carcinoma cell line; lung carcinoma cells are of epithelial origin.
TRUTH CHECK: Large cell lung carcinoma is a non-small cell lung cancer (NSCLC) of epithelial lineage, making ""epithelial cell"" a factually correct description of the cell type.
COMPLETENESS CHECK: The full set contains ""epithelial cell"", which accurately covers the lineage of the cell lines used for the MS experiments.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD064331","","strict","Biological","disease","lung cancer","lung cancer","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value ""lung cancer"" is a disease state/diagnosis, which matches the field definition.
SOURCE CHECK: The value is explicitly stated in the text; the MS samples were derived from 95C and 95D lung cancer cell lines.
TRUTH CHECK: The paper explicitly describes the study as a ""Proteomic Analysis of Extracellular Vesicles... in Lung Cancer"" and identifies the cell lines as ""human large cell lung carcinoma"".
COMPLETENESS CHECK: The full set of extracted values (""lung cancer"") covers the disease state of the biological material analyzed by mass spectrometry.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD064331","","strict","Biological","organ","lung","lung","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value ""lung"" is a valid organ/tissue name.
SOURCE CHECK: The MS samples were derived from 95C and 95D lung cancer cell lines (subcloned from PLA-801, a human large cell lung carcinoma cell line), which are explicitly described as ""lung cancer cells"".
TRUTH CHECK: The value is factually correct as the cells are of lung origin.
COMPLETENESS CHECK: The full set contains ""lung"", which accurately describes the organ of origin for all MS samples in this study.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD064331","","strict","Biological","species","Homo sapiens","Homo sapiens","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value ""Homo sapiens"" is a valid species name.
SOURCE CHECK: The paper describes the use of human lung cancer cell lines (95C, 95D, and PLA-801) and references the UniProt database taxonomy ID 9606 (human) for protein annotation.
TRUTH CHECK: The biological material analyzed by mass spectrometry (EVs and cell lysates from 95C and 95D cells) is derived from human lung cancer cells.
COMPLETENESS CHECK: The full set contains the only species involved in the MS experiments.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD064331","","strict","ExperimentalDesign","factor_value","metastatic potential (95C low, 95D high)","metastatic potential (95C low, 95D high) | lung cancer","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value describes the experimental variable (metastatic potential) and the specific groups/levels (95C low, 95D high) being compared, which is a correct category for factor_value.
SOURCE CHECK: The paper explicitly states that 95C and 95D lung cancer cell lines possess different metastatic capabilities (""95C (low metastatic) and 95D (high metastatic)"") and these were the samples analyzed by MS.
TRUTH CHECK: The value is factually correct as per the text.
COMPLETENESS CHECK: The full set of extracted values (""metastatic potential (95C low, 95D high)"" and ""lung cancer"") covers both the specific experimental contrast and the disease context.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD064331","","strict","ExperimentalDesign","factor_value","lung cancer","metastatic potential (95C low, 95D high) | lung cancer","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value ""lung cancer"" describes a disease state, which is a valid characteristic for a factor_value.
SOURCE CHECK: The paper explicitly states that 95C and 95D are ""lung cancer cell lines"" and the study focuses on ""lung cancer"" metastasis.
TRUTH CHECK: The value is factually correct as the biological material analyzed by MS (EVs from 95C and 95D cells) is derived from lung cancer cells.
COMPLETENESS CHECK: The full set of extracted values includes both the specific variable being compared (metastatic potential) and the general disease context (lung cancer), covering the experimental design.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD064331","","strict","ExperimentalDesign","fractions","1","1","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value is a numeric count, which is the correct type for the number of fractions.
SOURCE CHECK: The paper describes various proteomics workflows (total proteins, glycoproteins, intact glycopeptides, and phosphoproteins), but none of them mention an offline fractionation step (e.g., high-pH RP or SAX) before LC-MS/MS.
TRUTH CHECK: Since no fractionation is mentioned, the safe default of ""1"" is correct.
COMPLETENESS CHECK: The full set contains only this value, which is exhaustive for the described experiments.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD064331","","strict","ExperimentalDesign","replicates","6","","low","False","","False","False","False","False","","wrong_value","TYPE CHECK: The candidate value is a numeric count, which is the correct type for the replicates field.
SOURCE CHECK: The paper explicitly states in the ""Bioinformatics and Statistical Analysis"" section: ""Each experimental trial was conducted with three biological replicates"".
TRUTH CHECK: The value ""6"" is incorrect. The paper specifies 3 biological replicates per trial/group, not 6. The number 6 likely comes from a misinterpretation of the total number of groups in the phosphoproteomics experiment (CTRL CL, KO-1 CL, KO-2 CL, CTRL EVs, KO-1 EVs, KO-2 EVs), but the number of replicates *per* group is 3.
COMPLETENESS CHECK: The full set contains only the incorrect value ""6"".

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: no
VERDICT: low
CORRECTED_VALUE: 3","3"
"PXD064331","","strict","ExperimentalDesign","technical_replicates","1","1","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value is a numeric count, which is the correct type for technical replicates.
SOURCE CHECK: The paper does not explicitly mention technical replicates; therefore, the safe default of ""1"" is applied.
TRUTH CHECK: In the absence of explicit mention of technical replication, ""1"" is the correct representation.
COMPLETENESS CHECK: The full set contains only the default value, which is complete given the text.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
