"paper_id","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD019394","Biological","age","age","three-week-old","True"
"PXD019394","Biological","disease","disease","normal","True"
"PXD019394","Biological","organ","organ","brain, brown fat, heart, liver, lung, kidney, pancreas, spleen, testis","True"
"PXD019394","Biological","sex","sex","male","True"
"PXD019394","Biological","species","species","mus musculus","True"
"PXD019394","ExperimentalDesign","factor_value","factor_value","tissue (brain, brown fat, heart, liver, lung, kidney, pancreas, spleen, testis) | normal","True"
"PXD019394","ExperimentalDesign","fractions","fractions","1","True"
"PXD019394","ExperimentalDesign","replicates","replicates","9","True"
"PXD019394","ExperimentalDesign","technical_replicates","technical_replicates","2","True"
"PXD019394","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD019394","Technical","fragment_mass_tolerance","fragment_mass_tolerance","-0.448627 ppm","True"
"PXD019394","Technical","fragmentation","fragmentation","collision-induced dissociation","True"
"PXD019394","Technical","instrument","instrument","LTQ-Orbitrap, LTQ-Velos-Orbitrap","True"
"PXD019394","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD019394","Technical","precursor_mass_tolerance","precursor_mass_tolerance","7 ppm","True"
