pxd	data_file	category	assessed_entities	gold_entities	matched_entities	assessed_only_entities	gold_only_entities	precision	recall	f1
PXD018117	qx017077.raw	Biological	4	3	3	1	0	0.750000	1.000000	0.857143
PXD018117	qx017077.raw	Technical	12	6	4	8	2	0.333333	0.666667	0.444444
PXD018117	qx017077.raw	ExperimentalDesign	4	2	1	3	1	0.250000	0.500000	0.333333
PXD018117	qx017078.raw	Biological	4	3	3	1	0	0.750000	1.000000	0.857143
PXD018117	qx017078.raw	Technical	12	6	4	8	2	0.333333	0.666667	0.444444
PXD018117	qx017078.raw	ExperimentalDesign	4	2	1	3	1	0.250000	0.500000	0.333333
PXD018117	qx017080.raw	Biological	4	3	3	1	0	0.750000	1.000000	0.857143
PXD018117	qx017080.raw	Technical	12	6	4	8	2	0.333333	0.666667	0.444444
PXD018117	qx017080.raw	ExperimentalDesign	4	2	1	3	1	0.250000	0.500000	0.333333
PXD018117	qx017081.raw	Biological	4	3	3	1	0	0.750000	1.000000	0.857143
PXD018117	qx017081.raw	Technical	12	6	4	8	2	0.333333	0.666667	0.444444
PXD018117	qx017081.raw	ExperimentalDesign	4	2	1	3	1	0.250000	0.500000	0.333333
PXD018117	qx017082.raw	Biological	4	3	3	1	0	0.750000	1.000000	0.857143
PXD018117	qx017082.raw	Technical	12	6	4	8	2	0.333333	0.666667	0.444444
PXD018117	qx017082.raw	ExperimentalDesign	4	2	2	2	0	0.500000	1.000000	0.666667
PXD018117	qx017084.raw	Biological	4	3	3	1	0	0.750000	1.000000	0.857143
PXD018117	qx017084.raw	Technical	12	6	4	8	2	0.333333	0.666667	0.444444
PXD018117	qx017084.raw	ExperimentalDesign	4	2	1	3	1	0.250000	0.500000	0.333333
PXD018117	qx017086.raw	Biological	4	3	3	1	0	0.750000	1.000000	0.857143
PXD018117	qx017086.raw	Technical	12	6	4	8	2	0.333333	0.666667	0.444444
PXD018117	qx017086.raw	ExperimentalDesign	4	2	1	3	1	0.250000	0.500000	0.333333
PXD018117	qx017087.raw	Biological	4	3	3	1	0	0.750000	1.000000	0.857143
PXD018117	qx017087.raw	Technical	12	6	4	8	2	0.333333	0.666667	0.444444
PXD018117	qx017087.raw	ExperimentalDesign	4	2	1	3	1	0.250000	0.500000	0.333333
PXD018117	qx017088.raw	Biological	4	3	3	1	0	0.750000	1.000000	0.857143
PXD018117	qx017088.raw	Technical	12	6	4	8	2	0.333333	0.666667	0.444444
PXD018117	qx017088.raw	ExperimentalDesign	4	2	2	2	0	0.500000	1.000000	0.666667
PXD018117	qx017090.raw	Biological	4	3	3	1	0	0.750000	1.000000	0.857143
PXD018117	qx017090.raw	Technical	12	6	4	8	2	0.333333	0.666667	0.444444
