"paper_id","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD014472","BiologicalAgent","species","species","Drosophila melanogaster","True"
"PXD014472","BiologicalAgent","tissue","organ","ovaries","True"
"PXD014472","BiologicalAgent","cell_type","cell_type","","False"
"PXD014472","BiologicalAgent","disease_state","disease","normal","True"
"PXD014472","BiologicalAgent","sample_source","material_type","control flies","True"
"PXD014472","BiologicalAgent","age","age","3–5 d old","True"
"PXD014472","BiologicalAgent","anatomic_site_tumor","anatomic_site_tumor","","False"
"PXD014472","BiologicalAgent","BMI","BMI","","False"
"PXD014472","BiologicalAgent","cell_line","cell_line","","False"
"PXD014472","BiologicalAgent","sex","sex","","False"
"PXD014472","BiologicalAgent","strain","strain","w1118","True"
"PXD014472","BiologicalAgent","material_type","material_type","control flies","True"
"PXD014472","BiologicalAgent","developmental_stage","developmental_stage","","False"
"PXD014472","TechnicalAgent","acquisition_method","acquisition_method","","False"
"PXD014472","TechnicalAgent","alkylation_reagent","alkylation_reagent","","False"
"PXD014472","TechnicalAgent","alkylation_concentration","alkylation_concentration","","False"
"PXD014472","TechnicalAgent","cleavage_agent","cleavage_agent","","False"
"PXD014472","TechnicalAgent","collision_energy","collision_energy","","False"
"PXD014472","TechnicalAgent","enrichment_method","enrichment_method","","False"
"PXD014472","TechnicalAgent","fractionation_method","fractionation","","False"
"PXD014472","TechnicalAgent","fragmentation_method","fragmentation","","False"
"PXD014472","TechnicalAgent","instrument","instrument","Q Exactive","True"
"PXD014472","TechnicalAgent","ionization_type","ionization_type","","False"
"PXD014472","TechnicalAgent","labeling","label","label-free","True"
"PXD014472","TechnicalAgent","reduction_reagent","reduction_reagent","","False"
"PXD014472","TechnicalAgent","reduction_concentration","reduction_concentration","","False"
"PXD014472","ExperimentalDesignAgent","biological_replicate","replicates","pool of ~100 control flies | 1","True"
"PXD014472","ExperimentalDesignAgent","technical_replicate","technical_replicates","","False"
"PXD014472","ExperimentalDesignAgent","experimental_design","experimental_design","Nxf3 immunoprecipitation (IP) for protein identification","True"
"PXD014472","ExperimentalDesignAgent","factor_value","factor_value","genotype (w1118 control)","True"
"PXD014472","ExperimentalDesignAgent","number_of_fractions","fractions","1","True"
"PXD014472","ExperimentalDesignAgent","number_of_technical_replicates","technical_replicates","","False"
"PXD014472","ExperimentalDesignAgent","number_of_biological_replicates","replicates","pool of ~100 control flies | 1","True"
"PXD014472","ExperimentalDesignAgent","number_of_samples","number_of_samples","1","True"
