"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD010963","","strict","Biological","cell_line","cell_line","H9","True"
"PXD010963","","strict","Biological","cell_type","cell_type","embryonic stem cells","True"
"PXD010963","","strict","Biological","disease","disease","normal","True"
"PXD010963","","strict","Biological","species","species","Homo sapiens","True"
"PXD010963","","strict","ExperimentalDesign","factor_value","factor_value","TALE target (OCT4 targeting TALE, control GFP targeting TALE) | normal","True"
"PXD010963","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD010963","","strict","Technical","cleavage_agent","cleavage_agent","Trypsin","True"
"PXD010963","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD010963","","strict","Technical","instrument","instrument","LTQ-Orbitrap","True"
"PXD010963","","strict","Technical","label","label","label free","True"
"PXD010963","","strict","Technical","mass_analyzer","mass_analyzer","Orbitrap","True"
"PXD010963","","strict","Technical","modification","modification","monohydroxylated residue | deamidated residue | Deamidation (NQR) | Acetaldehyde +26 (HK,N-term) | Iodoacetamide derivative (CDEHKMSTUY,N-term)","True"
"PXD010963","","strict","Technical","reduction_reagent","reduction_reagent","dithiothreitol","True"
