"paper_id","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD022606","BiologicalAgent","species","species","Saccharomyces cerevisiae","True"
"PXD022606","BiologicalAgent","tissue","organ","","False"
"PXD022606","BiologicalAgent","cell_type","cell_type","","False"
"PXD022606","BiologicalAgent","disease_state","disease","","False"
"PXD022606","BiologicalAgent","sample_source","material_type","yeast proteome","True"
"PXD022606","BiologicalAgent","age","age","","False"
"PXD022606","BiologicalAgent","anatomic_site_tumor","anatomic_site_tumor","","False"
"PXD022606","BiologicalAgent","BMI","BMI","","False"
"PXD022606","BiologicalAgent","cell_line","cell_line","","False"
"PXD022606","BiologicalAgent","sex","sex","","False"
"PXD022606","BiologicalAgent","strain","strain","","False"
"PXD022606","BiologicalAgent","material_type","material_type","yeast proteome","True"
"PXD022606","BiologicalAgent","developmental_stage","developmental_stage","","False"
"PXD022606","TechnicalAgent","acquisition_method","acquisition_method","DIA; DDA","True"
"PXD022606","TechnicalAgent","alkylation_reagent","alkylation_reagent","","False"
"PXD022606","TechnicalAgent","alkylation_concentration","alkylation_concentration","","False"
"PXD022606","TechnicalAgent","cleavage_agent","cleavage_agent","LysC","True"
"PXD022606","TechnicalAgent","collision_energy","collision_energy","NCE of 30","True"
"PXD022606","TechnicalAgent","enrichment_method","enrichment_method","","False"
"PXD022606","TechnicalAgent","fractionation_method","fractionation","","False"
"PXD022606","TechnicalAgent","fragmentation_method","fragmentation","","False"
"PXD022606","TechnicalAgent","instrument","instrument","Q Exactive Plus","True"
"PXD022606","TechnicalAgent","ionization_type","ionization_type","","False"
"PXD022606","TechnicalAgent","labeling","label","Ac-IP tag","True"
"PXD022606","TechnicalAgent","reduction_reagent","reduction_reagent","","False"
"PXD022606","TechnicalAgent","reduction_concentration","reduction_concentration","","False"
"PXD022606","ExperimentalDesignAgent","biological_replicate","replicates","BSA and yeast proteome | 2","True"
"PXD022606","ExperimentalDesignAgent","technical_replicate","technical_replicates","1","True"
"PXD022606","ExperimentalDesignAgent","experimental_design","experimental_design","triplex-labeled quantification using various mixing ratios (1:1:1, 1:5:10, 10:5:1)","True"
"PXD022606","ExperimentalDesignAgent","factor_value","factor_value","isotope label (+0, +1, +2), mixing ratios","True"
"PXD022606","ExperimentalDesignAgent","number_of_fractions","fractions","1","True"
"PXD022606","ExperimentalDesignAgent","number_of_technical_replicates","technical_replicates","1","True"
"PXD022606","ExperimentalDesignAgent","number_of_biological_replicates","replicates","BSA and yeast proteome | 2","True"
"PXD022606","ExperimentalDesignAgent","number_of_samples","number_of_samples","5","True"
