source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD006233-Sample-1	homo sapiens	brain	ad + cvd, normal	6	not available	not available	run 1	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Elite	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (AD + CVD, Ctrl), fraction (soluble, particulate)	7 ppm	17 ppm	orbitrap	BA21_C1_P_07.raw	v1.1.0	HAMLET-agentic v0.1.0	ad + cvd, normal
PXD006233-Sample-2	homo sapiens	brain	ad + cvd, normal	6	not available	not available	run 2	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Elite	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (AD + CVD, Ctrl), fraction (soluble, particulate)	7 ppm	17 ppm	orbitrap	BA21_C1_S_06.raw	v1.1.0	HAMLET-agentic v0.1.0	ad + cvd, normal
PXD006233-Sample-3	homo sapiens	brain	ad + cvd, normal	6	not available	not available	run 3	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Elite	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (AD + CVD, Ctrl), fraction (soluble, particulate)	7 ppm	17 ppm	orbitrap	BA21_C1_S_26.raw	v1.1.0	HAMLET-agentic v0.1.0	ad + cvd, normal
PXD006233-Sample-4	homo sapiens	brain	ad + cvd, normal	6	not available	not available	run 4	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Elite	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (AD + CVD, Ctrl), fraction (soluble, particulate)	7 ppm	17 ppm	orbitrap	BA21_C2_P_05.raw	v1.1.0	HAMLET-agentic v0.1.0	ad + cvd, normal
PXD006233-Sample-5	homo sapiens	brain	ad + cvd, normal	6	not available	not available	run 5	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Elite	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (AD + CVD, Ctrl), fraction (soluble, particulate)	7 ppm	17 ppm	orbitrap	BA21_C2_S_04.raw	v1.1.0	HAMLET-agentic v0.1.0	ad + cvd, normal
PXD006233-Sample-6	homo sapiens	brain	ad + cvd, normal	6	not available	not available	run 6	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Elite	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (AD + CVD, Ctrl), fraction (soluble, particulate)	7 ppm	17 ppm	orbitrap	BA21_C3_P_05.raw	v1.1.0	HAMLET-agentic v0.1.0	ad + cvd, normal
PXD006233-Sample-7	homo sapiens	brain	ad + cvd, normal	6	not available	not available	run 7	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Elite	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (AD + CVD, Ctrl), fraction (soluble, particulate)	7 ppm	17 ppm	orbitrap	BA21_C3_P_12.raw	v1.1.0	HAMLET-agentic v0.1.0	ad + cvd, normal
PXD006233-Sample-8	homo sapiens	brain	ad + cvd, normal	6	not available	not available	run 8	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Elite	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (AD + CVD, Ctrl), fraction (soluble, particulate)	7 ppm	17 ppm	orbitrap	BA21_C3_P_14.raw	v1.1.0	HAMLET-agentic v0.1.0	ad + cvd, normal
PXD006233-Sample-9	homo sapiens	brain	ad + cvd, normal	6	not available	not available	run 9	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Elite	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (AD + CVD, Ctrl), fraction (soluble, particulate)	7 ppm	17 ppm	orbitrap	BA21_C3_P_20.raw	v1.1.0	HAMLET-agentic v0.1.0	ad + cvd, normal
PXD006233-Sample-10	homo sapiens	brain	ad + cvd, normal	6	not available	not available	run 10	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Elite	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (AD + CVD, Ctrl), fraction (soluble, particulate)	7 ppm	17 ppm	orbitrap	BA21_C3_P_24.raw	v1.1.0	HAMLET-agentic v0.1.0	ad + cvd, normal
PXD006233-Sample-11	homo sapiens	brain	ad + cvd, normal	6	not available	not available	run 11	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Elite	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (AD + CVD, Ctrl), fraction (soluble, particulate)	7 ppm	17 ppm	orbitrap	BA21_C3_P_27.raw	v1.1.0	HAMLET-agentic v0.1.0	ad + cvd, normal
PXD006233-Sample-12	homo sapiens	brain	ad + cvd, normal	6	not available	not available	run 12	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Orbitrap Elite	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (AD + CVD, Ctrl), fraction (soluble, particulate)	7 ppm	17 ppm	orbitrap	BA21_C3_S_20.raw	v1.1.0	HAMLET-agentic v0.1.0	ad + cvd, normal
