"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD030213","","strict","Biological","cell_line","cell_line","HEK293","True"
"PXD030213","","strict","Biological","disease","disease","normal","True"
"PXD030213","","strict","Biological","organ","organ","kidney","True"
"PXD030213","","strict","Biological","species","species","Homo sapiens","True"
"PXD030213","","strict","ExperimentalDesign","factor_value","factor_value","treatment (MG-132 only, MG-132 plus TL12–186) | normal","True"
"PXD030213","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD030213","","strict","Technical","alkylation_reagent","alkylation_reagent","chloroacetamide","True"
"PXD030213","","strict","Technical","cleavage_agent","cleavage_agent","Trypsin","True"
"PXD030213","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD030213","","strict","Technical","instrument","instrument","Orbitrap Exploris 480","True"
"PXD030213","","strict","Technical","label","label","TMT126 | TMT127N | TMT127C | TMT128N | TMT128C | TMT129N | TMT129C | TMT130N | TMT130C | TMT131N | TMT131C | TMT132N | TMT132C | TMT133N | TMT133C | TMT134N","True"
"PXD030213","","strict","Technical","mass_analyzer","mass_analyzer","Orbitrap","True"
"PXD030213","","strict","Technical","modification","modification","ubiquitinylated lysine | TMTpro 16plex Tandem Mass Tag (HKSTY,N-term) | ubiquitinylation residue (CKST) | Beta elimination of modified S or T followed by Michael addition of labelled DTT (ST) | Iodoacetamide derivative (CDEHKMSTUY,N-term) | Representative mass and accurate mass for 113, 114, 116 & 117 (CHKSTY,N-term)","True"
"PXD030213","","strict","Technical","reduction_reagent","reduction_reagent","tris(2-carboxyethyl)phosphine","True"
