"paper_id","source","mode","agent","annotation_type","extracted_value","all_values_for_field","verdict","type_mismatch","correct_type","value_correct","value_complete","hallucination","technical_origin","inference","error_category","issue_summary","corrected_value"
"PXD026139","","strict","Biological","cell_type","hematopoietic cells","hematopoietic cells","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value ""hematopoietic cells"" describes a cell lineage/type, which matches the field definition.
SOURCE CHECK: The value is explicitly mentioned in the title (""human hematopoietic cells"") and abstract (""21 cell types... from human blood and bone marrow"") as the source of the proteoforms analyzed by mass spectrometry.
TRUTH CHECK: The value is factually correct as the study focuses on mapping proteoforms in human hematopoietic cells.
COMPLETENESS CHECK: The paper mentions ""21 cell types"", and while ""hematopoietic cells"" is the overarching category, the provided set is a correct high-level description of the samples analyzed.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD026139","","strict","Biological","disease","acute rejection","acute rejection","medium","False","","True","False","False","False","","incomplete","TYPE CHECK: The candidate value ""acute rejection"" is a disease state/diagnosis, which matches the field definition.
SOURCE CHECK: The value is present in the text, specifically in the context of identifying signatures that distinguish ""normal graft function from acute rejection"" in liver transplantation.
TRUTH CHECK: The value is factually correct as it is explicitly mentioned as a condition being interrogated using the Blood Proteoform Atlas.
COMPLETENESS CHECK: The full set contains ""acute rejection"", but the text also mentions ""normal graft function"" (which falls under the safe default of ""normal""/""healthy"") and ""other causes of graft dysfunction"".
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: no
HALLUCINATED: no
VERDICT: medium
CORRECTED_VALUE: acute rejection, normal, graft dysfunction","acute rejection, normal, graft dysfunction"
"PXD026139","","strict","Biological","organ","blood, bone marrow","blood, bone marrow","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value consists of tissues/organs, which matches the definition of the 'organ' field.
SOURCE CHECK: The values are explicitly mentioned in the abstract as the sources of the cell types and plasma analyzed (""...across 21 cell types and plasma from human blood and bone marrow"").
TRUTH CHECK: The values are factually correct based on the provided text.
COMPLETENESS CHECK: The full set of extracted values covers the biological sources described in the text.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD026139","","strict","Biological","species","Homo sapiens","Homo sapiens","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value ""Homo sapiens"" is a scientific name for a species, which matches the field definition.
SOURCE CHECK: The paper explicitly mentions ""human hematopoietic cells"", ""human genes"", and ""human blood and bone marrow"" in the context of the proteoform atlas.
TRUTH CHECK: ""Homo sapiens"" is the scientific name for humans, and the study is explicitly about human samples.
COMPLETENESS CHECK: The full set contains ""Homo sapiens"", which exhaustively covers the species described in the paper.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD026139","","strict","ExperimentalDesign","factor_value","cell type (21 types, plasma)","cell type (21 types, plasma) | acute rejection","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value describes the experimental variable (cell type) and its levels, which is the correct category for a factor_value.
SOURCE CHECK: The text explicitly mentions ""21 cell types and plasma from human blood and bone marrow"" as the source of the proteoforms.
TRUTH CHECK: The value accurately reflects the experimental design described in the abstract.
COMPLETENESS CHECK: The full set of extracted values includes both the primary mapping (cell types/plasma) and the clinical application context (acute rejection), covering the experimental axes mentioned.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD026139","","strict","ExperimentalDesign","factor_value","acute rejection","cell type (21 types, plasma) | acute rejection","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value is a disease state/condition, which is a correct category for a factor_value.
SOURCE CHECK: The value ""acute rejection"" is explicitly mentioned in the abstract as a condition used to distinguish proteoform signatures in the context of liver transplantation.
TRUTH CHECK: The value is factually correct as it describes one of the clinical conditions interrogated using the Blood Proteoform Atlas.
COMPLETENESS CHECK: The full set of extracted values covers both the primary mapping (cell types/plasma) and the clinical application (acute rejection), which reflects the scope of the provided text.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD026139","","strict","Technical","acquisition_method","data-independent acquisition","","low","False","","False","False","True","False","","hallucinated","TYPE CHECK: The candidate value is a valid MS acquisition scheme.
SOURCE CHECK: The provided text (title, abstract, and methods) does not mention the acquisition method used.
TRUTH CHECK: The value is not present in the provided text.
COMPLETENESS CHECK: The full set of extracted values is not supported by the text.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: yes
VERDICT: low
CORRECTED_VALUE: NONE",""
"PXD026139","","strict","Technical","fragmentation","beam-type collision-induced dissociation","","low","False","","False","False","True","False","","hallucinated","TYPE CHECK: The candidate value is a specific fragmentation method, which matches the field definition.
SOURCE CHECK: The provided paper text (title, abstract, and methods) does not mention the fragmentation method used.
TRUTH CHECK: The value is not present in the provided text.
COMPLETENESS CHECK: The full set of extracted values is not supported by the text.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: yes
VERDICT: low
CORRECTED_VALUE: NONE",""
"PXD026139","","strict","Technical","instrument","Orbitrap Elite","","low","False","","False","False","True","False","","hallucinated","TYPE CHECK: The candidate value is a mass spectrometer model, which matches the definition of the instrument field.
SOURCE CHECK: The candidate value ""Orbitrap Elite"" is not mentioned anywhere in the provided paper text (title, abstract, or methods).
TRUTH CHECK: The value cannot be verified as correct because it is absent from the text.
COMPLETENESS CHECK: The full set contains only this value, which is not supported by the text.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: yes
VERDICT: low
CORRECTED_VALUE: NONE",""
"PXD026139","","strict","Technical","label","label free","label free","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value ""label free"" belongs to the category of labeling methods.
SOURCE CHECK: The paper text does not mention any isobaric, metabolic, or chemical labeling (such as TMT, SILAC, or iTRAQ).
TRUTH CHECK: Since no labeling is described, ""label-free"" is a safe default and is factually correct for this experiment.
COMPLETENESS CHECK: The full set of extracted values is exhaustive as no other labeling method is mentioned.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
