sdrf row	source name	logical field	sdrf header	selected value	selected source	evidence	agent status	agent confidence	judge verdict	judge hallucination	judge type mismatch	judge corrected value	resolution rule	assessment state
1	PXD016311-Sample-1	source_name	source name	PXD016311-Sample-1	derived								legacy_derivation	derived
1	PXD016311-Sample-1	organism	characteristics[organism]	Homo sapiens	biological_agent	Proteins were extracted from an adult female of O. lupi using the TriPure (Roche Molecular Biochemicals, Basel, Switzerland) protocol as described below and quantified (0.55 μg/μl) using the QUBIT Protein Assay kit (Foster City, California, USA) according to the manufacturer instructions and subjected to SDS-PAGE and Western Blotting as previously described.	DISAGREE_SPLIT	0.7999974250793457					source_precedence:biological_agent	derived
1	PXD016311-Sample-1	organism_part	characteristics[organism part]	eye, skin	biological_agent	Proteins were extracted from an adult female of O. lupi using the TriPure (Roche Molecular Biochemicals, Basel, Switzerland) protocol as described below and quantified (0.55 μg/μl) using the QUBIT Protein Assay kit (Foster City, California, USA) according to the manufacturer instructions and subjected to SDS-PAGE and Western Blotting as previously described.	LLM_ONLY	0.5	low	False	True	eye, skin	source_precedence:biological_agent	derived
1	PXD016311-Sample-1	biological_replicate	characteristics[biological replicate]	1	experimental_design_agent	Proteins were extracted from an adult female of O. lupi	LLM_ONLY	0.5	high	False	False		source_precedence:experimental_design_agent	derived
1	PXD016311-Sample-1	sex	characteristics[sex]	male	biological_agent	Onchocerca lupi female (n = 3) and male (n = 2) specimens have been isolated from the eye of an infected dog (3-year-old, male) that died accidentally in Algarve region (southern Portugal) where O. lupi is known to occur.	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived
1	PXD016311-Sample-1	age	characteristics[age]	3-year-old	biological_agent	Onchocerca lupi female (n = 3) and male (n = 2) specimens have been isolated from the eye of an infected dog (3-year-old, male) that died accidentally in Algarve region (southern Portugal) where O. lupi is known to occur.	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived
1	PXD016311-Sample-1	assay_name	assay name	run 1	derived								legacy_derivation	derived
1	PXD016311-Sample-1	technology_type	technology type	proteomic profiling by mass spectrometry	derived								legacy_derivation	derived
1	PXD016311-Sample-1	acquisition	comment[proteomics data acquisition method]	NT=data-dependent acquisition;AC=PRIDE:0000627	runassessor								source_precedence:runassessor	derived
1	PXD016311-Sample-1	label	comment[label]	label free sample	technical_agent				high	False	False		source_precedence:technical_agent	derived
1	PXD016311-Sample-1	instrument	comment[instrument]	NT=Q Exactive HF;AC=MS:1002523	runassessor								source_precedence:runassessor	derived
1	PXD016311-Sample-1	cleavage_agent	comment[cleavage agent details]	NT=Trypsin;AC=MS:1001251	derived								legacy_derivation	derived
1	PXD016311-Sample-1	fraction_identifier	comment[fraction identifier]	1	experimental_design_agent		LLM_ONLY	0.5	high	False	False		source_precedence:experimental_design_agent	derived
1	PXD016311-Sample-1	technical_replicate	comment[technical replicate]	1	derived								fallback	not_assessed
1	PXD016311-Sample-1	dissociation	comment[dissociation method]	NT=beam-type collision-induced dissociation;AC=MS:1000422	runassessor								source_precedence:runassessor	derived
1	PXD016311-Sample-1	factor_value	factor value[experimental design]	species (Onchocerca lupi)	experimental_design_agent	Proteins were extracted from an adult female of O. lupi	LLM_ONLY	0.5					source_precedence:experimental_design_agent	derived
1	PXD016311-Sample-1	modification	comment[modification parameters]	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	derived								legacy_derivation	derived
1	PXD016311-Sample-1	modification	comment[modification parameters]	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	derived								legacy_derivation	derived
1	PXD016311-Sample-1	precursor_tolerance	comment[precursor mass tolerance]	10 ppm	derived								legacy_derivation	derived
1	PXD016311-Sample-1	fragment_tolerance	comment[fragment mass tolerance]	20 mmu	derived								legacy_derivation	derived
1	PXD016311-Sample-1	ms2_analyzer	comment[ms2 mass analyzer]	orbitrap	derived								legacy_derivation	derived
1	PXD016311-Sample-1	collision_energy	comment[collision energy]	25 NCE	derived								legacy_derivation	derived
1	PXD016311-Sample-1	data_file	comment[data file]	GS_L_02.raw	derived								legacy_derivation	derived
1	PXD016311-Sample-1	sdrf_version	comment[sdrf version]	v1.1.0	derived								legacy_derivation	derived
1	PXD016311-Sample-1	annotation_tool	comment[sdrf annotation tool]	HAMLET-agentic v0.1.0	derived								legacy_derivation	derived
2	PXD016311-Sample-2	source_name	source name	PXD016311-Sample-2	derived								legacy_derivation	derived
2	PXD016311-Sample-2	organism	characteristics[organism]	Homo sapiens	biological_agent	Proteins were extracted from an adult female of O. lupi using the TriPure (Roche Molecular Biochemicals, Basel, Switzerland) protocol as described below and quantified (0.55 μg/μl) using the QUBIT Protein Assay kit (Foster City, California, USA) according to the manufacturer instructions and subjected to SDS-PAGE and Western Blotting as previously described.	DISAGREE_SPLIT	0.7999974250793457					source_precedence:biological_agent	derived
2	PXD016311-Sample-2	organism_part	characteristics[organism part]	eye, skin	biological_agent	Proteins were extracted from an adult female of O. lupi using the TriPure (Roche Molecular Biochemicals, Basel, Switzerland) protocol as described below and quantified (0.55 μg/μl) using the QUBIT Protein Assay kit (Foster City, California, USA) according to the manufacturer instructions and subjected to SDS-PAGE and Western Blotting as previously described.	LLM_ONLY	0.5	low	False	True	eye, skin	source_precedence:biological_agent	derived
2	PXD016311-Sample-2	biological_replicate	characteristics[biological replicate]	1	experimental_design_agent	Proteins were extracted from an adult female of O. lupi	LLM_ONLY	0.5	high	False	False		source_precedence:experimental_design_agent	derived
2	PXD016311-Sample-2	sex	characteristics[sex]	male	biological_agent	Onchocerca lupi female (n = 3) and male (n = 2) specimens have been isolated from the eye of an infected dog (3-year-old, male) that died accidentally in Algarve region (southern Portugal) where O. lupi is known to occur.	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived
2	PXD016311-Sample-2	age	characteristics[age]	3-year-old	biological_agent	Onchocerca lupi female (n = 3) and male (n = 2) specimens have been isolated from the eye of an infected dog (3-year-old, male) that died accidentally in Algarve region (southern Portugal) where O. lupi is known to occur.	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived
