"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD060323","","strict","Biological","cell_type","cell_type","neurons","True"
"PXD060323","","strict","Biological","disease","disease","plxna2−/−","True"
"PXD060323","","strict","Biological","organ","organ","hippocampus","True"
"PXD060323","","strict","Biological","species","species","Mus musculus","True"
"PXD060323","","strict","ExperimentalDesign","factor_value","factor_value","genotype (WT, Plxna2−/−) | plxna2−/−","True"
"PXD060323","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD060323","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD060323","","strict","Technical","instrument","instrument","Orbitrap Fusion Lumos","True"
"PXD060323","","strict","Technical","label","label","label free","True"
"PXD060323","","strict","Technical","mass_analyzer","mass_analyzer","Orbitrap","True"
