"paper_id","agent","annotation_type","extracted_value","all_values_for_field","verdict","type_mismatch","correct_type","value_correct","value_complete","hallucination","issue_summary","corrected_value"
"PXD001805","BiologicalAgent","species","Homo sapiens","Homo sapiens","high","False","","True","True","False","TYPE CHECK: The candidate value is a scientific name for a species, which matches the field definition.
SOURCE CHECK: The paper explicitly mentions ""human cells"", ""human fibrosarcoma cell line"", and ""human proteins in the Uniprot/Swiss-Prot database"".
TRUTH CHECK: The proteomics experiment used HeLa and 2fTGH cells, which are human (Homo sapiens).
COMPLETENESS CHECK: The proteomics analysis focused on human proteins; while mice were used in other parts of the study, the MS data described is from human cell lines.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD001805","BiologicalAgent","organ","cervix","","low","False","","False","False","True","TYPE CHECK:        The candidate value ""cervix"" is a valid organ/tissue type.
SOURCE CHECK:      The paper mentions the use of HeLa cells, which are derived from a human cervical carcinoma, but the word ""cervix"" does not appear in the text.
TRUTH CHECK:       While HeLa cells originate from the cervix, the experimental material used in the proteomics (SILAC) was the HeLa cell line, not the organ itself.
COMPLETENESS CHECK: The full set contains only ""cervix"", which is an incorrect attribution of the material source.
TYPE_CORRECT:      yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT:     no
VALUE_COMPLETE:    no
HALLUCINATED:      yes
VERDICT:           low
CORRECTED_VALUE:   NONE",""
"PXD001805","BiologicalAgent","cell_type","epithelial cell","epithelial cell","medium","False","","True","False","False","TYPE CHECK:        The candidate value ""epithelial cell"" describes a cell lineage/type, which matches the field definition.
SOURCE CHECK:      The paper mentions ""several human epithelial cell lines"" in the Results section under ""Cytosolic Listeria induces ISG15"".
TRUTH CHECK:       The text explicitly refers to the use of human epithelial cell lines.
COMPLETENESS CHECK: The full set contains only ""epithelial cell"". However, the paper primarily uses HeLa cells (a cervical cancer cell line), 2fTGH (fibrosarcoma), and MEFs (embryonic fibroblasts). While ""epithelial cell"" is mentioned, the primary experimental work is done in these specific cell lines. However, since the pipeline extracted ""epithelial cell"" based on the text, it is a valid extraction of a cell type mentioned.

TYPE_CORRECT:      yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT:     yes
VALUE_COMPLETE:    no
HALLUCINATED:      no
VERDICT:           medium
CORRECTED_VALUE:   [""epithelial cell"", ""fibroblasts""]","epithelial cell, fibroblasts"
"PXD001805","BiologicalAgent","disease","cervical adenocarcinoma","","low","False","","False","False","True","TYPE CHECK:        The candidate value is a disease/diagnosis, which matches the field definition.
SOURCE CHECK:      The term ""cervical adenocarcinoma"" does not appear in the provided paper text.
TRUTH CHECK:       The paper uses HeLa cells, which are derived from cervical adenocarcinoma, but the study is about *Listeria monocytogenes* infection and the role of ISG15, not the disease state of the cells themselves.
COMPLETENESS CHECK: The value is not supported by the text.
TYPE_CORRECT:      yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT:     no
VALUE_COMPLETE:    no
HALLUCINATED:      yes
VERDICT:           low
CORRECTED_VALUE:   NONE",""
"PXD001805","BiologicalAgent","material_type","HeLa cells","","low","True","","False","False","False","TYPE CHECK:        The candidate value ""HeLa cells"" is a specific cell line, but the field definition requires a ""Broad material class"" (e.g., ""cell line"").
SOURCE CHECK:      HeLa cells are explicitly mentioned as being used in the study.
TRUTH CHECK:       It is factually correct that HeLa cells were used.
COMPLETENESS CHECK: The full set only contains ""HeLa cells"", but the paper also uses ""2fTGH"" (cell line), ""MEFs"" (primary cells), and ""liver/spleen"" (tissue).
TYPE_CORRECT:      no
CORRECT_TYPE_NAME: material_type
VALUE_CORRECT:     no
VALUE_COMPLETE:    no
HALLUCINATED:      no
VERDICT:           low
CORRECTED_VALUE:   [""cell line"", ""primary cells"", ""tissue""]","cell line, primary cells, tissue"
"PXD001805","BiologicalAgent","cell_line","HeLa","HeLa","medium","False","","True","False","False","TYPE CHECK:        The candidate value ""HeLa"" is a name of an immortalized cell line, which matches the field definition.
SOURCE CHECK:      The text explicitly mentions ""we infected HeLa cells with Listeria"" and ""HeLa cells (ATCC, CCL-2) were grown in MEM"".
TRUTH CHECK:       The value is factually correct as HeLa cells were used in the experiments.
COMPLETENESS CHECK: The paper also mentions ""2fTGH"", ""U5A"", ""Lovo"", and ""293T"" cells, which are all immortalized cell lines used in the study. The current set is incomplete.
TYPE_CORRECT:      yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT:     yes
VALUE_COMPLETE:    no
HALLUCINATED:      no
VERDICT:           medium
CORRECTED_VALUE:   [""HeLa"", ""2fTGH"", ""U5A"", ""Lovo"", ""293T""]",""
"PXD001805","TechnicalAgent","instrument","Q Exactive","Q Exactive","high","False","","True","True","False","TYPE CHECK:        The candidate value is a mass spectrometer model, which matches the required category.
SOURCE CHECK:      The paper explicitly mentions a ""Q Exactive mass spectrometer"" in the LC-MS/MS section.
TRUTH CHECK:       The value is factually correct as stated in the text.
COMPLETENESS CHECK: The full set contains the only mass spectrometer mentioned in the paper.
TYPE_CORRECT:      yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT:     yes
VALUE_COMPLETE:    yes
HALLUCINATED:      no
VERDICT:           high
CORRECTED_VALUE:   NONE",""
"PXD001805","TechnicalAgent","label","SILAC","SILAC","high","False","","True","True","False","TYPE CHECK:        The candidate value ""SILAC"" is a metabolic labeling method, which matches the field definition.
SOURCE CHECK:      The paper explicitly mentions ""We made use of stable isotope labeling in tissue culture (SILAC)"" in the abstract and describes the SILAC labeling process in the methods section.
TRUTH CHECK:       The use of SILAC for the proteomic identification of ISGylated proteins is factually correct as described in the text.
COMPLETENESS CHECK: The full set of extracted values contains ""SILAC"", which is the only labeling method used for the mass spectrometry experiments in this study.
TYPE_CORRECT:      yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT:     yes
VALUE_COMPLETE:    yes
HALLUCINATED:      no
VERDICT:           high
CORRECTED_VALUE:   NONE",""
"PXD001805","ExperimentalDesignAgent","replicates","3 cell populations (Control, ISG15-expressing, ISG15-expressing + IFN)","3","low","True","","False","False","False","TYPE CHECK:        No. The candidate value describes experimental groups/conditions, not the number of biological replicates.
SOURCE CHECK:      The text mentions ""three"" in the context of SILAC multiplicity (channels), but the candidate value specifically lists the experimental conditions.
TRUTH CHECK:       Incorrect. The candidate value identifies the three different cell populations used in the SILAC experiment, which are experimental groups, not biological replicates.
COMPLETENESS CHECK: The full set contains ""3"", which is a numeric count, but the candidate value is a description of conditions. The paper does not explicitly state the number of biological replicates for the proteomics experiment (though it mentions triplicate for RNASeq).

TYPE_CORRECT:      no
CORRECT_TYPE_NAME: replicates
VALUE_CORRECT:     no
VALUE_COMPLETE:    no
HALLUCINATED:      no
VERDICT:           low
CORRECTED_VALUE:   NONE",""
"PXD001805","ExperimentalDesignAgent","replicates","3","3","high","False","","True","True","False","TYPE CHECK:        The candidate value ""3"" is a numeric count, which is the correct category for the replicates field.
SOURCE CHECK:      The paper mentions in the RNASeq section that ""The experiment was performed in triplicate,"" which supports the value 3.
TRUTH CHECK:       The value is factually correct based on the RNASeq experimental description.
COMPLETENESS CHECK: The full set of extracted values includes ""3"" and a description of the three experimental conditions (Control, ISG15-expressing, ISG15-expressing + IFN). While the latter describes the experimental groups rather than the number of replicates, the value ""3"" correctly captures the biological replication mentioned in the text.
TYPE_CORRECT:      yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT:     yes
VALUE_COMPLETE:    yes
HALLUCINATED:      no
VERDICT:           high
CORRECTED_VALUE:   NONE",""
