"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD047758","","strict","Biological","species","species","Homo sapiens","True"
"PXD047758","","strict","ExperimentalDesign","factor_value","factor_value","b5 variant (WT, T70C, K19C, K24C, K33C, K39C, K77C)","True"
"PXD047758","","strict","ExperimentalDesign","fractions","fractions","1","True"
"PXD047758","","strict","ExperimentalDesign","replicates","replicates","1","True"
"PXD047758","","strict","ExperimentalDesign","technical_replicates","technical_replicates","1","True"
"PXD047758","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD047758","","strict","Technical","cleavage_agent","cleavage_agent","Trypsin","True"
"PXD047758","","strict","Technical","fragment_mass_tolerance","fragment_mass_tolerance","20 ppm","True"
"PXD047758","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD047758","","strict","Technical","instrument","instrument","Orbitrap Exploris 480","True"
"PXD047758","","strict","Technical","label","label","label free","True"
"PXD047758","","strict","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD047758","","strict","Technical","modification","modification","Carbamidomethyl (C) | Oxidation (M) | Deamidation (NQ) | Acetaldehyde +26 (H) | Acetyl (K) | not applicable","True"
"PXD047758","","strict","Technical","precursor_mass_tolerance","precursor_mass_tolerance","20 ppm","True"
"PXD047758","","strict","Technical","reduction_reagent","reduction_reagent","dithiothreitol","True"
