"paper_id","agent","annotation_type","extracted_value","all_values_for_field","verdict","type_mismatch","correct_type","value_correct","value_complete","hallucination","issue_summary","corrected_value"
"PXD073162","BiologicalAgent","species","S. clava","S. clava","high","False","","True","True","False","TYPE CHECK:        The candidate value is a scientific name of an organism, which matches the species field definition.
SOURCE CHECK:      The value ""S. clava"" (and the full name ""Styela clava"") is explicitly mentioned throughout the paper.
TRUTH CHECK:       The value is factually correct as the primary source organism for the proteomics experiment.
COMPLETENESS CHECK: The full set of extracted values contains the primary species studied in the IP-MS experiment.
TYPE_CORRECT:      yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT:     yes
VALUE_COMPLETE:    yes
HALLUCINATED:      no
VERDICT:           high
CORRECTED_VALUE:   NONE",""
"PXD073162","BiologicalAgent","organ","endostyle","endostyle","high","False","","True","True","False","TYPE CHECK:        The candidate value ""endostyle"" is a tissue/organ, which matches the field definition.
SOURCE CHECK:      The text explicitly mentions ""endostyle tissue was isolated from S. clava adult"" and ""immunoprecipitation coupled with mass spectrometry (IP-MS) was conducted to precipitate the immunolabeled protein(s) within the endostyle tissue lysates"".
TRUTH CHECK:       The value is factually correct as the IP-MS experiment used endostyle tissue.
COMPLETENESS CHECK: The full set contains ""endostyle"", which is the only tissue used for the mass spectrometry experiment described in the paper.
TYPE_CORRECT:      yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT:     yes
VALUE_COMPLETE:    yes
HALLUCINATED:      no
VERDICT:           high
CORRECTED_VALUE:   NONE",""
"PXD073162","BiologicalAgent","disease","normal","normal","high","False","","True","True","False","TYPE CHECK:        The candidate value ""normal"" belongs to the category of disease state/diagnosis for healthy controls.
SOURCE CHECK:      The paper describes the study of the basal chordate *Styela clava* and zebrafish without mentioning any disease or pathological condition; therefore, ""normal"" is a safe default.
TRUTH CHECK:       The subjects are healthy/wild-type organisms used for basic biological discovery.
COMPLETENESS CHECK: The full set of extracted values consists of ""normal"", which accurately reflects the state of the subjects in this study.
TYPE_CORRECT:      yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT:     yes
VALUE_COMPLETE:    yes
HALLUCINATED:      no
VERDICT:           high
CORRECTED_VALUE:   NONE",""
"PXD073162","BiologicalAgent","material_type","S. clava adults","","low","True","","False","False","False","TYPE CHECK: No, the candidate value is a specific sample description (species + age/stage) rather than a broad material class.
SOURCE CHECK: Yes, the text mentions ""S. clava adult"" in the sample collection section.
TRUTH CHECK: While the source is correct, the value does not follow the required categories defined for `material_type`.
COMPLETENESS CHECK: The full set is incomplete because it provides a sample description instead of the material class (e.g., ""tissue"").
TYPE_CORRECT: no
CORRECT_TYPE_NAME: material_type
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: no
VERDICT: low
CORRECTED_VALUE: [""tissue""]","tissue"
"PXD073162","BiologicalAgent","age","adults","adults","high","False","","True","True","False","TYPE CHECK:        The candidate value ""adults"" describes the developmental stage/age of the donor.
SOURCE CHECK:      The text explicitly mentions ""S. clava adult"" in the Sample collection and IP-MS sections.
TRUTH CHECK:       The value is factually correct as adult endostyle tissue was used for the IP-MS experiment.
COMPLETENESS CHECK: The paper also uses ""larvae"" and ""embryos"" for other experiments, but for the proteomics (IP-MS) part of the study, only adults are mentioned.
TYPE_CORRECT:      yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT:     yes
VALUE_COMPLETE:    yes
HALLUCINATED:      no
VERDICT:           high
CORRECTED_VALUE:   NONE",""
"PXD073162","BiologicalAgent","sex","hermaphroditic","hermaphroditic","high","False","","True","True","False","TYPE CHECK:        The candidate value describes the sexual nature of the organism, which fits the category of donor sex.
SOURCE CHECK:      The paper explicitly states in the Methods section: ""S. clava is a hermaphroditic species.""
TRUTH CHECK:       The value is factually correct as per the text.
COMPLETENESS CHECK: The full set contains the only mention of the species' sex/reproductive nature in the text.
TYPE_CORRECT:      yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT:     yes
VALUE_COMPLETE:    yes
HALLUCINATED:      no
VERDICT:           high
CORRECTED_VALUE:   NONE",""
"PXD073162","TechnicalAgent","instrument","Q Exactive HF-X","","low","False","","False","False","True","TYPE CHECK:        The candidate value is a mass spectrometer model, which matches the required category.
SOURCE CHECK:      The paper text mentions a ""Q Exactive HF mass spectrometer"", but it does not mention the ""HF-X"" model specifically.
TRUTH CHECK:       The value ""Q Exactive HF-X"" is a specific model variant that is not explicitly stated in the text; the text only specifies ""Q Exactive HF"".
COMPLETENESS CHECK:The full set contains only this value, but it is slightly inaccurate compared to the text.
TYPE_CORRECT:      yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT:     no
VALUE_COMPLETE:    no
HALLUCINATED:      yes
VERDICT:           low
CORRECTED_VALUE:   [""Q Exactive HF""]","Q Exactive HF"
"PXD073162","TechnicalAgent","label","label-free","label-free","high","False","","True","True","False","TYPE CHECK:        The candidate value ""label-free"" is a valid category for the label field.
SOURCE CHECK:      The paper describes an IP-MS experiment but does not mention any isobaric or metabolic labeling (such as TMT or SILAC).
TRUTH CHECK:       Since no labeling method is mentioned, ""label-free"" is the correct safe default.
COMPLETENESS CHECK: The full set of extracted values is exhaustive as no other labeling methods were used.
TYPE_CORRECT:      yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT:     yes
VALUE_COMPLETE:    yes
HALLUCINATED:      no
VERDICT:           high
CORRECTED_VALUE:   NONE",""
"PXD073162","ExperimentalDesignAgent","replicates","2 independent biological replicates","2 independent biological replicates | 2","high","False","","True","True","False","TYPE CHECK:        The candidate value refers to the number of biological replicates, which matches the field definition.
SOURCE CHECK:      The text explicitly states in the IP-MS section: ""The experiments were performed with two independent biological replicates.""
TRUTH CHECK:       The value is factually correct based on the text.
COMPLETENESS CHECK: The full set of extracted values (""2 independent biological replicates"", ""2"") is exhaustive as it captures the only mention of biological replicates for the MS experiment.
TYPE_CORRECT:      yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT:     yes
VALUE_COMPLETE:    yes
HALLUCINATED:      no
VERDICT:           high
CORRECTED_VALUE:   NONE",""
"PXD073162","ExperimentalDesignAgent","replicates","2","2 independent biological replicates | 2","high","False","","True","True","False","TYPE CHECK:        The candidate value is a numeric count of biological replicates, which matches the field definition.
SOURCE CHECK:      The text explicitly states, ""The experiments were performed with two independent biological replicates"" in the IP-MS section.
TRUTH CHECK:       The value ""2"" is factually correct based on the provided text.
COMPLETENESS CHECK: The full set of extracted values (""2 independent biological replicates"", ""2"") accurately and exhaustively captures the information provided in the paper.
TYPE_CORRECT:      yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT:     yes
VALUE_COMPLETE:    yes
HALLUCINATED:      no
VERDICT:           high
CORRECTED_VALUE:   NONE",""
