"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD072078","","strict","Biological","age","age","11–13-week-old","True"
"PXD072078","","strict","Biological","disease","disease","sepsis","True"
"PXD072078","","strict","Biological","organ","organ","gastrocnemius muscle","True"
"PXD072078","","strict","Biological","sex","sex","male","True"
"PXD072078","","strict","Biological","species","species","Mus musculus","True"
"PXD072078","","strict","ExperimentalDesign","factor_value","factor_value","condition (sepsis) | sepsis","True"
"PXD072078","","strict","ExperimentalDesign","fractions","fractions","1","True"
"PXD072078","","strict","ExperimentalDesign","replicates","replicates","1","True"
"PXD072078","","strict","ExperimentalDesign","technical_replicates","technical_replicates","1","True"
"PXD072078","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD072078","","strict","Technical","fragment_mass_tolerance","fragment_mass_tolerance","0.5 Da","True"
"PXD072078","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD072078","","strict","Technical","instrument","instrument","Q Exactive Plus","True"
"PXD072078","","strict","Technical","label","label","label free","True"
"PXD072078","","strict","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD072078","","strict","Technical","modification","modification","Carbamidomethyl (C) | Oxidation (M) | Deamidation (NQ)","True"
"PXD072078","","strict","Technical","precursor_mass_tolerance","precursor_mass_tolerance","10 ppm","True"
