"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD020819","","strict","Biological","age","age","40 days","True"
"PXD020819","","strict","Biological","disease","disease","normal","True"
"PXD020819","","strict","Biological","organ","organ","root","True"
"PXD020819","","strict","Biological","species","species","Triticum aestivum","True"
"PXD020819","","strict","ExperimentalDesign","factor_value","factor_value","tissue (wheat root) | normal","True"
"PXD020819","","strict","ExperimentalDesign","fractions","fractions","4","True"
"PXD020819","","strict","ExperimentalDesign","replicates","replicates","3","True"
"PXD020819","","strict","ExperimentalDesign","technical_replicates","technical_replicates","1","True"
"PXD020819","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD020819","","strict","Technical","cleavage_agent","cleavage_agent","Trypsin","True"
"PXD020819","","strict","Technical","fragment_mass_tolerance","fragment_mass_tolerance","0.02 Da","True"
"PXD020819","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD020819","","strict","Technical","instrument","instrument","Q Exactive HF-X","True"
"PXD020819","","strict","Technical","label","label","label free","True"
"PXD020819","","strict","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD020819","","strict","Technical","modification","modification","Acetyldeoxyhypusine (K) | Michael addition of hydroxymethylvinyl ketone to cysteine (C)","True"
"PXD020819","","strict","Technical","precursor_mass_tolerance","precursor_mass_tolerance","10 ppm","True"
"PXD020819","","strict","Technical","reduction_reagent","reduction_reagent","dithiothreitol","True"
