"paper_id","source","mode","agent","annotation_type","extracted_value","all_values_for_field","verdict","type_mismatch","correct_type","value_correct","value_complete","hallucination","technical_origin","inference","error_category","issue_summary","corrected_value"
"PXD060381","hamlet_raw","inference","Biological","cell_line","ASC52telo","ASC52telo","high","False","","True","True","False","False","False","correct_explicit","TYPE CHECK: The candidate value is a named immortalized cell line, which matches the field definition.
SOURCE CHECK: The paper explicitly states that ASC52telo cells were used to generate the MSC-EVs, and the ""Mass Spectrometric Analysis of EVs"" section confirms that EV pellets from these MSCs (WT, NTC, and TSG-6) were the samples analyzed by mass spectrometry.
TRUTH CHECK: The value is factually correct as per the ""Human MSC Culture"" section.
COMPLETENESS CHECK: The full set contains the only cell line used to produce the samples analyzed by MS.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
INFERENCE: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD060381","hamlet_raw","inference","Biological","cell_type","mesenchymal stem cell","mesenchymal stem cell","high","False","","True","True","False","False","False","correct_explicit","TYPE CHECK: The candidate value ""mesenchymal stem cell"" describes a cell lineage/type, which matches the field definition.
SOURCE CHECK: The paper explicitly states that ""ASC52telo cells, an hTERT immortalized human adipose derived mesenchymal stem cell line"" were used to generate the EVs analyzed by mass spectrometry.
TRUTH CHECK: The value is factually correct as the source of the EVs analyzed by MS.
COMPLETENESS CHECK: The full set contains the only relevant cell type for the MS sample described in the paper.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
INFERENCE: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD060381","hamlet_raw","inference","Biological","disease","normal","normal","high","False","","True","True","False","False","False","correct_explicit","TYPE CHECK: The candidate value ""normal"" is a valid category for the disease field.
SOURCE CHECK: The MS experiment analyzed extracellular vesicles (EVs) derived from the ASC52telo cell line; this is a research cell line used to study the effect of TSG-6 activation, not a disease-model study.
TRUTH CHECK: Since the study is not comparing disease states but rather genetic modifications (CRISPR activation) in a standard immortalized cell line, ""normal"" is a correct safe default.
COMPLETENESS CHECK: The full set contains only ""normal"", which accurately reflects the lack of a disease state for the source material of the MS samples.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
INFERENCE: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD060381","hamlet_raw","inference","Biological","organ","adipose","adipose","high","False","","True","True","False","False","False","correct_explicit","TYPE CHECK: The candidate value ""adipose"" is a tissue/organ of origin, which matches the field definition.
SOURCE CHECK: The MS sample was derived from EVs produced by ASC52telo cells, which the text explicitly describes as an ""adipose derived mesenchymal stem cell line"".
TRUTH CHECK: The value is factually correct based on the description of the cell line used for the proteomics experiment.
COMPLETENESS CHECK: The full set contains the only relevant tissue of origin for the MS sample.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
INFERENCE: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD060381","hamlet_raw","inference","Biological","species","Homo sapiens","Homo sapiens","high","False","","True","True","False","False","False","correct_explicit","TYPE CHECK: The candidate value is a scientific name for a species, which matches the field definition.
SOURCE CHECK: The paper explicitly mentions ""human MSC line"" and ""human intervertebral disc (IVD) cells,"" and the MS analysis used the ""human UniProt database.""
TRUTH CHECK: The source organism for the analyzed extracellular vesicles (EVs) is human.
COMPLETENESS CHECK: The full set contains the only species involved in the MS experiment.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
INFERENCE: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD060381","hamlet_raw","inference","ExperimentalDesign","factor_value","TSG-6 activated vs control","TSG-6 activated vs control","high","False","","True","True","False","False","False","correct_explicit","TYPE CHECK: The candidate value describes an experimental contrast between two groups, which is a valid format for a factor_value.
SOURCE CHECK: The paper explicitly describes the comparison of ""TSG-6 activated EVs vs control EVs"" in the results and ""TSG-6 activated"" and ""NT"" (non-targeting) controls in the methods for the MS analysis.
TRUTH CHECK: The value accurately reflects the primary experimental comparison performed in the proteomics experiment.
COMPLETENESS CHECK: The full set contains the primary contrast described in the paper for the MS analysis.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
INFERENCE: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD060381","hamlet_raw","inference","ExperimentalDesign","fractions","1","1","high","False","","True","True","False","False","False","correct_explicit","TYPE CHECK: The candidate value is a numeric count, which is the correct category for the number of fractions.
SOURCE CHECK: The paper describes the sample preparation (S-Trap microcolumns, trypsin digestion) and LC-MS/MS analysis, but does not mention any offline fractionation step.
TRUTH CHECK: Since no fractionation is described, the safe default of ""1"" is correct.
COMPLETENESS CHECK: The value ""1"" fully covers the state of fractionation for this experiment.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
INFERENCE: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD060381","hamlet_raw","inference","ExperimentalDesign","replicates","3","3","high","False","","True","True","False","False","False","correct_explicit","TYPE CHECK: The candidate value is a numeric count, which matches the definition for the replicates field.
SOURCE CHECK: The paper explicitly states ""EV pellets from WT, NTC and TSG-6 MSCs were collected as described above and resuspended in 100 µl PBS (n = 3)"" in the Mass Spectrometric Analysis of EVs section.
TRUTH CHECK: The value ""3"" is factually correct as it matches the reported number of biological replicates for the MS samples.
COMPLETENESS CHECK: The full set contains the single correct value reported for the biological replicates of the proteomics experiment.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
INFERENCE: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD060381","hamlet_raw","inference","Other","collision_energy","25%","25%","high","False","","True","True","False","False","False","correct_explicit","TYPE CHECK: The candidate value is a percentage, which is a standard way to report normalized collision energy.
SOURCE CHECK: The value is explicitly stated in the ""Mass Spectrometric Analysis of EVs"" section: ""HCD collision energy was maintained at 25%"".
TRUTH CHECK: The value matches the text exactly.
COMPLETENESS CHECK: The full set contains the only collision energy value mentioned in the paper.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
INFERENCE: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD060381","hamlet_raw","inference","Other","developmental_stage","adult","adult","high","False","","True","True","False","False","True","inferred","TYPE CHECK: The candidate value ""adult"" is a valid developmental stage.
SOURCE CHECK: The paper describes the use of human intervertebral disc (IVD) cells from patients undergoing spinal surgery for disc herniation or DDD, which implies adult subjects.
TRUTH CHECK: It is factually correct that patients undergoing spinal surgery for these conditions are adults.
COMPLETENESS CHECK: The full set contains ""adult"", which covers the source material described.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
INFERENCE: yes
VERDICT: high
CORRECTED_VALUE: NONE",""
