source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD018594-Sample-1	chlorocebus	kidney	sars-cov-2-infected	epithelial cell	Vero E6	not available	1	not available	not available	run 1	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	MOI (0.01, 0.001), time-points (1, 2, 3, 4, 7 dpi)	7 ppm	10 ppm	orbitrap	Q10445_MS20-17_CoV2_J1MOI-01.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2-infected
PXD018594-Sample-2	chlorocebus	kidney	sars-cov-2-infected	epithelial cell	Vero E6	not available	1	not available	not available	run 2	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	MOI (0.01, 0.001), time-points (1, 2, 3, 4, 7 dpi)	7 ppm	10 ppm	orbitrap	Q10446_MS20-17_CoV2_J1MOI-001.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2-infected
PXD018594-Sample-3	chlorocebus	kidney	sars-cov-2-infected	epithelial cell	Vero E6	not available	1	not available	not available	run 3	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	MOI (0.01, 0.001), time-points (1, 2, 3, 4, 7 dpi)	7 ppm	10 ppm	orbitrap	Q10447_MS20-17_CoV2_J2MOI-01.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2-infected
PXD018594-Sample-4	chlorocebus	kidney	sars-cov-2-infected	epithelial cell	Vero E6	not available	1	not available	not available	run 4	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	MOI (0.01, 0.001), time-points (1, 2, 3, 4, 7 dpi)	7 ppm	10 ppm	orbitrap	Q10448_MS20-17_CoV2_J2MOI-001.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2-infected
PXD018594-Sample-5	chlorocebus	kidney	sars-cov-2-infected	epithelial cell	Vero E6	not available	1	not available	not available	run 5	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	MOI (0.01, 0.001), time-points (1, 2, 3, 4, 7 dpi)	7 ppm	10 ppm	orbitrap	Q10449_MS20-17_CoV2_J3MOI-01.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2-infected
PXD018594-Sample-6	chlorocebus	kidney	sars-cov-2-infected	epithelial cell	Vero E6	not available	1	not available	not available	run 6	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	MOI (0.01, 0.001), time-points (1, 2, 3, 4, 7 dpi)	7 ppm	10 ppm	orbitrap	Q10450_MS20-17_CoV2_J3MOI-001.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2-infected
PXD018594-Sample-7	chlorocebus	kidney	sars-cov-2-infected	epithelial cell	Vero E6	not available	1	not available	not available	run 7	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	MOI (0.01, 0.001), time-points (1, 2, 3, 4, 7 dpi)	7 ppm	10 ppm	orbitrap	Q10451_MS20-17_CoV2_J4MOI-01.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2-infected
PXD018594-Sample-8	chlorocebus	kidney	sars-cov-2-infected	epithelial cell	Vero E6	not available	1	not available	not available	run 8	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	MOI (0.01, 0.001), time-points (1, 2, 3, 4, 7 dpi)	7 ppm	10 ppm	orbitrap	Q10452_MS20-17_CoV2_J4MOI-001.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2-infected
PXD018594-Sample-9	chlorocebus	kidney	sars-cov-2-infected	epithelial cell	Vero E6	not available	1	not available	not available	run 9	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	MOI (0.01, 0.001), time-points (1, 2, 3, 4, 7 dpi)	7 ppm	10 ppm	orbitrap	Q10453_MS20-17_CoV2_J7MOI-01.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2-infected
PXD018594-Sample-10	chlorocebus	kidney	sars-cov-2-infected	epithelial cell	Vero E6	not available	1	not available	not available	run 10	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	MOI (0.01, 0.001), time-points (1, 2, 3, 4, 7 dpi)	7 ppm	10 ppm	orbitrap	Q10454_MS20-17_CoV2_J7MOI-001.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2-infected
PXD018594-Sample-11	chlorocebus	kidney	sars-cov-2-infected	epithelial cell	Vero E6	not available	1	not available	not available	run 11	proteomic profiling by mass spectrometry	data-dependent acquisition	label free sample	Q Exactive HF	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	MOI (0.01, 0.001), time-points (1, 2, 3, 4, 7 dpi)	7 ppm	10 ppm	orbitrap	Q10461_MS20-17_CoV2_J1MOI-01r.raw	v1.1.0	HAMLET-agentic v0.1.0	sars-cov-2-infected
