"paper_id","agent","annotation_type","extracted_value","all_values_for_field","verdict","type_mismatch","correct_type","value_correct","value_complete","hallucination","issue_summary","corrected_value"
"PXD024642","BiologicalAgent","species","Homo sapiens","Homo sapiens","medium","False","","True","False","False","TYPE CHECK:        The candidate value is a scientific name for a species, which matches the field definition.
SOURCE CHECK:      The paper uses HEK293T, HeLa, and U2OS cells, which are human-derived cell lines.
TRUTH CHECK:       The use of these human cell lines makes ""Homo sapiens"" a factually correct source organism for the experiments.
COMPLETENESS CHECK: The full set of extracted values only contains ""Homo sapiens"", but the paper also uses ""C57BL/6 J male mice"" (Mus musculus). Therefore, the set is incomplete.
TYPE_CORRECT:      yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT:     yes
VALUE_COMPLETE:    no
HALLUCINATED:      no
VERDICT:           medium
CORRECTED_VALUE:   [""Homo sapiens"", ""Mus musculus""]","Homo sapiens, Mus musculus"
"PXD024642","BiologicalAgent","organ","liver","liver","high","False","","True","True","False","TYPE CHECK:        The candidate value ""liver"" is a valid organ/tissue.
SOURCE CHECK:      The paper explicitly mentions ""mouse liver"" and ""livers of mice"" multiple times in the results and methods.
TRUTH CHECK:       The value is factually correct as liver tissue was used for in vivo experiments.
COMPLETENESS CHECK: The full set of extracted values (""liver"") covers the organ used in the in vivo portion of the study.
TYPE_CORRECT:      yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT:     yes
VALUE_COMPLETE:    yes
HALLUCINATED:      no
VERDICT:           high
CORRECTED_VALUE:   NONE",""
"PXD024642","BiologicalAgent","cell_type","epithelial cell","","low","False","","False","False","True","TYPE CHECK:        The candidate value ""epithelial cell"" is a cell type, which matches the field definition.
SOURCE CHECK:      The paper mentions HEK293T, HeLa, and U2OS cells, but it never explicitly mentions ""epithelial cell"" or describes the cells as such.
TRUTH CHECK:       While HEK293T, HeLa, and U2OS are derived from epithelial lineages, the paper does not use this term, and it is not a ""safe default"" or a direct synonym for the specific cell lines mentioned.
COMPLETENESS CHECK: The full set contains only this value, which is not supported by the text.
TYPE_CORRECT:      yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT:     no
VALUE_COMPLETE:    no
HALLUCINATED:      yes
VERDICT:           low
CORRECTED_VALUE:   NONE",""
"PXD024642","BiologicalAgent","disease","normal","normal","high","False","","True","True","False","TYPE CHECK: The candidate value ""normal"" is a valid category for the disease field, used to describe healthy controls.
SOURCE CHECK: The paper uses C57BL/6J mice and HEK293T, HeLa, and U2OS cell lines; while ""normal"" is not explicitly written, it is a safe default for the healthy control subjects/cells used in the study.
TRUTH CHECK: The experimental design involves comparing wild-type (normal) conditions against mutants or specific treatments (like mTOR inhibition), making ""normal"" a factually correct description of the control state.
COMPLETENESS CHECK: The full set contains only ""normal"", which accurately represents the baseline/control state described in the paper.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD024642","BiologicalAgent","material_type","cell line","cell line","medium","False","","True","False","False","TYPE CHECK:        The candidate value ""cell line"" is a valid category for the material_type field.
SOURCE CHECK:      The paper explicitly mentions the use of HEK293T, HeLa, and U2OS cells, which are standard cell lines.
TRUTH CHECK:       The use of these cell lines is factually correct as described in the ""Cell culture"" and ""Results"" sections.
COMPLETENESS CHECK:    The full set of extracted values only contains ""cell line"", but the paper also uses mouse liver tissue (e.g., ""expression of phosphomimic VAMP8 leads to increased lipid droplet accumulation when expressed in mouse liver""). Therefore, the set is incomplete.
TYPE_CORRECT:      yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT:     yes
VALUE_COMPLETE:    no
HALLUCINATED:      no
VERDICT:           medium
CORRECTED_VALUE:   [""cell line"", ""tissue""]","cell line, tissue"
"PXD024642","BiologicalAgent","age","8-weeks-old","8-weeks-old","high","False","","True","True","False","TYPE CHECK:        The candidate value ""8-weeks-old"" is a valid representation of age.
SOURCE CHECK:      The value is explicitly mentioned in the ""Mouse experiments"" section: ""C57BL/6 J male mice (8-weeks-old)"".
TRUTH CHECK:       The value is factually correct as per the text.
COMPLETENESS CHECK: The full set of extracted values contains the only age mentioned in the paper.
TYPE_CORRECT:      yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT:     yes
VALUE_COMPLETE:    yes
HALLUCINATED:      no
VERDICT:           high
CORRECTED_VALUE:   NONE",""
"PXD024642","BiologicalAgent","cell_line","HEK293T","HEK293T","medium","False","","True","False","False","TYPE CHECK:        The candidate value ""HEK293T"" is a name of an immortalized cell line, which matches the field definition.
SOURCE CHECK:      The value is explicitly mentioned in the text (e.g., ""generated a Flag-VAMP8 stable HEK293T cell line"").
TRUTH CHECK:       The value is factually correct as per the paper.
COMPLETENESS CHECK: The full set of extracted values is missing other cell lines mentioned in the text, specifically ""HeLa"" and ""U2OS"".
TYPE_CORRECT:      yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT:     yes
VALUE_COMPLETE:    no
HALLUCINATED:      no
VERDICT:           medium
CORRECTED_VALUE:   [""HEK293T"", ""HeLa"", ""U2OS""]","HEK293T, HeLa, U2OS"
"PXD024642","BiologicalAgent","sex","male","male","high","False","","True","True","False","TYPE CHECK: The candidate value ""male"" is the correct category for the sex field.
SOURCE CHECK: The paper explicitly states ""C57BL/6 J male mice"" in the Mouse experiments section.
TRUTH CHECK: The value is factually correct based on the text.
COMPLETENESS CHECK: The full set of extracted values contains the only sex mentioned in the paper.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD024642","BiologicalAgent","strain","C57BL/6 J","C57BL/6 J","high","False","","True","True","False","TYPE CHECK:        The candidate value is a specific animal strain, which matches the field definition.
SOURCE CHECK:      The text explicitly mentions ""C57BL/6 J male mice"" in the Mouse experiments section.
TRUTH CHECK:       The value is factually correct as per the text.
COMPLETENESS CHECK: The full set contains the only strain mentioned in the paper.
TYPE_CORRECT:      yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT:     yes
VALUE_COMPLETE:    yes
HALLUCINATED:      no
VERDICT:           high
CORRECTED_VALUE:   NONE",""
"PXD024642","TechnicalAgent","cleavage_agent","trypsin","trypsin","high","False","","True","True","False","TYPE CHECK:        The candidate value ""trypsin"" is a protease used for protein digestion, which matches the field definition.
SOURCE CHECK:      The text explicitly states in the ""Tandem affinity purification and mass spectrometry"" section that ""SDS-PAGE gel bands were destained and digested by trypsin at 37 °C for 16 h.""
TRUTH CHECK:       The value is factually correct based on the provided text.
COMPLETENESS CHECK:    The full set of extracted values contains only ""trypsin"", which is the only cleavage agent mentioned for the MS analysis in the paper.
TYPE_CORRECT:      yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT:     yes
VALUE_COMPLETE:    yes
HALLUCINATED:      no
VERDICT:           high
CORRECTED_VALUE:   NONE",""
"PXD024642","TechnicalAgent","collision_energy","35% collision energy","35% collision energy","high","False","","True","True","False","TYPE CHECK:        The candidate value is a percentage-based collision energy, which matches the definition of the collision_energy field.
SOURCE CHECK:      The text explicitly states ""The MS/MS was acquired using higher-energy collision dissociation at 35% collision energy"".
TRUTH CHECK:       The value is factually correct as described in the methods section.
COMPLETENESS CHECK: The full set contains the only collision energy value mentioned in the paper.
TYPE_CORRECT:      yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT:     yes
VALUE_COMPLETE:    yes
HALLUCINATED:      no
VERDICT:           high
CORRECTED_VALUE:   NONE",""
"PXD024642","TechnicalAgent","enrichment_method","Tandem affinity purification","Tandem affinity purification","high","False","","True","True","False","TYPE CHECK:        The candidate value ""Tandem affinity purification"" describes a protocol used to enrich specific proteins before mass spectrometry, which matches the field definition.
SOURCE CHECK:      The paper explicitly mentions ""Tandem affinity purification (TAP)"" in the results and describes the detailed process in the ""Tandem affinity purification and mass spectrometry"" section of the methods.
TRUTH CHECK:       The value is factually correct as the study used TAP to identify VAMP8-associated proteins.
COMPLETENESS CHECK:    The full set of extracted values contains ""Tandem affinity purification"", which is the only enrichment method described for the MS analysis in the text.
TYPE_CORRECT:      yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT:     yes
VALUE_COMPLETE:    yes
HALLUCINATED:      no
VERDICT:           high
CORRECTED_VALUE:   NONE",""
"PXD024642","TechnicalAgent","instrument","Orbitrap Fusion Lumos","","low","False","","False","False","True","TYPE CHECK:        The candidate value is a mass spectrometer model, which matches the required category.
SOURCE CHECK:      The paper text mentions a ""Thermo Fisher LTQ Orbitrap ETD mass spectrometer,"" but it does not mention an ""Orbitrap Fusion Lumos.""
TRUTH CHECK:       The candidate value is factually incorrect as it identifies the wrong model of Orbitrap.
COMPLETENESS CHECK: The full set is incorrect because it contains a hallucinated instrument model.
TYPE_CORRECT:      yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT:     no
VALUE_COMPLETE:    no
HALLUCINATED:      yes
VERDICT:           low
CORRECTED_VALUE:   NONE","Thermo Fisher LTQ Orbitrap ETD"
"PXD024642","TechnicalAgent","label","label-free","label-free","high","False","","True","True","False","TYPE CHECK:        The candidate value ""label-free"" is a valid category for the label field.
SOURCE CHECK:      The paper describes a mass spectrometry analysis of VAMP8 phosphorylation sites but does not mention any isobaric or metabolic labeling (e.g., TMT, SILAC); therefore, ""label-free"" is a safe default.
TRUTH CHECK:       The extraction is factually correct as no labeling method was specified.
COMPLETENESS CHECK: The full set of extracted values is exhaustive for this experiment.
TYPE_CORRECT:      yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT:     yes
VALUE_COMPLETE:    yes
HALLUCINATED:      no
VERDICT:           high
CORRECTED_VALUE:   NONE",""
"PXD024642","TechnicalAgent","reduction_reagent","Dithiothreitol (DTT)","Dithiothreitol (DTT)","high","False","","True","True","False","TYPE CHECK:        The candidate value is a chemical used to reduce disulfide bonds, which matches the field definition.
SOURCE CHECK:      The text explicitly mentions ""1 mM Dithiothreitol (DTT)"" in the ""Protein expression and purification"" and ""Proteoliposome reconstitution and lipid mixing assays"" sections.
TRUTH CHECK:       The value is factually correct based on the provided text.
COMPLETENESS CHECK: The full set contains the only reduction reagent mentioned in the text.
TYPE_CORRECT:      yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT:     yes
VALUE_COMPLETE:    yes
HALLUCINATED:      no
VERDICT:           high
CORRECTED_VALUE:   NONE",""
"PXD024642","ExperimentalDesignAgent","replicates","1","1","high","False","","True","True","False","TYPE CHECK:        The candidate value is a numeric count, which is the correct category for the replicates field.
SOURCE CHECK:      The paper does not explicitly state the number of biological replicates for the mass spectrometry experiment; therefore, the safe default of ""1"" is applied.
TRUTH CHECK:       The value is correct based on the safe default rule for silent replication.
COMPLETENESS CHECK: The full set contains the safe default value, which is complete given the absence of specific numbers in the text.
TYPE_CORRECT:      yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT:     yes
VALUE_COMPLETE:    yes
HALLUCINATED:      no
VERDICT:           high
CORRECTED_VALUE:   NONE",""
"PXD024642","ExperimentalDesignAgent","experimental_design","phosphorylation site identification","","low","True","","False","False","False","TYPE CHECK:        No, the candidate value describes a specific analytical goal or task, not a study design type (e.g., ""treated vs control"", ""time course"").
SOURCE CHECK:      The paper does perform phosphorylation site identification via mass spectrometry, but this is a method/objective, not the experimental design.
TRUTH CHECK:       The value is factually present as an activity, but it is not a valid ""experimental design"" per the field definition.
COMPLETENESS CHECK:The full set contains only this incorrect value; the actual design involves comparing wild-type vs mutants and treated vs control (e.g., Torin treatment).
TYPE_CORRECT:      no
CORRECT_TYPE_NAME: experimental_design
VALUE_CORRECT:     no
VALUE_COMPLETE:    no
HALLUCINATED:      no
VERDICT:           low
CORRECTED_VALUE:   NONE",""
"PXD024642","ExperimentalDesignAgent","factor_value","protein (VAMP8)","protein (VAMP8)","medium","False","","True","False","False","TYPE CHECK:        The candidate value describes a protein being manipulated, which is a valid experimental factor/variable.
SOURCE CHECK:      The paper focuses on the role of VAMP8 and its phosphorylation state in autophagosome maturation.
TRUTH CHECK:       VAMP8 is the central protein under study, manipulated via knockdown, overexpression of wild-type, and various mutants (T48A, T48D, etc.).
COMPLETENESS CHECK:    The full set only contains ""protein (VAMP8)"", but the study also investigates ""mTORC1 activity"" (via Torin/EBSS/Rapamycin) and ""SCFD1"" (via knockdown/overexpression) as key experimental factors.
TYPE_CORRECT:      yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT:     yes
VALUE_COMPLETE:    no
HALLUCINATED:      no
VERDICT:           medium
CORRECTED_VALUE:   [""protein (VAMP8)"", ""mTORC1 activity"", ""protein (SCFD1)""]",""
"PXD024642","ExperimentalDesignAgent","fractions","1","1","high","False","","True","True","False","TYPE CHECK:        The candidate value is a numeric count, which matches the definition for the number of fractions.
SOURCE CHECK:      The paper describes a mass spectrometry workflow (Tandem affinity purification followed by LC-MS/MS) but does not mention any offline peptide or protein fractionation steps.
TRUTH CHECK:       Since no fractionation is mentioned, the safe default of ""1"" is correct.
COMPLETENESS CHECK: The full set of extracted values consists of this single value, which accurately reflects the lack of fractionation described in the text.
TYPE_CORRECT:      yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT:     yes
VALUE_COMPLETE:    yes
HALLUCINATED:      no
VERDICT:           high
CORRECTED_VALUE:   NONE",""
"PXD024642","ExperimentalDesignAgent","number_of_samples","1","1","high","False","","True","True","False","TYPE CHECK:        The candidate value is a numeric count, which matches the definition for number_of_samples.
SOURCE CHECK:      The paper does not explicitly state the total number of samples processed for the mass spectrometry analysis; it describes a single stable cell line (ZZ-VAMP8-Flag HEK293T) being used for the TAP-MS.
TRUTH CHECK:       While the paper describes multiple experiments (cell lines, mouse models), the specific MS analysis described in the ""Tandem affinity purification and mass spectrometry"" section refers to the analysis of a single stable cell line.
COMPLETENESS CHECK: The full set contains only ""1"", which is the safe default when the paper is silent or describes a single sample type for the MS experiment.
TYPE_CORRECT:      yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT:     yes
VALUE_COMPLETE:    yes
HALLUCINATED:      no
VERDICT:           high
CORRECTED_VALUE:   NONE",""
