"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD034865","","strict","Biological","cell_line","cell_line","BY4742","True"
"PXD034865","","strict","Biological","cell_type","cell_type","yeast cells","True"
"PXD034865","","strict","Biological","disease","disease","hars deficiency","True"
"PXD034865","","strict","Biological","organ","organ","haploid cell","True"
"PXD034865","","strict","Biological","species","species","Saccharomyces cerevisiae","True"
"PXD034865","","strict","ExperimentalDesign","factor_value","factor_value","HARS variant (WT, V133F, V155G, Y330C, S356N, Y454S) | hars deficiency","True"
"PXD034865","","strict","ExperimentalDesign","fractions","fractions","1","True"
"PXD034865","","strict","ExperimentalDesign","replicates","replicates","1","True"
"PXD034865","","strict","ExperimentalDesign","technical_replicates","technical_replicates","1","True"
"PXD034865","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD034865","","strict","Technical","cleavage_agent","cleavage_agent","Lys-C","True"
"PXD034865","","strict","Technical","fragment_mass_tolerance","fragment_mass_tolerance","10 ppm","True"
"PXD034865","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD034865","","strict","Technical","instrument","instrument","Q Exactive Plus","True"
"PXD034865","","strict","Technical","label","label","label free","True"
"PXD034865","","strict","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD034865","","strict","Technical","modification","modification","Deamidation (NQ) | Nethylmaleimidehydrolysis (C) | Carbamidomethyl (C)","True"
"PXD034865","","strict","Technical","precursor_mass_tolerance","precursor_mass_tolerance","6 ppm","True"
