"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD027729","","strict","Biological","disease","disease","trypanosomiasis","True"
"PXD027729","","strict","Biological","species","species","T. brucei, T. cruzi, L. infantum","True"
"PXD027729","","strict","ExperimentalDesign","factor_value","factor_value","treatment (Ebselen-treated, untreated) | trypanosomiasis","True"
"PXD027729","","strict","ExperimentalDesign","fractions","fractions","1","True"
"PXD027729","","strict","ExperimentalDesign","replicates","replicates","2","True"
"PXD027729","","strict","ExperimentalDesign","technical_replicates","technical_replicates","2","True"
"PXD027729","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD027729","","strict","Technical","cleavage_agent","cleavage_agent","Trypsin","True"
"PXD027729","","strict","Technical","fragment_mass_tolerance","fragment_mass_tolerance","8 ppm","True"
"PXD027729","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD027729","","strict","Technical","instrument","instrument","Q Exactive Plus","True"
"PXD027729","","strict","Technical","label","label","label free","True"
"PXD027729","","strict","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD027729","","strict","Technical","modification","modification","Carbamidomethyl (C) | Oxidation (M)","True"
"PXD027729","","strict","Technical","precursor_mass_tolerance","precursor_mass_tolerance","6 ppm","True"
