"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD034594","","strict","Biological","age","age","10 weeks old","True"
"PXD034594","","strict","Biological","disease","disease","normal","True"
"PXD034594","","strict","Biological","organ","organ","brain","True"
"PXD034594","","strict","Biological","sex","sex","Male","True"
"PXD034594","","strict","Biological","species","species","Mus musculus","True"
"PXD034594","","strict","ExperimentalDesign","factor_value","factor_value","tissue (brain, liver, heart, spleen) | normal","True"
"PXD034594","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD034594","","strict","Technical","alkylation_reagent","alkylation_reagent","iodoacetamide","True"
"PXD034594","","strict","Technical","cleavage_agent","cleavage_agent","Trypsin","True"
"PXD034594","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD034594","","strict","Technical","instrument","instrument","Orbitrap Fusion Lumos","True"
"PXD034594","","strict","Technical","label","label","label free","True"
"PXD034594","","strict","Technical","mass_analyzer","mass_analyzer","Orbitrap","True"
"PXD034594","","strict","Technical","modification","modification","acetylated residue | Acetylation (CHKRSTY,N-term) | Iodoacetamide derivative (CDEHKMSTUY,N-term) | Carbamylation (CKMRSTY,N-term) | Acetylation | Iodoacetamide derivative | Carbamylation","True"
"PXD034594","","strict","Technical","reduction_reagent","reduction_reagent","dithiothreitol","True"
