"paper_id","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD010429","Biological","age","age","mean age = 69.1","True"
"PXD010429","Biological","cell_type","cell_type","squamous cell","True"
"PXD010429","Biological","disease","disease","squamous cell lung cancer","True"
"PXD010429","Biological","organ","organ","lung","True"
"PXD010429","Biological","species","species","homo sapiens","True"
"PXD010429","ExperimentalDesign","factor_value","factor_value","proteomic subtype (Inflamed, Redox, Mixed) | squamous cell lung cancer","True"
"PXD010429","ExperimentalDesign","fractions","fractions","12","True"
"PXD010429","ExperimentalDesign","replicates","replicates","108","True"
"PXD010429","ExperimentalDesign","technical_replicates","technical_replicates","2","True"
"PXD010429","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD010429","Technical","fragment_mass_tolerance","fragment_mass_tolerance","10 ppm","True"
"PXD010429","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD010429","Technical","instrument","instrument","Q Exactive Plus","True"
"PXD010429","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD010429","Technical","precursor_mass_tolerance","precursor_mass_tolerance","6 ppm","True"
