source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD019394-Sample-1	mus musculus	brain, brown fat, heart, liver, lung, kidney, pancreas, spleen, testis	normal	9	male	three-week-old	run 1	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ-Orbitrap, LTQ-Velos-Orbitrap	not available	1	2	NT=collision-induced dissociation;AC=MS:1000133	tissue (brain, brown fat, heart, liver, lung, kidney, pancreas, spleen, testis)	7 ppm	-0.448627 ppm	orbitrap	Brain_Phosphorylation_o05796.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD019394-Sample-2	mus musculus	brain, brown fat, heart, liver, lung, kidney, pancreas, spleen, testis	normal	9	male	three-week-old	run 2	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ-Orbitrap, LTQ-Velos-Orbitrap	not available	1	2	NT=collision-induced dissociation;AC=MS:1000133	tissue (brain, brown fat, heart, liver, lung, kidney, pancreas, spleen, testis)	7 ppm	-0.448627 ppm	orbitrap	Brain_Phosphorylation_o05799.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD019394-Sample-3	mus musculus	brain, brown fat, heart, liver, lung, kidney, pancreas, spleen, testis	normal	9	male	three-week-old	run 3	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ-Orbitrap, LTQ-Velos-Orbitrap	not available	1	2	not available	tissue (brain, brown fat, heart, liver, lung, kidney, pancreas, spleen, testis)	7 ppm	-0.448627 ppm	orbitrap	Brain_Phosphorylation_o05811.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD019394-Sample-4	mus musculus	brain, brown fat, heart, liver, lung, kidney, pancreas, spleen, testis	normal	9	male	three-week-old	run 4	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ-Orbitrap, LTQ-Velos-Orbitrap	not available	1	2	NT=collision-induced dissociation;AC=MS:1000133	tissue (brain, brown fat, heart, liver, lung, kidney, pancreas, spleen, testis)	7 ppm	-0.448627 ppm	orbitrap	Brain_Phosphorylation_o05828.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD019394-Sample-5	mus musculus	brain, brown fat, heart, liver, lung, kidney, pancreas, spleen, testis	normal	9	male	three-week-old	run 5	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ-Orbitrap, LTQ-Velos-Orbitrap	not available	1	2	not available	tissue (brain, brown fat, heart, liver, lung, kidney, pancreas, spleen, testis)	7 ppm	-0.448627 ppm	orbitrap	Brain_Protein_Expression_protein4_brain_f11_v02853.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD019394-Sample-6	mus musculus	brain, brown fat, heart, liver, lung, kidney, pancreas, spleen, testis	normal	9	male	three-week-old	run 6	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ-Orbitrap, LTQ-Velos-Orbitrap	not available	1	2	not available	tissue (brain, brown fat, heart, liver, lung, kidney, pancreas, spleen, testis)	7 ppm	-0.448627 ppm	orbitrap	Brain_Protein_Expression_protein4_brain_f5_v02825.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD019394-Sample-7	mus musculus	brain, brown fat, heart, liver, lung, kidney, pancreas, spleen, testis	normal	9	male	three-week-old	run 7	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ-Orbitrap, LTQ-Velos-Orbitrap	not available	1	2	NT=collision-induced dissociation;AC=MS:1000133	tissue (brain, brown fat, heart, liver, lung, kidney, pancreas, spleen, testis)	7 ppm	-0.448627 ppm	orbitrap	BrownFat_Phosphorylation_o06185.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD019394-Sample-8	mus musculus	brain, brown fat, heart, liver, lung, kidney, pancreas, spleen, testis	normal	9	male	three-week-old	run 8	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ-Orbitrap, LTQ-Velos-Orbitrap	not available	1	2	NT=collision-induced dissociation;AC=MS:1000133	tissue (brain, brown fat, heart, liver, lung, kidney, pancreas, spleen, testis)	7 ppm	-0.448627 ppm	orbitrap	BrownFat_Phosphorylation_o06188.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD019394-Sample-9	mus musculus	brain, brown fat, heart, liver, lung, kidney, pancreas, spleen, testis	normal	9	male	three-week-old	run 9	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ-Orbitrap, LTQ-Velos-Orbitrap	not available	1	2	NT=collision-induced dissociation;AC=MS:1000133	tissue (brain, brown fat, heart, liver, lung, kidney, pancreas, spleen, testis)	7 ppm	-0.448627 ppm	orbitrap	BrownFat_Phosphorylation_o06203.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD019394-Sample-10	mus musculus	brain, brown fat, heart, liver, lung, kidney, pancreas, spleen, testis	normal	9	male	three-week-old	run 10	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ-Orbitrap, LTQ-Velos-Orbitrap	not available	1	2	NT=collision-induced dissociation;AC=MS:1000133	tissue (brain, brown fat, heart, liver, lung, kidney, pancreas, spleen, testis)	7 ppm	-0.448627 ppm	orbitrap	Heart_Phosphorylation_o05353.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
