"paper_id","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD008840","Biological","cell_line","cell_line","293T","True"
"PXD008840","Biological","cell_type","cell_type","tumor cells","True"
"PXD008840","Biological","disease","disease","diffuse-type gastric cancer","True"
"PXD008840","Biological","organ","organ","stomach","True"
"PXD008840","Biological","species","species","homo sapiens","True"
"PXD008840","ExperimentalDesign","factor_value","factor_value","tissue type (tumor, nearby tissue) | diffuse-type gastric cancer","True"
"PXD008840","ExperimentalDesign","fractions","fractions","6","True"
"PXD008840","ExperimentalDesign","replicates","replicates","1","True"
"PXD008840","ExperimentalDesign","technical_replicates","technical_replicates","1","True"
"PXD008840","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD008840","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD008840","Technical","instrument","instrument","Orbitrap Fusion, Orbitrap Fusion Lumos, Q Exactive Plus, Q Exactive HF","True"
"PXD008840","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD008840","Technical","precursor_mass_tolerance","precursor_mass_tolerance","6.1 ppm","True"
