"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD056191","","strict","Biological","species","species","Trichoderma harzianum","True"
"PXD056191","","strict","ExperimentalDesign","factor_value","factor_value","growth medium (culture media, aqueous filtrate)","True"
"PXD056191","","strict","ExperimentalDesign","fractions","fractions","1","True"
"PXD056191","","strict","ExperimentalDesign","replicates","replicates","2","True"
"PXD056191","","strict","ExperimentalDesign","technical_replicates","technical_replicates","1","True"
"PXD056191","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD056191","","strict","Technical","fragment_mass_tolerance","fragment_mass_tolerance","0.02 Da","True"
"PXD056191","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD056191","","strict","Technical","instrument","instrument","Q Exactive HF | Q Exactive","True"
"PXD056191","","strict","Technical","label","label","label free","True"
"PXD056191","","strict","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD056191","","strict","Technical","modification","modification","Carbamidomethyl (C) | Oxidation (M) | Iodoacetic acid derivative (C)","True"
"PXD056191","","strict","Technical","precursor_mass_tolerance","precursor_mass_tolerance","10 ppm","True"
