"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD044253","","strict","Biological","age","age","11-month-old","True"
"PXD044253","","strict","Biological","cell_type","cell_type","cardiomyocyte","True"
"PXD044253","","strict","Biological","disease","disease","myocardial infarction, transverse aortic constriction, normal","True"
"PXD044253","","strict","Biological","organ","organ","heart","True"
"PXD044253","","strict","Biological","sex","sex","male","True"
"PXD044253","","strict","Biological","species","species","Mus musculus","True"
"PXD044253","","strict","ExperimentalDesign","factor_value","factor_value","disease model (MI, TAC) | myocardial infarction, transverse aortic constriction, normal","True"
"PXD044253","","strict","ExperimentalDesign","fractions","fractions","3","True"
"PXD044253","","strict","ExperimentalDesign","replicates","replicates","6","True"
"PXD044253","","strict","ExperimentalDesign","technical_replicates","technical_replicates","1","True"
"PXD044253","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD044253","","strict","Technical","alkylation_reagent","alkylation_reagent","iodoacetamide","True"
"PXD044253","","strict","Technical","cleavage_agent","cleavage_agent","Trypsin","True"
"PXD044253","","strict","Technical","fragment_mass_tolerance","fragment_mass_tolerance","8 ppm","True"
"PXD044253","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD044253","","strict","Technical","instrument","instrument","Q Exactive","True"
"PXD044253","","strict","Technical","label","label","label free","True"
"PXD044253","","strict","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD044253","","strict","Technical","modification","modification","Carbamidomethyl (C) | Oxidation (M) | Acetyl (K) | Phospho (STY) | Deamidation (NQ)","True"
"PXD044253","","strict","Technical","precursor_mass_tolerance","precursor_mass_tolerance","7 ppm","True"
