source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000652-Sample-1	Homo sapiens	cerebrospinal fluid, plasma	normal	1	not available	not available	run 1	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	179	1	NT=collision-induced dissociation;AC=MS:1000133	condition (neurologically healthy), body fluid (CSF vs plasma)	not available	5697.4 ppm	-0.530111 ppm	orbitrap	HV_map_B11.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000652-Sample-2	Homo sapiens	cerebrospinal fluid, plasma	normal	1	not available	not available	run 2	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	179	1	NT=collision-induced dissociation;AC=MS:1000133	condition (neurologically healthy), body fluid (CSF vs plasma)	not available	5697.4 ppm	-0.530111 ppm	orbitrap	HV_map_B12.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000652-Sample-3	Homo sapiens	cerebrospinal fluid, plasma	normal	1	not available	not available	run 3	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	179	1	NT=collision-induced dissociation;AC=MS:1000133	condition (neurologically healthy), body fluid (CSF vs plasma)	not available	5697.4 ppm	-0.530111 ppm	orbitrap	HV_map_B13.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000652-Sample-4	Homo sapiens	cerebrospinal fluid, plasma	normal	1	not available	not available	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	179	1	NT=collision-induced dissociation;AC=MS:1000133	condition (neurologically healthy), body fluid (CSF vs plasma)	not available	5697.4 ppm	-0.530111 ppm	orbitrap	HV_map_B15.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000652-Sample-5	Homo sapiens	cerebrospinal fluid, plasma	normal	1	not available	not available	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	179	1	NT=collision-induced dissociation;AC=MS:1000133	condition (neurologically healthy), body fluid (CSF vs plasma)	not available	5697.4 ppm	-0.530111 ppm	orbitrap	HV_map_B17.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000652-Sample-6	Homo sapiens	cerebrospinal fluid, plasma	normal	1	not available	not available	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	179	1	NT=collision-induced dissociation;AC=MS:1000133	condition (neurologically healthy), body fluid (CSF vs plasma)	not available	5697.4 ppm	-0.530111 ppm	orbitrap	HV_map_B18.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000652-Sample-7	Homo sapiens	cerebrospinal fluid, plasma	normal	1	not available	not available	run 7	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	179	1	NT=collision-induced dissociation;AC=MS:1000133	condition (neurologically healthy), body fluid (CSF vs plasma)	not available	5697.4 ppm	-0.530111 ppm	orbitrap	HV_map_B2.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000652-Sample-8	Homo sapiens	cerebrospinal fluid, plasma	normal	1	not available	not available	run 8	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	179	1	NT=collision-induced dissociation;AC=MS:1000133	condition (neurologically healthy), body fluid (CSF vs plasma)	not available	5697.4 ppm	-0.530111 ppm	orbitrap	HV_map_B20.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000652-Sample-9	Homo sapiens	cerebrospinal fluid, plasma	normal	1	not available	not available	run 9	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	179	1	NT=collision-induced dissociation;AC=MS:1000133	condition (neurologically healthy), body fluid (CSF vs plasma)	not available	5697.4 ppm	-0.530111 ppm	orbitrap	HV_map_B21.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000652-Sample-10	Homo sapiens	cerebrospinal fluid, plasma	normal	1	not available	not available	run 10	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	179	1	NT=collision-induced dissociation;AC=MS:1000133	condition (neurologically healthy), body fluid (CSF vs plasma)	not available	5697.4 ppm	-0.530111 ppm	orbitrap	HV_map_B22.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000652-Sample-11	Homo sapiens	cerebrospinal fluid, plasma	normal	1	not available	not available	run 11	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	179	1	NT=collision-induced dissociation;AC=MS:1000133	condition (neurologically healthy), body fluid (CSF vs plasma)	not available	5697.4 ppm	-0.530111 ppm	orbitrap	HV_map_B23.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000652-Sample-12	Homo sapiens	cerebrospinal fluid, plasma	normal	1	not available	not available	run 12	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	179	1	NT=collision-induced dissociation;AC=MS:1000133	condition (neurologically healthy), body fluid (CSF vs plasma)	not available	5697.4 ppm	-0.530111 ppm	orbitrap	HV_map_B24.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000652-Sample-13	Homo sapiens	cerebrospinal fluid, plasma	normal	1	not available	not available	run 13	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	179	1	NT=collision-induced dissociation;AC=MS:1000133	condition (neurologically healthy), body fluid (CSF vs plasma)	not available	5697.4 ppm	-0.530111 ppm	orbitrap	HV_map_B25.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000652-Sample-14	Homo sapiens	cerebrospinal fluid, plasma	normal	1	not available	not available	run 14	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	179	1	NT=collision-induced dissociation;AC=MS:1000133	condition (neurologically healthy), body fluid (CSF vs plasma)	not available	5697.4 ppm	-0.530111 ppm	orbitrap	HV_map_B26.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000652-Sample-15	Homo sapiens	cerebrospinal fluid, plasma	normal	1	not available	not available	run 15	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	179	1	NT=collision-induced dissociation;AC=MS:1000133	condition (neurologically healthy), body fluid (CSF vs plasma)	not available	5697.4 ppm	-0.530111 ppm	orbitrap	HV_map_B27.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000652-Sample-16	Homo sapiens	cerebrospinal fluid, plasma	normal	1	not available	not available	run 16	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	179	1	not available	condition (neurologically healthy), body fluid (CSF vs plasma)	not available	5697.4 ppm	-0.530111 ppm	orbitrap	HV_map_B3.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000652-Sample-17	Homo sapiens	cerebrospinal fluid, plasma	normal	1	not available	not available	run 17	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	179	1	NT=collision-induced dissociation;AC=MS:1000133	condition (neurologically healthy), body fluid (CSF vs plasma)	not available	5697.4 ppm	-0.530111 ppm	orbitrap	HV_map_B30.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD000652-Sample-18	Homo sapiens	cerebrospinal fluid, plasma	normal	1	not available	not available	run 18	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Orbitrap Velos Pro;AC=MS:1003096	not available	179	1	NT=collision-induced dissociation;AC=MS:1000133	condition (neurologically healthy), body fluid (CSF vs plasma)	not available	5697.4 ppm	-0.530111 ppm	orbitrap	HV_map_B32.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
