"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD034583","","strict","Biological","disease","disease","covid-19","True"
"PXD034583","","strict","Biological","organ","organ","nasopharynx, oral cavity, nasal cavity, upper respiratory tract, lung, bladder","True"
"PXD034583","","strict","Biological","species","species","Homo sapiens","True"
"PXD034583","","strict","ExperimentalDesign","factor_value","factor_value","viral variant (Gamma, Delta, Omicron), geographical location, infection wave | covid-19","True"
"PXD034583","","strict","ExperimentalDesign","fractions","fractions","1","True"
"PXD034583","","strict","ExperimentalDesign","replicates","replicates","1","True"
"PXD034583","","strict","ExperimentalDesign","technical_replicates","technical_replicates","1","True"
"PXD034583","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD034583","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD034583","","strict","Technical","instrument","instrument","Q Exactive","True"
"PXD034583","","strict","Technical","label","label","label free","True"
"PXD034583","","strict","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD034583","","strict","Technical","modification","modification","Oxidation (M) | dimethylation (K) | Proline oxidation to 5-hydroxy-2-aminovaleric acid (P) | N-dimethylphosphate (S)","True"
"PXD034583","","strict","Technical","precursor_mass_tolerance","precursor_mass_tolerance","6 ppm","True"
