source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD018830-Sample-1	Homo sapiens	breast	breast cancer	tumor cells	45	female	not available	run 1	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Q Exactive Plus, Q-Exactive HF-X	not available	6	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	ER status (positive, negative), mammographic appearance (spiculated, nonspiculated)	not available	4.5 ppm	10 ppm	orbitrap	TDM_1610_102.raw	v1.1.0	HAMLET-agentic v0.1.0	breast cancer
PXD018830-Sample-2	Homo sapiens	breast	breast cancer	tumor cells	45	female	not available	run 2	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Q Exactive Plus, Q-Exactive HF-X	not available	6	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	ER status (positive, negative), mammographic appearance (spiculated, nonspiculated)	not available	4.5 ppm	10 ppm	orbitrap	TDM_1610_109.raw	v1.1.0	HAMLET-agentic v0.1.0	breast cancer
PXD018830-Sample-3	Homo sapiens	breast	breast cancer	tumor cells	45	female	not available	run 3	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Q Exactive Plus, Q-Exactive HF-X	not available	6	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	ER status (positive, negative), mammographic appearance (spiculated, nonspiculated)	not available	4.5 ppm	10 ppm	orbitrap	TDM_1610_122.raw	v1.1.0	HAMLET-agentic v0.1.0	breast cancer
PXD018830-Sample-4	Homo sapiens	breast	breast cancer	tumor cells	45	female	not available	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Q Exactive Plus, Q-Exactive HF-X	not available	6	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	ER status (positive, negative), mammographic appearance (spiculated, nonspiculated)	not available	4.5 ppm	10 ppm	orbitrap	TDM_H1610_057.raw	v1.1.0	HAMLET-agentic v0.1.0	breast cancer
PXD018830-Sample-5	Homo sapiens	breast	breast cancer	tumor cells	45	female	not available	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Q Exactive Plus, Q-Exactive HF-X	not available	6	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	ER status (positive, negative), mammographic appearance (spiculated, nonspiculated)	not available	4.5 ppm	10 ppm	orbitrap	TDM_H1610_060.raw	v1.1.0	HAMLET-agentic v0.1.0	breast cancer
PXD018830-Sample-6	Homo sapiens	breast	breast cancer	tumor cells	45	female	not available	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Q Exactive Plus, Q-Exactive HF-X	not available	6	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	ER status (positive, negative), mammographic appearance (spiculated, nonspiculated)	not available	4.5 ppm	10 ppm	orbitrap	TDM_H1701_012.raw	v1.1.0	HAMLET-agentic v0.1.0	breast cancer
PXD018830-Sample-7	Homo sapiens	breast	breast cancer	tumor cells	45	female	not available	run 7	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Q Exactive Plus, Q-Exactive HF-X	not available	6	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	ER status (positive, negative), mammographic appearance (spiculated, nonspiculated)	not available	4.5 ppm	10 ppm	orbitrap	TDM_H1701_054.raw	v1.1.0	HAMLET-agentic v0.1.0	breast cancer
PXD018830-Sample-8	Homo sapiens	breast	breast cancer	tumor cells	45	female	not available	run 8	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Q Exactive Plus, Q-Exactive HF-X	not available	6	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	ER status (positive, negative), mammographic appearance (spiculated, nonspiculated)	not available	4.5 ppm	10 ppm	orbitrap	TDM_H1701_059.raw	v1.1.0	HAMLET-agentic v0.1.0	breast cancer
PXD018830-Sample-9	Homo sapiens	breast	breast cancer	tumor cells	45	female	not available	run 9	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Q Exactive Plus, Q-Exactive HF-X	not available	6	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	ER status (positive, negative), mammographic appearance (spiculated, nonspiculated)	not available	4.5 ppm	10 ppm	orbitrap	TDM_H1701_069.raw	v1.1.0	HAMLET-agentic v0.1.0	breast cancer
PXD018830-Sample-10	Homo sapiens	breast	breast cancer	tumor cells	45	female	not available	run 10	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	Q Exactive Plus, Q-Exactive HF-X	not available	6	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	ER status (positive, negative), mammographic appearance (spiculated, nonspiculated)	not available	4.5 ppm	10 ppm	orbitrap	TDM_H1701_212.raw	v1.1.0	HAMLET-agentic v0.1.0	breast cancer
