"paper_id","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD022741","Biological","age","age","11 time points over 33 h after inoculation","True"
"PXD022741","Biological","cell_line","cell_line","BY4742","True"
"PXD022741","Biological","cell_type","cell_type","yeast","True"
"PXD022741","Biological","species","species","saccharomyces cerevisiae","True"
"PXD022741","ExperimentalDesign","factor_value","factor_value","time (11 time points over 33 h)","True"
"PXD022741","ExperimentalDesign","fractions","fractions","12","True"
"PXD022741","ExperimentalDesign","replicates","replicates","3","True"
"PXD022741","ExperimentalDesign","technical_replicates","technical_replicates","1","True"
"PXD022741","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD022741","Technical","fragmentation","fragmentation","collision-induced dissociation","True"
"PXD022741","Technical","instrument","instrument","Orbitrap Fusion Lumos","True"
"PXD022741","Technical","label","label","TMTpro126C","True"
"PXD022741","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD022741","Technical","precursor_mass_tolerance","precursor_mass_tolerance","459.3 ppm","True"
