"paper_id","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD073162","BiologicalAgent","species","species","S. clava","True"
"PXD073162","BiologicalAgent","tissue","organ","endostyle","True"
"PXD073162","BiologicalAgent","cell_type","cell_type","","False"
"PXD073162","BiologicalAgent","disease_state","disease","normal","True"
"PXD073162","BiologicalAgent","sample_source","material_type","S. clava adults","True"
"PXD073162","BiologicalAgent","age","age","","False"
"PXD073162","BiologicalAgent","anatomic_site_tumor","anatomic_site_tumor","","False"
"PXD073162","BiologicalAgent","BMI","BMI","","False"
"PXD073162","BiologicalAgent","cell_line","cell_line","","False"
"PXD073162","BiologicalAgent","sex","sex","hermaphroditic","True"
"PXD073162","BiologicalAgent","strain","strain","","False"
"PXD073162","BiologicalAgent","material_type","material_type","S. clava adults","True"
"PXD073162","BiologicalAgent","developmental_stage","developmental_stage","","False"
"PXD073162","TechnicalAgent","acquisition_method","acquisition_method","","False"
"PXD073162","TechnicalAgent","alkylation_reagent","alkylation_reagent","","False"
"PXD073162","TechnicalAgent","alkylation_concentration","alkylation_concentration","","False"
"PXD073162","TechnicalAgent","cleavage_agent","cleavage_agent","","False"
"PXD073162","TechnicalAgent","collision_energy","collision_energy","","False"
"PXD073162","TechnicalAgent","enrichment_method","enrichment_method","","False"
"PXD073162","TechnicalAgent","fractionation_method","fractionation","","False"
"PXD073162","TechnicalAgent","fragmentation_method","fragmentation","","False"
"PXD073162","TechnicalAgent","instrument","instrument","Q Exactive HF-X","True"
"PXD073162","TechnicalAgent","ionization_type","ionization_type","","False"
"PXD073162","TechnicalAgent","labeling","label","label-free","True"
"PXD073162","TechnicalAgent","reduction_reagent","reduction_reagent","","False"
"PXD073162","TechnicalAgent","reduction_concentration","reduction_concentration","","False"
"PXD073162","ExperimentalDesignAgent","biological_replicate","replicates","2 independent biological replicates | 2","True"
"PXD073162","ExperimentalDesignAgent","technical_replicate","technical_replicates","","False"
"PXD073162","ExperimentalDesignAgent","experimental_design","experimental_design","Comparison between anti-BtTG immunoprecipitation and Rabbit IgG negative control","True"
"PXD073162","ExperimentalDesignAgent","factor_value","factor_value","antibody type (anti-BtTG, Rabbit IgG)","True"
"PXD073162","ExperimentalDesignAgent","number_of_fractions","fractions","1","True"
"PXD073162","ExperimentalDesignAgent","number_of_technical_replicates","technical_replicates","","False"
"PXD073162","ExperimentalDesignAgent","number_of_biological_replicates","replicates","2 independent biological replicates | 2","True"
"PXD073162","ExperimentalDesignAgent","number_of_samples","number_of_samples","4","True"
