"paper_id","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD036200","BiologicalAgent","species","species","Homo sapiens","True"
"PXD036200","BiologicalAgent","tissue","organ","lipid droplets","True"
"PXD036200","BiologicalAgent","cell_type","cell_type","epithelial cell","True"
"PXD036200","BiologicalAgent","disease_state","disease","cervical adenocarcinoma","True"
"PXD036200","BiologicalAgent","sample_source","material_type","HeLa cells","True"
"PXD036200","BiologicalAgent","age","age","","False"
"PXD036200","BiologicalAgent","anatomic_site_tumor","anatomic_site_tumor","","False"
"PXD036200","BiologicalAgent","BMI","BMI","","False"
"PXD036200","BiologicalAgent","cell_line","cell_line","HeLa","True"
"PXD036200","BiologicalAgent","sex","sex","","False"
"PXD036200","BiologicalAgent","strain","strain","","False"
"PXD036200","BiologicalAgent","material_type","material_type","HeLa cells","True"
"PXD036200","BiologicalAgent","developmental_stage","developmental_stage","","False"
"PXD036200","TechnicalAgent","acquisition_method","acquisition_method","","False"
"PXD036200","TechnicalAgent","alkylation_reagent","alkylation_reagent","","False"
"PXD036200","TechnicalAgent","alkylation_concentration","alkylation_concentration","","False"
"PXD036200","TechnicalAgent","cleavage_agent","cleavage_agent","","False"
"PXD036200","TechnicalAgent","collision_energy","collision_energy","","False"
"PXD036200","TechnicalAgent","enrichment_method","enrichment_method","","False"
"PXD036200","TechnicalAgent","fractionation_method","fractionation","","False"
"PXD036200","TechnicalAgent","fragmentation_method","fragmentation","","False"
"PXD036200","TechnicalAgent","instrument","instrument","Q Exactive","True"
"PXD036200","TechnicalAgent","ionization_type","ionization_type","","False"
"PXD036200","TechnicalAgent","labeling","label","label-free","True"
"PXD036200","TechnicalAgent","reduction_reagent","reduction_reagent","","False"
"PXD036200","TechnicalAgent","reduction_concentration","reduction_concentration","","False"
"PXD036200","ExperimentalDesignAgent","biological_replicate","replicates","at least three independent experiments | 3","True"
"PXD036200","ExperimentalDesignAgent","technical_replicate","technical_replicates","","False"
"PXD036200","ExperimentalDesignAgent","experimental_design","experimental_design","","False"
"PXD036200","ExperimentalDesignAgent","factor_value","factor_value","treatment (OA+CQ, serum starvation, AICAR)","True"
"PXD036200","ExperimentalDesignAgent","number_of_fractions","fractions","1","True"
"PXD036200","ExperimentalDesignAgent","number_of_technical_replicates","technical_replicates","","False"
"PXD036200","ExperimentalDesignAgent","number_of_biological_replicates","replicates","at least three independent experiments | 3","True"
"PXD036200","ExperimentalDesignAgent","number_of_samples","number_of_samples","4","True"
